note,review_type,level,check,finding
a-functioning-kb-needs-a-workshop-layer-not-just-a-library.md,prose-review,CLEAN,Unbridged cross-domain evidence,"The note does not import empirical findings from external domains. Internal cross-references (Tulving taxonomy, spec mining) link to other KB notes rather than claiming cross-domain transfer. The Tulving reference in open questions is self-questioned (""may be decorative rather than load-bearing""), which is appropriate self-policing."
a-functioning-kb-needs-a-workshop-layer-not-just-a-library.md,prose-review,CLEAN,Redundant restatement,"Each section opens with its own contribution. ""Temporal document types"" transitions in one sentence (""Tasks aren't the only workshop documents"") then moves to new content. ""Bridges between the layers"" opens with a new claim (""bidirectional""). No section re-explains what a prior section established."
a-functioning-kb-needs-a-workshop-layer-not-just-a-library.md,prose-review,CLEAN,Anthropomorphic framing,"The note discusses knowledge-base architecture, not model cognition. Metaphorical language (""consume value,"" ""produce outcomes"") is standard systems-design vocabulary, not anthropomorphism applied to an AI system."
a-good-agentic-kb-maximizes-contextual-competence-through-discoverable-composable-trustworthy-knowledge.md,prose-review,WARN,Confidence miscalibration,"The note introduces multiple original frameworks — the three-property taxonomy (discoverable/composable/trustworthy), the dependency ordering among them, the five-operation model (accumulation/constraining/distillation/discovery/pruning), and the primary/secondary property mappings — all presented with assertive language (""it needs three properties,"" ""Composability depends on the other two,"" ""Constraining primarily improves trustworthiness""). These are the note's own constructions, not cited frameworks, yet the prose reads as established theory. The note is marked `status: seedling`, which creates a further mismatch: the status signals immaturity while the prose signals settled conclusions. Phrases like ""a plausible decomposition"" or ""one way to organize this"" would better match the epistemic status of an original theoretical synthesis that hasn't been tested."
a-good-agentic-kb-maximizes-contextual-competence-through-discoverable-composable-trustworthy-knowledge.md,prose-review,WARN,Proportion mismatch,"The title foregrounds three properties (discoverable, composable, trustworthy) as the central claim, but the ""Three properties"" section (lines 18-28) gives roughly equal treatment to all three in compact paragraph form, while the ""Accumulation and four operations"" section (lines 30-56) and ""Reach"" section (lines 58-81) are each substantially longer and more developed. The operations and reach concepts receive more analytical depth — worked examples, asymmetric analysis, a summary table, a tension subsection — than the three properties that the title claims are the core idea. The properties section establishes each in one dense paragraph; the operations and reach sections develop their ideas across multiple paragraphs with illustrative contrasts. The result is that a reader expecting a note primarily about the three properties finds a note primarily about operations and reach."
a-good-agentic-kb-maximizes-contextual-competence-through-discoverable-composable-trustworthy-knowledge.md,prose-review,INFO,Anthropomorphic framing,"Line 62: ""A gene 'knows' how to build an eye"" — the scare quotes signal awareness that this is metaphorical, and it is Deutsch's own phrasing, so it is not a misattribution of agency. However, the note elsewhere uses ""the agent encounters,"" ""the agent retrieves a note but can't use it,"" and ""the agent loads a note but can't trust its claims,"" which attribute agency and judgment to the agent. These are borderline — ""agent"" is a term of art that conventionally implies agency — but ""can't trust"" in particular implies a judgment capacity that may overstate what LLM-based agents actually do. Worth a second look to confirm this is the intended framing."
a-good-agentic-kb-maximizes-contextual-competence-through-discoverable-composable-trustworthy-knowledge.md,prose-review,INFO,Source residue,"Line 73: ""Convergence evidence (Thalo independently building a compiler for knowledge management) suggests the reach is real."" The Thalo reference assumes the reader knows what Thalo is and why its convergence matters. Within the note's claimed generality (theory of agentic KBs), a single system-specific reference used as evidence without explanation reads as residue from the related-systems review work. The note links to the review, but the inline mention does no work for a reader who hasn't read it."
a-good-agentic-kb-maximizes-contextual-competence-through-discoverable-composable-trustworthy-knowledge.md,prose-review,CLEAN,Pseudo-formalism,"The note uses no formal notation, equations, or variable-based decompositions. The summary table (lines 48-54) is genuinely useful — it compresses five operation descriptions into a scannable reference. The dependency structure claim (line 28) is stated in prose, not formalized. No decorative formalism detected."
a-good-agentic-kb-maximizes-contextual-competence-through-discoverable-composable-trustworthy-knowledge.md,prose-review,CLEAN,Orphan references,"All specific claims are either linked to source notes or are clearly the note's own constructions. David Deutsch is cited via link to the first-principles note. The ""confidence 0.85"" in line 87 is part of a constructed example, not an empirical claim. The ""15 methodology notes"" in line 52 is illustrative, not a specific count requiring citation. No orphan empirical claims found."
a-good-agentic-kb-maximizes-contextual-competence-through-discoverable-composable-trustworthy-knowledge.md,prose-review,CLEAN,Unbridged cross-domain evidence,"The Deutsch examples (gene/eye, Newton's optics) on line 62 are used as illustrations of a concept (reach), not as evidence transferred across domains. The note does not cite empirical studies from one domain and apply them to another without bridging. The sift-kg and Siftly comparisons (lines 85-91) are used as contrasting cases, with the bridge explicitly stated: both produce adaptive rather than explanatory knowledge. No unbridged transfers found."
a-good-agentic-kb-maximizes-contextual-competence-through-discoverable-composable-trustworthy-knowledge.md,prose-review,CLEAN,Redundant restatement,"Section openings advance the argument rather than restating prior conclusions. ""The KB doesn't stay good automatically"" (line 32) transitions from properties to operations. ""The three properties tell you what knowledge must be..."" (line 60) frames the gap that reach fills. ""The reviews of sift-kg and Siftly sharpen this theory by contrast"" (line 85) opens a new analytical move. ""The theory, compressed"" (line 94) is an explicit compression, not restatement. No redundant restatement detected."
a-knowledge-base-should-support-fluid-resolution-switching.md,prose-review,WARN,Confidence miscalibration,"The four mechanism-mapping paragraphs assert the note's own reframing as observation rather than interpretation. ""Titles vs bodies are a resolution pair,"" ""Indexes and notes operate at different resolutions,"" ""Link semantics encode zoom direction,"" ""Progressive disclosure is a resolution gradient"" are all the note's own constructions — recastings of existing KB mechanisms under a new lens — but they read as discovered facts. The opening sentence (""Good thinking is not staying at one level of abstraction — it is constantly moving between levels"") likewise asserts a contested claim about cognition as settled."
a-knowledge-base-should-support-fluid-resolution-switching.md,prose-review,INFO,Source residue,"The note attributes its origin to ""a social media post on 'The Art of Good Thinking: Moving Between Levels.'"" The opening paragraph's cadence — ""Start broad to see the landscape, narrow in when something is interesting, zoom back out to check bearings, dive deep into the load-bearing detail, then abstract up to see the pattern"" — reads as closely tracking the source's rhetorical structure. The ""landscape"" and ""territory"" metaphors are natural enough in this context, but the five-step sequence (broad, narrow, back out, deep, abstract up) may be carrying over the source's specific decomposition without examining whether five steps is the right number or just the source's framing choice."
a-knowledge-base-should-support-fluid-resolution-switching.md,prose-review,INFO,Unbridged cross-domain evidence,"The source and opening paragraph describe resolution-switching as a property of ""good thinking"" — a human cognitive claim. The note then applies this to KB design for agents (""An agent traversing this hierarchy is adjusting resolution"") without bridging why a pattern of human cognition transfers to agent navigation. The implicit assumption is that agent reading benefits from the same abstraction-level movement that human thinking does, but this is not stated."
a-knowledge-base-should-support-fluid-resolution-switching.md,prose-review,CLEAN,Pseudo-formalism,"No formal notation, variables, or equations. The note argues entirely in prose, which is appropriate for a framing note."
a-knowledge-base-should-support-fluid-resolution-switching.md,prose-review,CLEAN,Proportion mismatch,"The title's core claim (KB should support fluid resolution-switching) is developed through four mechanism-mapping paragraphs, a dedicated evaluative-criterion section with concrete symptoms, and a connection-to-discovery section. The mechanism-mapping is the most developed section, which is proportionate — it carries the evidence that the framing is useful. The evaluative criterion section, which introduces the actionable takeaway, is adequately developed with four concrete symptoms."
a-knowledge-base-should-support-fluid-resolution-switching.md,prose-review,CLEAN,Orphan references,"No specific numbers, percentages, named studies, or unsourced empirical claims. All linked notes are internal KB references with explicit relationship semantics."
a-knowledge-base-should-support-fluid-resolution-switching.md,prose-review,CLEAN,Redundant restatement,"Each section opens with new content. ""The evaluative criterion"" introduces the quality measure. ""Connection to discovery"" introduces the link to a different note's framework. No section re-explains what a prior section already established."
a-knowledge-base-should-support-fluid-resolution-switching.md,prose-review,CLEAN,Anthropomorphic framing,"The note uses ""agent"" in the technical sense and attributes appropriate actions (""traversing,"" ""adjusting""). References to ""the reader"" and ""you"" are appropriate for a note about navigation. No language implying mental states or human-like cognition in models."
active-campaign-understanding-needs-a-single-coherent-narrative-not-composed-notes.md,prose-review,WARN,Proportion mismatch,"The core claim — that campaign-level coherence requires holistic rewrite, not composition — is established in one paragraph after the table (""The key insight is that...""). The ""Evidence: theorist"" section is roughly twice as long and carries most of the note's development. The note reads more like a theorist review with a general framing than a general claim supported by theorist as evidence. The title promises a general structural argument, but the body delivers it thinly and then spends its energy on one tool."
active-campaign-understanding-needs-a-single-coherent-narrative-not-composed-notes.md,prose-review,WARN,Source residue,"The opening paragraph and table are cleanly general, but the ""Relationship to the workshop layer"" section slips into theorist-specific framing without signaling: ""THEORY.MD has all the predicted workshop properties"" and ""It fills the 'session logs' slot from the workshop note."" These sentences treat theorist's implementation as the referent rather than an example. Similarly, ""The bridge question"" section opens with ""Theorist doesn't address this"" — framing the gap in terms of what one tool lacks rather than what the pattern requires."
active-campaign-understanding-needs-a-single-coherent-narrative-not-composed-notes.md,prose-review,INFO,Confidence miscalibration,"The phrase ""graph composition is the wrong structure"" in the opening paragraph is a strong assertion for what the note establishes. The evidence is one tool (theorist) and a structural argument by analogy with the workshop layer. The table's clean dichotomy (durable knowledge vs. working understanding) presents the distinction as settled taxonomy rather than a proposed framing. Given the note's seedling status, this confidence level may be intentional (claim-first, evidence-later), but it is worth flagging."
active-campaign-understanding-needs-a-single-coherent-narrative-not-composed-notes.md,prose-review,INFO,Redundant restatement,"The ""Relationship to the workshop layer"" section opens with ""This is a concrete exemplar of the workshop layer the KB identified as missing,"" which partially restates what the theorist section already showed. The restatement is brief (one sentence) and does add new framing (explicitly naming the workshop connection), so this is borderline."
active-campaign-understanding-needs-a-single-coherent-narrative-not-composed-notes.md,prose-review,CLEAN,Pseudo-formalism,No formal notation or mathematical apparatus. The comparison table uses prose throughout and earns its structure — each row captures a genuine dimension of difference. No decorative formalism.
active-campaign-understanding-needs-a-single-coherent-narrative-not-composed-notes.md,prose-review,CLEAN,Orphan references,"All specific claims are traceable. Theorist is cited with URL, author, license, and year. The Augment bidirectional spec pattern is linked to an ingest document. The 200-line maximum is attributed to theorist's design. No floating empirical claims or unsourced numbers."
active-campaign-understanding-needs-a-single-coherent-narrative-not-composed-notes.md,prose-review,CLEAN,Unbridged cross-domain evidence,"The note stays within a single domain (knowledge management for engineering agents). Theorist is cited as a same-domain implementation, not a cross-domain analogy. The Augment reference in the open questions section is framed as ""offers a partial answer"" with an explanation of the mechanism (distributing coherence-maintenance burden), which constitutes a sufficient bridge."
active-campaign-understanding-needs-a-single-coherent-narrative-not-composed-notes.md,prose-review,CLEAN,Anthropomorphic framing,"The note uses ""understanding"" throughout, but this is the subject matter (what it means to track understanding during a campaign), not an attribution of mental states to models. Phrases like ""what we currently believe"" use first-person plural referring to the engineering team, not the model. No problematic agency language."
ad-hoc-prompts-extend-the-system-without-schema-changes.md,prose-review,WARN,Confidence miscalibration,"The note's own two-strata model is asserted as fact: ""Any system with an LLM agent layer has two strata: a deterministic base ... and a prompt layer on top."" This is the note's proposed decomposition, not an established framework, but the phrasing (""has two strata"") presents it as given. Similarly, ""The maturation trajectory is: write ad hoc prompts first, notice when you're writing the same kind repeatedly, extract a skill"" asserts a single trajectory as the trajectory rather than a common or proposed one."
ad-hoc-prompts-extend-the-system-without-schema-changes.md,prose-review,WARN,Unbridged cross-domain evidence,"The homoiconicity section claims: ""This is the same property that makes Lisp, Emacs, and Smalltalk extensible from within — and carries the same discoverability costs."" Homoiconicity in Lisp (code as data, same list structure) and homoiconicity in LLM context (instructions and content as natural language tokens) operate through different mechanisms. The note names the shared concept but doesn't explain why the analogy holds or where it breaks. Asserting ""the same property"" is stronger than the bridging supports."
ad-hoc-prompts-extend-the-system-without-schema-changes.md,prose-review,INFO,Confidence miscalibration,"""The prompt carries the caller's judgment, not just the caller's data"" — ""judgment"" is a loaded term that the note treats as self-evident. The note is deliberately making this claim (distinguishing what prompts carry from what type signatures carry), so the confidence level may be intentional. But the claim that natural language prompts carry ""judgment"" while type signatures carry only ""data"" is a substantive assertion that some readers will want defended rather than asserted."
ad-hoc-prompts-extend-the-system-without-schema-changes.md,prose-review,CLEAN,Source residue,"The note claims broad generality (""any system with an LLM agent layer"") and the KB-specific material is explicitly framed as an example (""We first noticed this in the KB, where it shows up cleanly"" / ""The KB example: collections""). The CI pipeline, codebase, and deployment examples in the third paragraph are presented as illustrative instances, not leaked framing. No unframed domain-specific residue detected."
ad-hoc-prompts-extend-the-system-without-schema-changes.md,prose-review,CLEAN,Pseudo-formalism,"No formal notation, equations, or mathematical apparatus present. The note argues entirely in prose. Nothing to flag."
ad-hoc-prompts-extend-the-system-without-schema-changes.md,prose-review,CLEAN,Proportion mismatch,"The core claim (ad hoc prompts extend the system) is developed across four complementary sections: a concrete example (KB collections), positioning on the constraining spectrum, the expressiveness argument (prompts carry what types can't), and the mechanistic explanation (homoiconicity). The most load-bearing insight — that this is about expressiveness, not convenience — gets proportional treatment in ""Prompts carry what types can't."" The KB example is longer but serves as the grounding case. Proportions match the argumentative structure."
ad-hoc-prompts-extend-the-system-without-schema-changes.md,prose-review,CLEAN,Orphan references,"No specific numbers, percentages, or named studies appear. ""Lisp, Emacs, and Smalltalk"" are invoked as commonly known exemplars of homoiconic systems, not as empirical claims requiring citation. No orphaned references detected."
ad-hoc-prompts-extend-the-system-without-schema-changes.md,prose-review,CLEAN,Redundant restatement,"Each section opens with new material. ""The constraining spectrum"" opens with positioning (new). ""Prompts carry what types can't"" opens with the expressiveness claim (new). ""Why this works: homoiconicity"" opens with the mechanistic explanation (new). No section restates a prior section's conclusion as setup."
ad-hoc-prompts-extend-the-system-without-schema-changes.md,prose-review,CLEAN,Anthropomorphic framing,"Agent-related language (""tells the agent,"" ""the sub-agent executes,"" ""the caller does the judgment-heavy work"") uses standard terminology for agent systems. ""Inherits"" in ""the sub-agent inherits nothing beyond what the caller explicitly passed"" is metaphorical but precise in context (context inheritance). No language attributes human-like mental states to models."
agent-context-is-constrained-by-soft-degradation-not-hard-token-limits.md,prose-review,WARN,Orphan references,"""Context windows have grown roughly 30x per year since mid-2023"" — this is a specific empirical claim with no source citation. It appears mid-paragraph as if it were common knowledge, but the growth rate is precise enough to need attribution. If the number is approximate, the precision of ""30x per year"" overstates the confidence; if it's sourced, the source should be cited."
agent-context-is-constrained-by-soft-degradation-not-hard-token-limits.md,prose-review,WARN,Confidence miscalibration,"""LLMs pay interpretation overhead proportional to context complexity"" — the word ""proportional"" asserts a specific functional relationship (linear scaling) that the note does not establish or cite. The ConvexBench reference supports complexity-driven collapse, but collapse is not proportionality. The claim is stronger than the evidence offered for it."
agent-context-is-constrained-by-soft-degradation-not-hard-token-limits.md,prose-review,INFO,Unbridged cross-domain evidence,"""A CPU signals overflow. A human says 'I'm confused.' An LLM produces confident output..."" — the CPU and human analogies are used to sharpen the contrast with LLMs, not as evidence claims, so this is not a full bridging failure. However, ""A CPU signals overflow"" is slightly misleading — integer overflow in most architectures is silent (wraps without trapping) unless explicitly checked, which actually parallels the LLM case rather than contrasting with it. The analogy may undercut its own point for readers who know this."
agent-context-is-constrained-by-soft-degradation-not-hard-token-limits.md,prose-review,CLEAN,Source residue,"The note claims generality at the level of ""agent context"" and ""practitioners."" Body vocabulary stays at that level — ""token,"" ""context window,"" ""API,"" ""model,"" ""benchmark."" No leaked domain-specific framing from a narrower source. The three external citations (Liu et al., Anthropic, Paulsen, ConvexBench) are all from the LLM/agent domain the note addresses."
agent-context-is-constrained-by-soft-degradation-not-hard-token-limits.md,prose-review,CLEAN,Pseudo-formalism,"No formal notation, equations, or symbolic apparatus in the note. The ""two dimensions"" decomposition (volume and complexity) is presented in prose and argued through evidence and mechanism, not through decorative formalism."
agent-context-is-constrained-by-soft-degradation-not-hard-token-limits.md,prose-review,CLEAN,Proportion mismatch,"The core claim is that the soft bound, not the hard limit, is the binding constraint. Section weight is well-allocated: the two-dimension decomposition gets substantial development (volume, complexity, interaction), the invisibility argument gets the longest single section with three sub-arguments, and consequences get proportional closing treatment. No section is starved relative to its load-bearing role."
agent-context-is-constrained-by-soft-degradation-not-hard-token-limits.md,prose-review,CLEAN,Redundant restatement,"Sections open with new content rather than restating prior conclusions. The opening paragraph of ""The soft bound is invisible and undisclosed"" does briefly echo the hard/soft distinction, but it does so to set up the new ""visible vs. invisible"" axis, not to restate the prior section's conclusion. The interaction subsection similarly advances rather than repeats."
agent-context-is-constrained-by-soft-degradation-not-hard-token-limits.md,prose-review,CLEAN,Anthropomorphic framing,"The note uses precise language throughout: ""the model's ability to follow instructions, retrieve information, and reason correctly,"" ""quality degrades,"" ""the model doesn't signal."" No instances of ""understands,"" ""knows,"" ""believes,"" or ""possesses knowledge."" The phrase ""reason correctly"" could be flagged but is standard usage in the LLM performance literature and the note does not claim anything about model internals by using it."
agent-is-a-tool-loop.md,prose-review,INFO,Proportion mismatch,"The title gives equal billing to two claims — ""useful technical convention"" and ""not a definition"" — but the definitional-debate side is dispatched in a single clause (""carries too much philosophical weight to define cleanly"") while the convention side gets the remaining ~90% of the note. The imbalance is defensible (the note is about the convention, not the debate), but the title frames them as co-equal. Consider whether the title should foreground the convention alone, e.g., ""An agent is a tool loop — prompt, capability surface, stop condition,"" and let the not-a-definition point be a subordinate remark."
agent-is-a-tool-loop.md,prose-review,INFO,Confidence miscalibration,"""a simple equivalence works"" is a direct assertion of utility for a note marked `status: seedling`. The convention is the note's own construction, not cited from a source. The rest of the note appropriately frames it as a convention rather than a discovery, but ""works"" in the opening paragraph makes a success claim the note doesn't yet cash out with evidence beyond one framework-design consequence. Worth checking whether ""is useful"" or ""serves well enough"" better matches the seedling status."
agent-is-a-tool-loop.md,prose-review,CLEAN,Source residue,"The note claims to be about a technical convention for organizing agent code. All terms — prompt, capability surface, stop condition, sub-loop, framework — belong to the agent-framework domain the note addresses. No domain leakage detected."
agent-is-a-tool-loop.md,prose-review,CLEAN,Pseudo-formalism,"No formal notation, equations, or variables. The note makes its argument entirely in prose."
agent-is-a-tool-loop.md,prose-review,CLEAN,Orphan references,"No specific figures, data points, named studies, or empirical claims appear. All assertions are definitional within the proposed convention."
agent-is-a-tool-loop.md,prose-review,CLEAN,Unbridged cross-domain evidence,No cross-domain citations. The note stays within its own domain (agent framework design) throughout.
agent-is-a-tool-loop.md,prose-review,CLEAN,Redundant restatement,"Three paragraphs, each advancing: (1) establishes the convention, (2) specifies what it excludes and how identity works, (3) connects to framework design. No paragraph restates a prior paragraph's conclusion as setup."
agent-is-a-tool-loop.md,prose-review,CLEAN,Anthropomorphic framing,"""The model finishes"" refers to a runtime event (generation completion), not a mental state. ""The same model"" is used for identity comparison. No anthropomorphic attributions."
agent-orchestration-needs-coordination-guarantees-not-just-coordination-channels.md,prose-review,WARN,Proportion mismatch,"The opening paragraph promises four failure modes (""corrupting shared meaning, diverging from peers, amplifying a bad result, or diffusing responsibility downstream""), and the summary table lists four rows. But ""Failure modes by composition"" develops only three (contamination, inconsistency, amplification) in one paragraph each. The fourth — accountability vacuum — appears two sections later under ""The design implication"" and gets two full paragraphs plus a connection to the verification-boundary note. The load-bearing claim is that all four are ""manifestations of one failure schema,"" yet the fourth receives substantially more development than the other three combined and is structurally separated from its peers. A reader encountering the table first may wonder why one row got a subsection under ""design implication"" while the others were handled above."
agent-orchestration-needs-coordination-guarantees-not-just-coordination-channels.md,prose-review,WARN,Confidence miscalibration,"The four-row failure schema (contamination / inconsistency / amplification / accountability vacuum) is the note's own synthesis across four separate sources. It is presented with assertive framing: ""These are not four names for one bug. They are manifestations of one failure schema — **uncoordinated composition**."" The closing paragraph hedges well (""The unification claim is limited but useful""), but the body — especially the table and the bold ""uncoordinated composition"" label — reads as established taxonomy rather than proposed decomposition. For a seedling note introducing its own framework, the assertive middle sits in tension with the hedged close."
agent-orchestration-needs-coordination-guarantees-not-just-coordination-channels.md,prose-review,INFO,Source residue,"""spooky action at a distance"" in the contamination subsection is a quantum-mechanics metaphor. It is well-understood in software engineering as informal shorthand for non-local effects, so it is not strictly residue — but it is the only figurative language in an otherwise technical note, which makes it slightly incongruent in register."
agent-orchestration-needs-coordination-guarantees-not-just-coordination-channels.md,prose-review,CLEAN,Pseudo-formalism,"The only structured apparatus is the four-row summary table, which maps composition mode to missing primitive to failure mode. Each cell is a concrete architectural concept, not a symbolic variable. The table compresses information that would be harder to compare in prose. No decorative notation found."
agent-orchestration-needs-coordination-guarantees-not-just-coordination-channels.md,prose-review,CLEAN,Orphan references,"All empirical or conceptual claims are traced to linked notes or ingested sources (scoping note, memory-architecture ingest, synthesis note, Tomasev et al. delegation paper). No unattributed figures, percentages, or named studies."
agent-orchestration-needs-coordination-guarantees-not-just-coordination-channels.md,prose-review,CLEAN,Unbridged cross-domain evidence,All cited sources are from the agent/LLM architecture domain. The Tomasev et al. paper addresses AI delegation; the memory-architecture source addresses multi-agent memory. No cross-domain transfer requiring a bridge sentence.
agent-orchestration-needs-coordination-guarantees-not-just-coordination-channels.md,prose-review,CLEAN,Redundant restatement,"""The shared question"" section opens by referencing the design-space note and restating the form/guarantee distinction, but it does so in one sentence and immediately adds a new directive (""ask what coordination guarantee matches that composition mode""). The restatement is functional transition, not redundant setup."
agent-orchestration-needs-coordination-guarantees-not-just-coordination-channels.md,prose-review,CLEAN,Anthropomorphic framing,"""the system believes false things"" appears once, inside a deliberate contrast explaining what accountability failure is NOT (""The bad outcome is not 'the system believes false things' ... but 'no one in the chain is clearly answerable'""). This is metalinguistic use, not an anthropomorphic claim. ""Agents diverge"" uses ""agents"" as the standard term of art. No problematic anthropomorphism found."
agent-orchestration-occupies-a-multi-dimensional-design-space.md,prose-review,WARN,Confidence miscalibration,"The five dimensions are the note's own construction, not drawn from an established taxonomy, yet the framing presents them as given rather than proposed. The opening says ""The better picture is a design space with separable dimensions"" — asserting that these dimensions are the better picture rather than flagging them as one proposed decomposition. The closing paragraph partially hedges (""The current dimensions are salient, not final""), but every dimension heading reads as definitional (""Where the scheduler lives,"" ""How long orchestration knowledge persists"") rather than proposed. The hedging comes too late and too briefly to calibrate the body's confident tone."
agent-orchestration-occupies-a-multi-dimensional-design-space.md,prose-review,WARN,Proportion mismatch,"The core claim is that orchestration is multi-dimensional, and the note's load-bearing work is showing that the dimensions are genuinely separable. The ""Why this matters"" section — which should demonstrate separability by showing how systems occupy independent combinations — gets only two brief examples (Slate, forking) in one paragraph. Meanwhile each individual dimension section gets its own heading and roughly equal treatment (~40-70 words each). The result is that dimension enumeration dominates while the argument for separability is underdeveloped."
agent-orchestration-occupies-a-multi-dimensional-design-space.md,prose-review,INFO,Source residue,"The note references several specific systems (RLM, Slate, ""forking"" from the Voooooogel thread) by name. These are not domain residue in the traditional sense — the note is about agent orchestration, and these are agent orchestration systems. However, ""Slate's episodes retained across a task"" in the Persistence horizon section assumes the reader knows what Slate's episodes are. This is borderline: it could be concise reference or it could be unexplained jargon for readers who haven't read the Slate ingest."
agent-orchestration-occupies-a-multi-dimensional-design-space.md,prose-review,INFO,Redundant restatement,"The opening paragraph and the first paragraph of ""Why this matters"" both make the same argument: single-axis taxonomies break because multiple dimensions vary independently. ""The multi-dimensional framing explains why single-axis taxonomies keep breaking"" largely restates ""That framing collapses several independent design choices into one axis."" The second instance adds the Slate/forking examples, so it is not pure restatement, but the setup sentence is redundant."
agent-orchestration-occupies-a-multi-dimensional-design-space.md,prose-review,CLEAN,Pseudo-formalism,"No formal notation, equations, or symbolic apparatus. The note uses plain prose throughout, with bulleted sub-items under Coordination guarantee that are descriptive labels, not pseudo-formal. Clean."
agent-orchestration-occupies-a-multi-dimensional-design-space.md,prose-review,CLEAN,Orphan references,"No specific numbers, percentages, or named studies appear without sources. All system references (RLM, Slate, forking) link to their respective source ingests or notes. Clean."
agent-orchestration-occupies-a-multi-dimensional-design-space.md,prose-review,CLEAN,Unbridged cross-domain evidence,"The note stays within agent orchestration throughout. All cited systems are agent orchestration systems, and no cross-domain transfer claims are made (no human cognition findings applied to LLMs, no engineering practices applied to a different field). Clean."
agent-orchestration-occupies-a-multi-dimensional-design-space.md,prose-review,CLEAN,Anthropomorphic framing,"The note discusses architectures and systems, not model cognition. ""The model authors some of that scheduler code"" is precise — it refers to code generation, not mental states. No verbs implying agency, understanding, or belief are applied to models. Clean."
