row_id	kind	source_path	identity	destination	replacement	status	notes
unit:kb/sources/agent-optimizers-compound-terminal-bench.ingest.md	unit	kb/sources/agent-optimizers-compound-terminal-bench.ingest.md	https://arxiv.org/html/2607.14004v1	kb/sources/agent-optimizers-compound-terminal-bench.ingest.md		complete	primary=kb/sources/agent-optimizers-compound-terminal-bench.md; ingest=tracked; disposition=ordinary; before_file_sha256=74c8d78287ca2c8f3593689f5b27a18f07df48ef68184b96fec93f4e64195c56; before_body_sha256=edf104a5b0cfb1467b3a3901e103049a6b6803c26cd9e72f9d6d9c9733eabd24; snapshot_sha256=08b1a1e55d05498fd3e71b2407df86bec90dce73ca7b6ce244c325f3854a0847; removed metadata-block blank-line residue
unit:kb/sources/agent-workflow-memory.ingest.md	unit	kb/sources/agent-workflow-memory.ingest.md	https://arxiv.org/html/2409.07429v1	kb/sources/agent-workflow-memory.ingest.md		complete	primary=kb/sources/agent-workflow-memory.md; ingest=tracked; disposition=ordinary; before_file_sha256=ca7c353e2de448663796b9d37b1c2b77dee149f6aef5cce14be89e1268c017ac; before_body_sha256=ca21a549639d5b01eceef8d491f49ff2c6da9691e1c21c0f0dc36aff3120fcdf; snapshot_sha256=470b8ee461cb933d48a4eab1f53643baeb247e8b909c50c9d26a9cc6e4cbe0bd; removed metadata-block blank-line residue
unit:kb/sources/agentic-code-reasoning.ingest.md	unit	kb/sources/agentic-code-reasoning.ingest.md	https://arxiv.org/html/2603.01896v2	kb/sources/agentic-code-reasoning.ingest.md		complete	primary=kb/sources/agentic-code-reasoning.md; ingest=tracked; disposition=ordinary; before_file_sha256=2b21c726d279a1e85275d76cb9f0e1a27895c714c5e8431e322bf2e0c6ad0c43; before_body_sha256=4e8b1bf06c25f8f4f001318bcd6b9d1e65bb34c2163c157742114fde8cebe589; snapshot_sha256=acd2639d1e6041491cf9130a7d308cd5d69b8b735011991594f9d5f7d0a1a7ad; removed metadata-block blank-line residue
unit:kb/sources/agentic-memory-learning-unified-long-term-and-short-term.ingest.md	unit	kb/sources/agentic-memory-learning-unified-long-term-and-short-term.ingest.md	https://arxiv.org/html/2601.01885v1	kb/sources/agentic-memory-learning-unified-long-term-and-short-term.ingest.md		complete	primary=kb/sources/agentic-memory-learning-unified-long-term-and-short-term-memory.md; ingest=tracked; disposition=ordinary; before_file_sha256=ca52889c560ba77c0bbfe99a1e045d92da417e2ccaf47a72d4b39dd0716ce3dd; before_body_sha256=49515d07629e8b3ae622d92db80770c8bb95a545a9b62e7e7e29161835875652; snapshot_sha256=a374796280e80cf4c0ba6391a8d032f9a3d91b2083df29326b2808c8a4989aee; removed metadata-block blank-line residue; removed domains-line blank-line residue
unit:kb/sources/agentic-note-taking-23-notes-without-reasons-202689418851669643.ingest.md	unit	kb/sources/agentic-note-taking-23-notes-without-reasons-202689418851669643.ingest.md	https://x.com/molt_cornelius/status/2026894188516696435	kb/sources/agentic-note-taking-23-notes-without-reasons-202689418851669643.ingest.md		complete	primary=kb/sources/agentic-note-taking-23-notes-without-reasons-2026894188516696435.md; ingest=tracked; disposition=ordinary; before_file_sha256=87d8c55d0574f6c86ee1d9d74462e9d29e73efa1ce3c5990215d831995991966; before_body_sha256=d515d19148f09ca720345fef0d0d2c532b4d6573c900c6d776420fa0460b7b44; snapshot_sha256=42e8c01706afcb7f77068ffd4ba5cee58151539031ffd368f031e2cd30a6477c; removed metadata-block blank-line residue; removed domains-line blank-line residue
unit:kb/sources/agents-explore-but-agents-ignore-llms-lack-environmental.ingest.md	unit	kb/sources/agents-explore-but-agents-ignore-llms-lack-environmental.ingest.md	https://arxiv.org/html/2604.17609v1	kb/sources/agents-explore-but-agents-ignore-llms-lack-environmental.ingest.md		complete	primary=kb/sources/agents-explore-but-agents-ignore-llms-lack-environmental-curiosity.md; ingest=tracked; disposition=ordinary; before_file_sha256=264ccde23d62b1a824ed25f724a08e3eb5d3a64abca8919846822a7de6d2d6ac; before_body_sha256=ae94d19e00e2d7d026c955f5036420be82891696e9a27451b27de16a51803fd7; snapshot_sha256=796cab7db761f58952fb36001a0309771ab41bd56fa47dc67972fe3753b72a4b; removed metadata-block blank-line residue
unit:kb/sources/an-enigma-of-artificial-reason-production-evaluation-gap-lrms.ingest.md	unit	kb/sources/an-enigma-of-artificial-reason-production-evaluation-gap-lrms.ingest.md	https://arxiv.org/abs/2606.01462	kb/sources/an-enigma-of-artificial-reason-production-evaluation-gap-lrms.ingest.md		complete	primary=kb/sources/an-enigma-of-artificial-reason-production-evaluation-gap-lrms.md; ingest=tracked; disposition=ordinary; before_file_sha256=8519f3230a9fde0c4ea6e60e88869173c514bced36f0e65585a59af44998930e; before_body_sha256=efb77f23ce5554dd3a2d6aa4416452029bfda25bede242d3881a833b1299a010; snapshot_sha256=82dc985d2a279bf02e0f3e3727eb0001a1c435eee3fb7b2838d1fd216c869b17; removed metadata-block blank-line residue
unit:kb/sources/arrmlet-tracecraft.ingest.md	unit	kb/sources/arrmlet-tracecraft.ingest.md	https://github.com/Arrmlet/tracecraft	kb/sources/arrmlet-tracecraft.ingest.md		complete	primary=kb/sources/arrmlet-tracecraft.md; ingest=tracked; disposition=ordinary; before_file_sha256=dc6700fefe569113b18de36a3931c0f2443d40a70ae466191908f89fa37a43fd; before_body_sha256=5fd9731c3838ac9cfb854a1de63dbe75e564e079c62fa16b11108f98e8ab370e; snapshot_sha256=f07d19410626d51aab820f69307c73ee589d558635bfa323a5f44fb362b60945; removed metadata-block blank-line residue; removed domains-line blank-line residue
unit:kb/sources/artifacts-as-memory-beyond-agent-boundary.ingest.md	unit	kb/sources/artifacts-as-memory-beyond-agent-boundary.ingest.md	https://arxiv.org/abs/2604.08756	kb/sources/artifacts-as-memory-beyond-agent-boundary.ingest.md		complete	primary=kb/sources/artifacts-as-memory-beyond-agent-boundary.md; ingest=tracked; disposition=ordinary; before_file_sha256=950132ddca9d22550dff0a7753f02852c803fc050344ef934bc1812f78c72ee3; before_body_sha256=649a58c2b5b304f0248e12cb6171628c1ecf923c07276918d0f056f8c2592056; snapshot_sha256=21a09181d30d875199af6288820ff6e3ff3d729d6221bcedf9fe4da111cdca88; removed metadata-block blank-line residue
unit:kb/sources/assessing-llm-reasoning-evidence-based-claim-verification.ingest.md	unit	kb/sources/assessing-llm-reasoning-evidence-based-claim-verification.ingest.md	https://aclanthology.org/2025.findings-acl.1059.pdf	kb/sources/assessing-llm-reasoning-evidence-based-claim-verification.ingest.md		complete	primary=kb/sources/assessing-llm-reasoning-evidence-based-claim-verification.md; ingest=tracked; disposition=ordinary; before_file_sha256=31c890574fe4cbbabd3a1b67992a872f03470ddcd7c5d5eb94e34bd8242f310d; before_body_sha256=14078bcb4e53cc8bc52b44b7e0f0de0b39ae10ef536df325ea484c43eed4042c; snapshot_sha256=ac51d6384fc9aae49225bf9b28a0ec0f0043a6d2d45e85cb07325250ab8ae93e; removed metadata-block blank-line residue
unit:kb/sources/autogenesis-a-self-evolving-agent-protocol.ingest.md	unit	kb/sources/autogenesis-a-self-evolving-agent-protocol.ingest.md	https://arxiv.org/html/2604.15034v5	kb/sources/autogenesis-a-self-evolving-agent-protocol.ingest.md		complete	primary=kb/sources/autogenesis-a-self-evolving-agent-protocol.md; ingest=tracked; disposition=ordinary; before_file_sha256=59bec533afb37999a71919212af935b4bf5e4fa8c945b31b698bb0ce8e025c9e; before_body_sha256=0571748015cab75eba82ce5910b9193c4f8b3354768527df62914afccb14f94c; snapshot_sha256=631aa4f497520508eed673a06de7d7bc4bd001e92f6823a633bbbac2b835e613; removed metadata-block blank-line residue
unit:kb/sources/autonomous-agent-context-memory-2088234998654472340.ingest.md	unit	kb/sources/autonomous-agent-context-memory-2088234998654472340.ingest.md	https://x.com/marfinxx/status/2088234998654472340	kb/sources/autonomous-agent-context-memory-2088234998654472340.ingest.md		complete	primary=kb/sources/autonomous-agent-context-memory-2088234998654472340.md; ingest=tracked; disposition=ordinary; before_file_sha256=28fd7d6f95aac67545169bb6859059a9709e02fe3c073770d4ec6f7c4fd0beec; before_body_sha256=6399bb56e5613efd18c85c651df13a26c44d8180b3253fcabb2641ea86872a72; snapshot_sha256=995bb6369c9866ebab2890dd987d8dc7836f848de82ecf40ee3e0f6bfa74ada7; removed metadata-block blank-line residue
unit:kb/sources/autoreason-self-refinement-that-knows-when-to-stop.ingest.md	unit	kb/sources/autoreason-self-refinement-that-knows-when-to-stop.ingest.md	https://github.com/NousResearch/autoreason/blob/main/paper/autoreason.pdf	kb/sources/autoreason-self-refinement-that-knows-when-to-stop.ingest.md		complete	primary=kb/sources/autoreason-self-refinement-that-knows-when-to-stop.md; ingest=tracked; disposition=ordinary; before_file_sha256=342cff83664ac6e2c757f03e27d62535313df20f7168b62a46d9150aa56a1868; before_body_sha256=a0e6f3583586742a90cbbbac7d1babdfb7f85c9f2a56ee7e1fd3391bfbd0316b; snapshot_sha256=cc18ebad423295af4a447666990412fa12afe0bab849f2bfacc652f0a9363800; removed metadata-block blank-line residue
unit:kb/sources/avo-agentic-variation-operators-autonomous-evolutionary-search.ingest.md	unit	kb/sources/avo-agentic-variation-operators-autonomous-evolutionary-search.ingest.md	https://arxiv.org/pdf/2603.24517	kb/sources/avo-agentic-variation-operators-autonomous-evolutionary-search.ingest.md		complete	primary=kb/sources/avo-agentic-variation-operators-autonomous-evolutionary-search.md; ingest=untracked; disposition=ordinary; before_file_sha256=65a378f551c33ab24a1998f05134a29f797d7407c090306b5a04d7352af1e68a; before_body_sha256=afedc78c0a04182fba61b50031e5027bce3373d9bcfc2ffff498f37bbeb541d5; snapshot_sha256=0d14a3e0802270a4e9bd83e2c002da8646732fbbe7b2f7438c1ae8320fb027ca; removed metadata-block blank-line residue
unit:kb/sources/beyond-not-novel-enough-llm-assisted-scholarly-critique.ingest.md	unit	kb/sources/beyond-not-novel-enough-llm-assisted-scholarly-critique.ingest.md	https://arxiv.org/html/2508.10795v4	kb/sources/beyond-not-novel-enough-llm-assisted-scholarly-critique.ingest.md		complete	primary=kb/sources/beyond-not-novel-enough-llm-assisted-scholarly-critique.md; ingest=tracked; disposition=ordinary; before_file_sha256=4bbf5a3393c54986846acc65624eefbf3a54e7898b4bd7e243c35193ceb56a6a; before_body_sha256=052d3680aaea24ab0ccc9091591fb4e8c6ff89d1e927915fb18edcd7630a1b1d; snapshot_sha256=8cea8bd658eba13a6a21e20e260bc91a1013ce7dfc911cd563254e870143288c; removed metadata-block blank-line residue
unit:kb/sources/borretti-human-routers-of-machine-words.ingest.md	unit	kb/sources/borretti-human-routers-of-machine-words.ingest.md	https://borretti.me/article/human-routers-of-machine-words	kb/sources/borretti-human-routers-of-machine-words.ingest.md		complete	primary=kb/sources/borretti-human-routers-of-machine-words.md; ingest=tracked; disposition=ordinary; before_file_sha256=cf26ff6eb1c576483d4be6722f1021b603ec53985f3ef2e5dd63d438d6e240b4; before_body_sha256=9dae5187115188e0dfd1c1140efce19c655ab9e36bc7ce6d0a6d94305fe183a8; snapshot_sha256=d061401a188d0cbf33c5f1a73f1560920eb4719a2508c89784a33783154a43b5; removed metadata-block blank-line residue
unit:kb/sources/brichau-et-al-2002-towards-linguistic-symbiosis.ingest.md	unit	kb/sources/brichau-et-al-2002-towards-linguistic-symbiosis.ingest.md	https://soft.vub.ac.be/Publications/2002/vub-prog-tr-02-04.pdf	kb/sources/brichau-et-al-2002-towards-linguistic-symbiosis.ingest.md		complete	primary=kb/sources/brichau-et-al-2002-towards-linguistic-symbiosis.md; ingest=tracked; disposition=ordinary; before_file_sha256=129db4142a718da2cfed8ac73b3ac376d4cbf84632e3c0055c7fb1dfdd7cbc30; before_body_sha256=932a20cdc95b71531bf65a598701e86ea028b90cbeb953ae792def181c5f7db3; snapshot_sha256=df342492eda6e4ac9100daa9b530845293bed8f57011afc1d9b217879bbc2d5e; removed metadata-block blank-line residue
unit:kb/sources/build-systems-a-la-carte.ingest.md	unit	kb/sources/build-systems-a-la-carte.ingest.md	https://www.microsoft.com/en-us/research/wp-content/uploads/2018/03/build-systems.pdf	kb/sources/build-systems-a-la-carte.ingest.md		complete	primary=kb/sources/build-systems-a-la-carte.md; ingest=tracked; disposition=ordinary; before_file_sha256=16d1985758b3211a35a36715c9dbfb4d9055f8948377c4520f2c805ccbcd81ec; before_body_sha256=4501a02384c70e975a4d84c85f43dcc0514a21a0458726e331ed239527229b13; snapshot_sha256=bc6837dbeca9a4ecf98b217de6053a8a4cff71307b46a1bdba67d4960727c64b; removed metadata-block blank-line residue
unit:kb/sources/building-a-good-vertical-agent-2065190286519906657.ingest.md	unit	kb/sources/building-a-good-vertical-agent-2065190286519906657.ingest.md	https://x.com/BrainsAndTennis/status/2065190286519906657	kb/sources/building-a-good-vertical-agent-2065190286519906657.ingest.md		complete	primary=kb/sources/building-a-good-vertical-agent-2065190286519906657.md; ingest=tracked; disposition=ordinary; before_file_sha256=0a32fa2fb9ad4ce3db171d332efbede778dddc4e45bd8c6743b7110612d1a5bf; before_body_sha256=e9c213d77a04e578565b03106354070fc11222129682e48212247de1ba11b9c3; snapshot_sha256=2fd8d760ef0acc73ca7871b4753229416cf8331e9a63d653449695cc6d7fb16a; removed metadata-block blank-line residue
unit:kb/sources/building-a-repo-centric-modular-agent-stack-2085784422339768686.ingest.md	unit	kb/sources/building-a-repo-centric-modular-agent-stack-2085784422339768686.ingest.md	https://x.com/yoheinakajima/status/2085784422339768686	kb/sources/building-a-repo-centric-modular-agent-stack-2085784422339768686.ingest.md		complete	primary=kb/sources/building-a-repo-centric-modular-agent-stack-2085784422339768686.md; ingest=tracked; disposition=ordinary; before_file_sha256=f855f5b4875141442124806dfb6277c412a7ba956c6ac802d5d1504cf29a3922; before_body_sha256=b4e569cf34c6cb6142442081d16393967858cfcaea23e56c2aab5c0ecfe37276; snapshot_sha256=04805b533168881ab7a6d15cec499b0b397faa32e43be258b76d7c107350f074; removed metadata-block blank-line residue
unit:kb/sources/can-ai-agents-conduct-open-ended-ai-research.ingest.md	unit	kb/sources/can-ai-agents-conduct-open-ended-ai-research.ingest.md	https://cruxevals.com/crux/can-ai-agents-conduct-research/	kb/sources/can-ai-agents-conduct-open-ended-ai-research.ingest.md		complete	primary=kb/sources/can-ai-agents-conduct-open-ended-ai-research.md; ingest=tracked; disposition=ordinary; before_file_sha256=d39798ff4dc76a652ef869628e59c93d2511d131d6cb3f04468deb9d137c0846; before_body_sha256=b1f87977ee5856bbe5f6fec54c60626c8a31b4f4a68a989d660ea17e2f4dbc4a; snapshot_sha256=24132cf17ad499684f2059ccff4dccc6ecd8d3959a7e728b01589352a124b628; removed metadata-block blank-line residue; removed domains-line blank-line residue
unit:kb/sources/can-llm-agents-infer-world-models-agentic-automata-learning.ingest.md	unit	kb/sources/can-llm-agents-infer-world-models-agentic-automata-learning.ingest.md	https://arxiv.org/pdf/2606.16576	kb/sources/can-llm-agents-infer-world-models-agentic-automata-learning.ingest.md		complete	primary=kb/sources/can-llm-agents-infer-world-models-agentic-automata-learning.md; ingest=tracked; disposition=ordinary; before_file_sha256=336e918e1cd38795389afaffad9f055cf32e37f45c9246bde3c7fe8fb83ec0cf; before_body_sha256=e7426af9ed7180dbe5806587a6e98e21b79f0890b60410ad7d230511397fad4b; snapshot_sha256=3ceb9962a2dfcf259396baf2498f4e08a8c4f844780d5bbd6c97c4dd28ba75b2; removed metadata-block blank-line residue
unit:kb/sources/can-llms-perform-deep-technical-comprehension.ingest.md	unit	kb/sources/can-llms-perform-deep-technical-comprehension.ingest.md	https://arxiv.org/abs/2607.11859	kb/sources/can-llms-perform-deep-technical-comprehension.ingest.md		complete	primary=kb/sources/can-llms-perform-deep-technical-comprehension.md; ingest=tracked; disposition=ordinary; before_file_sha256=e3208aded87d81d1c1ac36ecac96e224bf39b22561fa12b328931d275d8a6ebb; before_body_sha256=a9fbc859dc4e55154bad8421f07c8c2a5551b6f3346e8be8652df91834aba27e; snapshot_sha256=2c76c89f8311859973099707a475550c50f336c8c362926dcdebcde94ad8eea9; removed metadata-block blank-line residue
unit:kb/sources/causal-inference-using-invariant-prediction.ingest.md	unit	kb/sources/causal-inference-using-invariant-prediction.ingest.md	https://arxiv.org/abs/1501.01332	kb/sources/causal-inference-using-invariant-prediction.ingest.md		complete	primary=kb/sources/causal-inference-using-invariant-prediction.md; ingest=tracked; disposition=ordinary; before_file_sha256=ad0cb8780109535bab369c8fe9ed3c44ba35f3cb0dd1d7a8e8e521dad79e66d7; before_body_sha256=b828e7cf57dfe9f899c404aecde81ce4510a72e0c970706b53350d9923eb481f; snapshot_sha256=b59816fe93710bfdaedc94306ff6a127ed1c6c4961b100bc735371bac9343c27; removed metadata-block blank-line residue
unit:kb/sources/causal-learn-causal-discovery-in-python.ingest.md	unit	kb/sources/causal-learn-causal-discovery-in-python.ingest.md	https://arxiv.org/abs/2307.16405	kb/sources/causal-learn-causal-discovery-in-python.ingest.md		complete	primary=kb/sources/causal-learn-causal-discovery-in-python.md; ingest=tracked; disposition=ordinary; before_file_sha256=4c5cab7500d5f9b3f58275d0b670a59446b3e9a4d6a6b2d5979ae4ab26fe7fa1; before_body_sha256=22c290806c7ba4a2e20a80839c6edf9e79a009ac5a4461bf446164ee472f1486; snapshot_sha256=24949c68e81336636e8db27e8e67aeb210754100cb3fe6d50dca3d0de44aa8e9; removed metadata-block blank-line residue
unit:kb/sources/cedar-grpo-process-aware-rl-abductive-reasoning.ingest.md	unit	kb/sources/cedar-grpo-process-aware-rl-abductive-reasoning.ingest.md	https://arxiv.org/abs/2608.14791	kb/sources/cedar-grpo-process-aware-rl-abductive-reasoning.ingest.md		complete	primary=kb/sources/cedar-grpo-process-aware-rl-abductive-reasoning.md; ingest=tracked; disposition=ordinary; before_file_sha256=15bb64946ea1bfe4a9e1c58c050732d3902c6655105d6ee99bfe06b9d5053c78; before_body_sha256=7794d9f6edf74012bf8b166c18794e9761ce27ea78f172e45f221972599278ba; snapshot_sha256=1172425bb9ea3bf77cb16e8cdcb93ad9a14c34d6489b38ba4ac001c571364a49; removed metadata-block blank-line residue
unit:kb/sources/circling-back-clearing-up-myths-about-the-deming-cycle.ingest.md	unit	kb/sources/circling-back-clearing-up-myths-about-the-deming-cycle.ingest.md	https://qicentral.rcpch.ac.uk/wp-content/uploads/sites/9/2021/10/Moen-and-Norman-on-Deming-circling-back-ph556x.pdf	kb/sources/circling-back-clearing-up-myths-about-the-deming-cycle.ingest.md		complete	primary=kb/sources/circling-back-clearing-up-myths-about-the-deming-cycle.md; ingest=tracked; disposition=ordinary; before_file_sha256=6193dc8d269adfe2d4bc5cad57d0d2c865d5f7cdf0a99e197de3d5cece2547ea; before_body_sha256=9aa7600bd8433e7ed7ec64abccc55f4b7d3518e9c58ffa93b4bddfcc7fc1cde6; snapshot_sha256=d59b81096e3e048f21ff9fec2d92014d4a82799ab6e798b6aeebbff263a81860; removed metadata-block blank-line residue
unit:kb/sources/claude-code-dynamic-workflows-docs.ingest.md	unit	kb/sources/claude-code-dynamic-workflows-docs.ingest.md	https://code.claude.com/docs/en/workflows	kb/sources/claude-code-dynamic-workflows-docs.ingest.md		complete	primary=kb/sources/claude-code-dynamic-workflows-docs.md; ingest=tracked; disposition=ordinary; before_file_sha256=aa60891dc61e7f989333f2bf760e6c89ccae26f06814d0396c6a19f7174cb93a; before_body_sha256=40324c6f94033b7e36b746b62d018f1976f31a31b8910eb0e12535f21dffa8bf; snapshot_sha256=0e0d13fb475b5dadf7cc57f5b1da9534329db9958a62ae6f9802fa19e5d765d3; removed metadata-block blank-line residue
unit:kb/sources/claude-obsidian-second-brain-guide-2068306794116501544.ingest.md	unit	kb/sources/claude-obsidian-second-brain-guide-2068306794116501544.ingest.md	https://x.com/undefinedKi/status/2068306794116501544	kb/sources/claude-obsidian-second-brain-guide-2068306794116501544.ingest.md		complete	primary=kb/sources/claude-obsidian-second-brain-guide-2068306794116501544.md; ingest=tracked; disposition=ordinary; before_file_sha256=3115f933b98c1ef621ea89b40a852a0ae6f9f6f86dfaa9a6202dfb0089623b4a; before_body_sha256=4c03a2bbf7539e80f96b930c8dc80fd768972beb48175c4bdf9bddeb09a8f210; snapshot_sha256=f87e7ba5c864b79e9020844ac00de938654142a82d9195e96a971ee4ef26194b; removed metadata-block blank-line residue
