check,warn_count,info_count,clean_count,sample_note,sample_finding
Grounding / domain coverage — Finzi et al.,1,0,0,codification-and-relaxing-navigate-the-bitter-lesson-boundary.md,"The note claims ""High-epiplexity regularities are genuinely structural — codifying them is safer because they reflect real patterns, not artefacts of the observer's computational budget."" The epiplexity paper defines epiplexity as learnable structure extractable by a computationally bounded observer. But it does not address codification, safety of encoding patterns, or the distinction between arithmetic-regime and vision-feature specs. The note's inference chain — high epiplexity means genuinely structural, therefore safer to codify — bridges two domains that the source does not connect. Epiplexity measures extractable structure in data for a given computational budget; it does not predict whether extracted structure will survive scaling by a different, more powerful observer. A high-epiplexity pattern (learnable at current compute) could still be a vision feature that a larger-compute observer would supersede with a better decomposition. The note presents this as if the source grounds the codification-safety claim, but the source grounds only the ""genuinely structural vs artefact"" distinction within a fixed computational bound."
Grounding / scope mismatch — Ebrahimi et al.,1,0,0,codification-and-relaxing-navigate-the-bitter-lesson-boundary.md,"The note claims that the induction bias results show ""codification bets in the arithmetic regime are not merely safe-for-now; the step-by-step structure that codification encodes is the kind of regularity that persists under scaling."" The source studies data efficiency of architectural induction bias (recurrent vs transformer) on synthetic algebraic state-tracking tasks (modular addition, permutation composition) using small fixed-size models. It does not test whether the advantage persists under model scaling (more layers, larger dimensions), and the authors explicitly acknowledge this limitation. The note's upgrade from ""architectural induction bias is efficient for algebraic tasks at tested scales"" to ""codification bets persist under scaling"" is the note's own inference, not an attribution. The ingest file's limitations section specifically flags this: ""this leaves open the possibility that the data-efficiency gap narrows with scale — which would be exactly the bitter lesson's prediction."""
Grounding alignment — affordance table,1,0,0,claim-notes-should-use-toulmin-derived-sections-for-structured-argument.md,"The note claims ""Types mark affordances lists `claim` affordances as: verify, gather evidence, challenge, use as assumption"" and attributes this to the linked note `instructions-are-typed-callables.md`. That note does not contain an affordance table with those four operations. It mentions that ""a `structured-claim` affords verification"" in passing and has a skill-signature table (ingest, connect, validate, convert), but no enumeration of claim-specific affordances. The four operations (verify, gather evidence, challenge, use as assumption) appear to be the reviewed note's own inference, not an attribution from the source. This makes one of the ""three independent threads"" of evidence weaker than presented — the thread is the note's own analysis, not something the source arrived at independently."
Grounding alignment — link semantics as warrants,1,0,0,claim-notes-should-use-toulmin-derived-sections-for-structured-argument.md,"The note states ""Link semantics using 'since' and 'because' encode warrants"" (Evidence item 1), attributing this to the title-as-claim note. The title-as-claim note describes ""since"" and ""because"" as link semantics that encode causal and foundational relationships, and separately in its Relevant Notes section describes Toulmin as ""the theory behind what this note describes."" However, the title-as-claim note's body text never uses the term ""warrant"" to describe what ""since""/""because"" encode — the warrant framing is only in the footer link annotation, which was likely written after this structured-claim note existed. The Toulmin mapping (link semantics = warrants) may be more the reviewed note's retroactive reading than something the title-as-claim note itself arrived at independently, weakening the ""three independent threads"" convergence claim."
Grounding alignment — scope mismatch,1,0,0,learning-substrates-backends-and-artifact-forms.md,"The note claims AgeMem is a ""clean example"" of the subsymbolic substrate class. The companion note (memory-management-policy-is-learnable-but-oracle-dependent.md) uses the same phrase — ""the clean weight-side case"" — but then spends an entire section (""How it stores what it learns: split substrate"") explaining that AgeMem is actually a split case with facts in a somewhat inspectable key-value store and only the policy in weights. The ""clean example"" characterization in this note overstates the simplicity that the cited source itself qualifies."
"Grounding alignment — scope of ""scoping benefits""",1,0,0,specification-level-separation-recovers-scoping-before-it-recovers-error-correction.md,"The note claims OpenProse-style systems ""recover some of the scoping benefits described in [LLM context is composed without scoping]."" The scoping note identifies several distinct benefits: isolation via sub-agents (lexical scoping), prevention of spooky action at a distance, avoidance of name collision, and the ability to reason locally. Specification-level separation as described here — naming control flow, marking discretion, externalising state into files — plausibly addresses externalisation (moving state out of the conversation) and some frame-boundary clarity, but does not provide the sub-agent isolation that the scoping note identifies as ""the one place where real isolation is achievable."" The note does not distinguish which scoping benefits are recovered and which are not, risking an overstatement of what specification-level separation delivers relative to its cited source."
Grounding – domain coverage,1,0,0,constraining-during-deployment-is-continuous-learning.md,"The note claims that developer behaviors documented in the Huang et al. study — ""developers iteratively refine prompts, tools, and workflows based on deployment experience"" — constitute ""continuous learning through constraining."" But the ingest note for that source explicitly warns: ""Strategies described, not evaluated"" and ""Single 45-minute observation window."" The study captures cross-sectional snapshots of developer practices, not longitudinal evidence of durable capacity change accumulating over time. Simon's definition requires ""more or less permanent change in capacity"" — a single observation session cannot establish permanence. The note treats ""developers do X"" as evidence for ""X is continuous learning,"" but the cited source does not actually show the accumulation or persistence of the artifacts it describes. The inference from observed behavior to continuous learning is plausible but unsupported by the cited evidence specifically."
Grounding — scope mismatch,1,1,0,link-contracts-framework.md,"The intro says ""See agents-navigate-by-deciding-what-to-read-next and two-kinds-of-navigation for the distilled observations."" This implies those two notes are distillations of this source material. However, the relationship is looser than that. agents-navigate-by-deciding-what-to-read-next develops an independent argument about pointer context and navigation cost that goes well beyond this note's framework (it covers skills, search tools, index entries, and frontmatter descriptions — none of which appear here). two-kinds-of-navigation distinguishes local vs long-range navigation, a distinction this note does not make. The distilled notes are not distillations of this source; they are independent arguments that share thematic overlap. The attribution overstates the derivation relationship."
grounding-alignment,1,2,3,files-not-database.md,"The note claims Cludebot's techniques ""can all be implemented over files"" — specifically ""typed link semantics, contradiction surfacing, staleness decay."" The source (what-cludebot-teaches-us.md) supports this for typed link semantics and contradiction surfacing, describing both as prompt/convention changes. However, the same source places **graph-based retrieval** and **co-retrieval reinforcement** in a ""watch for as the KB grows"" category, noting graph traversal ""could outperform flat search"" at 1000+ notes and co-retrieval reinforcement needs retrieval logging infrastructure. The note cherry-picks three transferable techniques and claims via ""can all be implemented over files"" that the valuable patterns transfer wholesale, while the source itself identifies techniques that may not transfer to files at scale. The word ""all"" overstates the source."
Grounding alignment — domain coverage,2,1,0,spec-mining-as-codification.md,"The note attributes a specific workflow to the Lopopolo source: ""20% of engineering time (Fridays) went to manually cleaning 'AI slop' — observing failure patterns. The team then codified those observations into structural tests and linter rules whose error messages teach the fix, and finally automated the observation step itself with background cleanup agents that scan for drift and open refactoring PRs."" The source does describe these elements (entropy management, structural tests, linter error messages as remediation, background cleanup agents). However, the source does not frame this as ""spec mining"" or as an extraction-from-observed-behavior loop. The source frames it as entropy management and harness engineering — designing constraints, enforcing architecture, and automating cleanup. The note interprets the Codex team's practice through the spec-mining lens, which is a reasonable inference but not an attribution. A reader could mistake this for the source's own framing. The note says ""documents this workflow"" which implies the source describes the spec-mining pattern; in fact, the source describes practices that the note reinterprets as spec mining."
Completeness — boundary case,2,2,0,human-writing-structures-transfer-to-llms-because-failure-modes-overlap.md,"The note proposes the methodology: ""evaluate the specific arguments for why a structure helps humans, and check whether each argument applies to LLMs."" The simplest boundary case is a structure that helps humans for reasons that have no LLM analog — e.g., methods sections in scientific papers enable reproducibility (the note mentions this). But a harder boundary case sits between the enumerated items: structures that help humans via social/institutional mechanisms (peer review conventions, legal brief format enforced by courts, academic citation norms). These exist because of institutional accountability, not cognitive failure prevention. The note frames all human writing structures as evolving to prevent reasoning failures, but many evolved to satisfy institutional requirements. This category is not covered, and the per-convention evaluation methodology would need to account for it."
Grounding — domain coverage,3,0,0,document-types-should-be-verifiable.md,"The note claims ""Type assignment is itself a case of storing an LLM output as constraining"" and links to `storing-llm-outputs-is-constraining.md`. That source is about storing generated artifacts (code, documents, configuration) — the output of an LLM generation task. Type assignment is a classification decision, not a generation task; the ""output"" being stored is a label, not a document. The source's framework (resolving semantic underspecification + freezing against indeterminism) does apply, but the source develops its argument entirely around generated artifacts, not metadata labels. The note is extending the source's domain from ""storing generated content"" to ""storing classification decisions,"" which is a reasonable inference but not directly grounded by the source."
grounding,3,3,7,agent-context-is-constrained-by-soft-degradation-not-hard-token-limits.md,"The note claims ""ConvexBench shows complexity-driven collapse at low token counts — compositional depth, not volume, was the bottleneck."" The source (Liu et al., 2026) studies whether LLMs can recognize convexity in deeply composed symbolic functions — a formal mathematical verification task with mechanically verifiable answers. The note uses this to ground a general claim about LLM context complexity, but ConvexBench measures compositional reasoning over symbolic expressions (parenthesized function compositions), not the kind of complexity practitioners encounter in agent contexts (competing instructions, scope leakage, underspecified natural-language tasks). The domain of the source (symbolic mathematical verification) is narrower than the domain of the claim (general agent context complexity). The transfer is plausible but not established by the source itself."
Grounding alignment,4,8,18,agentic-systems-interpret-underspecified-instructions.md,"Ma et al. cited as ""strongest empirical evidence for the two-phenomena separation"" but the paper does not frame itself in terms of separating underspecification from indeterminism. Ma et al. study *prompt stability* — whether semantically equivalent but differently phrased prompts produce different outputs. The note maps this onto its own framework (""isolating underspecification (which interpretation?) from indeterminism (which run?)""), but the paper's actual finding is that emotion/personality variations cause performance changes, which could equally be read as interpreter failure (the sibling note interpretation-errors-are-failures-of-the-interpreter.md already cites the same paper as evidence for *interpretation errors*, not underspecification). The note's two-phenomena framing treats prompt sensitivity as evidence for underspecification, but a competing reading is that the spec is fully specified (same functional requirements) and the LLM is simply responding incorrectly to irrelevant stylistic cues — a failure of the interpreter, not ambiguity in the spec. The paper itself does not adjudicate between these readings."
completeness,6,9,2,agent-context-is-constrained-by-soft-degradation-not-hard-token-limits.md,"The note claims the soft bound operates across exactly ""two dimensions"" — volume and complexity — framing this as a complete decomposition. But a boundary case exists that fits neither cleanly: **information arrangement** (position effects). The ""lost in the middle"" finding is cited under volume, but position effects are not about how many tokens there are — they occur at fixed token counts by rearranging content. The note's own Benchmarker subsection acknowledges ""information arrangement"" as a factor that shifts the soft bound, but the two-dimensions framework has no slot for it. Position effects could be forced into ""complexity"" (arrangement changes how hard the tokens are to use), but the note defines complexity as ""compositional depth"" and ""interpretation overhead,"" not spatial layout. This is a gap in the enumeration: a factor the note itself names as relevant but that the framework doesn't cleanly accommodate."
Grounding,16,16,61,agent-statelessness-makes-routing-architectural-not-learned.md,"The note claims ""The [methodology enforcement] gradient describes practices hardening from instruction -> skill -> hook -> script. The *practices* mature. The *agent* stays exactly as raw as it was on day one. This asymmetry is the core of the note: the system learns, the agent doesn't."" The methodology-enforcement note actually describes a constraining gradient for enforcement reliability, not a learning process of the system. The source note explicitly frames it as ""constraining"" — reducing semantic underspecification and execution indeterminism. Calling this ""the system learns"" is a vocabulary mismatch: the source never uses ""learns"" or ""learning"" in this sense. The inference (constraining = a form of system learning) is plausible but is the note's own move, not something grounded in the source."
Completeness,53,59,9,agent-statelessness-makes-routing-architectural-not-learned.md,"The five-level loading hierarchy (CLAUDE.md -> skill descriptions -> skill bodies -> type templates -> methodology notes) omits conversation history / chat context as a loading layer. In practice, the agent's context includes prior turns, tool outputs, and user-provided instructions within the session. These are not routed through the hierarchy but occupy context and influence behavior. The hierarchy claims to be ""our concrete progressive disclosure system"" but describes only pre-authored layers, not runtime-accumulated context. This is a boundary case that sits between the enumerated items."
