note,warn_count,info_count,top_warning_checks,sample_warning
constraining-and-distillation-both-trade-generality-for-reliability-speed-and-cost.md,0,0,,
constraining-during-deployment-is-continuous-learning.md,0,0,,
context-efficiency-is-the-central-design-concern-in-agent-systems.md,0,0,,
continuous-learning-requires-durability-not-weight-updates.md,0,0,,
deploy-time-learning-is-agile-for-human-ai-systems.md,0,0,,
deterministic-validation-should-be-a-script.md,0,0,,
directory-scoped-types-are-cheaper-than-global-types.md,0,0,,
distillation-status-determines-directory-placement.md,0,0,,
distilled-artifacts-need-source-tracking-at-the-source.md,0,0,,
document-classification.md,0,0,,
effective-context-is-task-relative-and-complexity-relative-not-a-fixed-model-constant.md,0,0,,
enforcement-without-structured-recovery-is-incomplete.md,0,0,,
entropy-management-must-scale-with-generation-throughput.md,0,0,,
ephemeral-computation-prevents-accumulation.md,0,0,,
error-correction-works-above-chance-oracles-with-decorrelated-checks.md,0,0,,
evaluation-automation-is-phase-gated-by-comprehension.md,0,0,,
evolving-understanding-needs-re-distillation-not-composition.md,0,0,,
first-principles-reasoning-selects-for-explanatory-reach-over-adaptive-fit.md,0,0,,
frontloading-spares-execution-context.md,0,0,,
human-writing-structures-transfer-to-llms-because-failure-modes-overlap.md,0,0,,
in-context-learning-presupposes-context-engineering.md,0,0,,
indirection-is-costly-in-llm-instructions.md,0,0,,
information-value-is-observer-relative.md,0,0,,
inspectable-substrate-not-supervision-defeats-the-blackbox-problem.md,0,0,,
instruction-specificity-should-match-loading-frequency.md,0,0,,
instructions-are-skills-without-automatic-routing.md,0,0,,
kb-goals-in-always-loaded-context-guide-inclusion-decisions.md,0,0,,
knowledge-storage-does-not-imply-contextual-activation.md,0,0,,
legal-drafting-solves-the-same-problem-as-context-engineering.md,0,0,,
link-graph-plus-timestamps-enables-make-like-staleness-detection.md,0,0,,
link-strength-is-encoded-in-position-and-prose.md,0,0,,
llm-context-is-a-homoiconic-medium.md,0,0,,
maintenance-operations-catalogue-should-stage-distillation-into-instructions.md,0,0,,
mechanistic-constraints-make-popperian-kb-recommendations-actionable.md,0,0,,
memory-management-policy-is-learnable-but-oracle-dependent.md,0,0,,
methodology-enforcement-is-constraining.md,0,0,,
periodic-kb-hygiene-should-be-externally-triggered-not-embedded-in-routing.md,0,0,,
process-structure-and-output-structure-are-independent-levers.md,0,0,,
prompt-ablation-converts-human-insight-to-deployable-framing.md,0,0,,
rlm-has-the-model-write-ephemeral-orchestrators-over-sub-agents.md,0,0,,
scheduler-llm-separation-exploits-an-error-correction-asymmetry.md,0,0,,
semantic-review-catches-content-errors-that-structural-validation-cannot.md,0,0,,
silent-disambiguation-is-the-semantic-analogue-of-tool-fallback.md,0,0,,
skills-derive-from-methodology-through-distillation.md,0,0,,
spec-mining-as-codification.md,0,0,,
specification-level-separation-recovers-scoping-before-it-recovers-error-correction.md,0,0,,
specification-strategy-should-follow-where-understanding-lives.md,0,0,,
stale-indexes-are-worse-than-no-indexes.md,0,0,,
stateful-tools-recover-control-by-becoming-hidden-schedulers.md,0,0,,
substrate-class-backend-and-artifact-form-are-separate-axes-that-get-conflated.md,0,0,,
synthesis-is-not-error-correction.md,0,0,,
systematic-prompt-variation-serves-verification-and-diagnosis-not-explanatory-reach-testing.md,0,0,,
the-augmentation-automation-boundary-is-discrimination-not-accuracy.md,0,0,,
the-chat-history-model-trades-context-efficiency-for-implementation-simplicity.md,0,0,,
title-as-claim-enables-traversal-as-reasoning.md,0,0,,
title-as-claim-exposes-commitments-enabling-popperian-maintenance.md,0,0,,
traditional-debugging-intuitions-break-when-tool-loops-can-recover-semantically.md,0,0,,
two-context-boundaries-govern-collection-operations.md,0,0,,
type-system-enforces-metadata-that-navigation-depends-on.md,0,0,,
types-give-agents-structural-hints-before-opening-documents.md,0,0,,
unified-calling-conventions-enable-bidirectional-refactoring.md,0,0,,
unit-testing-llm-instructions-requires-mocking-the-tool-boundary.md,0,0,,
writing-styles-are-strategies-for-managing-underspecification.md,0,0,,
