note,review_type,level,note_warn_count,check_warn_count,check,finding
agentic-systems-interpret-underspecified-instructions.md,semantic-review,WARN,3,53,Completeness,"The two-phenomena model claims to identify the ways ""LLM-based systems differ from traditional programs."" Boundary case: a traditional program given an ambiguous configuration file (e.g., a YAML config with a field that could be interpreted multiple ways) also faces semantic underspecification, and a traditional program using randomized algorithms also exhibits execution indeterminism. The note's implicit claim is that these phenomena are *characteristic* of LLM systems in a way they are not of traditional ones, but the note defines both phenomena in terms that are not exclusive to LLMs. The note partially addresses this by saying underspecification is ""a property of the specification language itself"" — but traditional systems also accept natural language specs (requirements documents) and face the same issue. What is distinctive is that LLMs operate *at runtime* on underspecified specs, whereas traditional systems resolve ambiguity at design time. The note gestures at this but never makes the temporal distinction explicit."
automated-tests-for-text.md,semantic-review,WARN,3,53,Completeness,"The three-level pyramid (Deterministic / LLM rubric / Corpus compatibility) is presented as a test pyramid analogy to software testing, but the analogy is structurally incomplete. A software test pyramid has unit/integration/E2E levels distinguished by scope and cost. The note's three levels mix the basis of distinction: ""deterministic"" is defined by check method (can it be automated without an LLM?), ""LLM rubric"" is defined by executor (needs an LLM), and ""corpus compatibility"" is defined by scope (cross-document). These are three different axes, not three levels of a single pyramid dimension. A deterministic corpus-wide check (e.g., global terminology consistency via grep) would sit at level 1 by method but level 3 by scope. The pyramid framing implies a single ordering dimension (cheap-to-expensive, narrow-to-wide) but the actual items don't consistently track one dimension."
automated-tests-for-text.md,semantic-review,WARN,3,53,Completeness,"The claim ""the pyramid above is all artifact testing"" excludes prompt testing from the pyramid, but the note's own linked source (storing-llm-outputs-is-constraining.md) explicitly describes prompt testing and artifact testing as ""complementary strategies"" and says ""Prompt testing tells you the distribution is worth sampling from. Artifact testing is the filter that makes a high-variance distribution usable."" The note acknowledges the distinction exists but offers no pyramid-equivalent framework for prompt testing. Boundary case: a test that runs the same writing instruction 5 times and checks variance across outputs. This is prompt testing, not artifact testing, and the pyramid has no place for it. The note flags the gap but doesn't resolve it, which leaves the ""test pyramid for text"" incomplete as a framework — it covers only half the testing surface identified by its own linked sources."
bitter-lesson-boundary.md,semantic-review,WARN,3,53,Completeness,"The confidence signals table enumerates three signals (specifiability, definition-vs-proxy, local-vs-compositional failures), but the note itself deploys a fourth signal — the **chess hybrid analysis** — that does not map cleanly to any single row. The chess example distinguishes ""rules"" from ""strategy"" within one system by asking whether a component is *algorithmically determined* (move generation from rules) vs. *judgment-dependent* (evaluation of positions). This ""algorithmically determined vs. judgment-dependent"" distinction is related to but not identical with the three table rows. A reader trying to apply the table to classify a new system would lack guidance on how to handle components that are fully specifiable (row 1 says arithmetic) yet computationally intractable (like NP-hard optimization, which the note itself acknowledges has fully specified objectives but learned solution methods). The table's three signals are presented as the confidence framework, but the note's own examples exceed it."
bitter-lesson-boundary.md,semantic-review,WARN,3,53,Completeness,"The note's central dichotomy is ""spec IS the problem"" vs. ""spec is a theory about the problem."" But the note does not address cases where the **spec is correct but incomplete** — where there is no gap between spec and problem for the specified portion, but the spec only covers part of the problem. Database schema validation is an example: the schema perfectly specifies structural constraints (arithmetic regime), but ""is this data correct?"" requires judgment beyond the schema (vision-feature regime). The note's chess example approaches this (rules are complete for legality, incomplete for quality of play), but the confidence signals table doesn't capture the ""correct but incomplete spec"" case as distinct from ""spec is a theory."" A spec that is genuinely the problem for its scope but insufficient in scope is different from a spec that is a theory about the whole problem."
capability-placement-should-follow-autonomy-readiness.md,semantic-review,WARN,3,53,Completeness,"The three-tier decision rule uses ""autonomy readiness"" as its single organizing variable, but the linked parent note (agents-md-should-be-organized-as-a-control-plane.md) uses a two-variable model: loading frequency x failure cost. A capability could be autonomy-ready yet have low loading frequency (rarely needed), or not autonomy-ready yet have high failure cost (dangerous if the agent improvises instead of following a procedure). The note does not address how autonomy readiness interacts with these two variables. Boundary case: a capability that is safe for autonomous execution but only used once a quarter -- the decision rule says ""promote to skill,"" but the control-plane note's logic says ""occasional -> operations catalogue."" The two frameworks give conflicting placement advice for this case."
capability-placement-should-follow-autonomy-readiness.md,semantic-review,WARN,3,53,Completeness,"The decision rule's middle tier (""Reusable but not autonomous-ready -> keep as instruction"") conflates two different reasons a capability might not be autonomous-ready: (a) the procedure itself is unstable or still being refined, and (b) the procedure is stable but requires human judgment at decision points. These have different implications -- (a) should mature toward autonomy, (b) may permanently require human steering. The note treats autonomy readiness as a temporary property on a migration path, but some capabilities may be structurally non-autonomous. Boundary case: a ""delete and restructure a note cluster"" operation that is well-understood but always requires human taste -- the migration path implies it should eventually become a skill, but it may never be safe to automate."
constraining-and-distillation-both-trade-generality-for-reliability-speed-and-cost.md,semantic-review,WARN,3,53,Completeness,"The note claims reliability, speed, and cost ""move together because the substrate changes"" (claim 4), but this causal explanation is specific to the calculator/codification case. The note itself provides a counter-pattern two paragraphs later: ""Constraining short of codification (storing outputs, writing conventions) also improves reliability and speed."" In that case the substrate does NOT change -- the artifact stays in natural language. The compound gains in those cases must have a different cause (e.g. removing re-interpretation overhead), but the note offers ""substrate change"" as the general explanation. The foundation note (learning-is-not-only-about-generality.md) is more careful, saying the compound dimensions ""often improve simultaneously"" and that codification is ""the clearest example."" The reviewed note promotes the codification-specific causal mechanism to a general principle."
constraining-and-distillation-both-trade-generality-for-reliability-speed-and-cost.md,semantic-review,WARN,3,53,Completeness,"The note's distillation section claims the distilled artifact is ""narrower than the source (less generality)."" Boundary case: a distilled artifact that reorganizes and synthesizes multiple sources can sometimes INCREASE generality by revealing patterns invisible in any single source. The distillation note itself acknowledges ""Discovery -- positing an abstraction and recognizing particulars as instances of it"" elsewhere in the KB. A distillation that discovers a cross-cutting pattern is narrower in volume but potentially wider in applicability. The claim that distillation always trades generality away is a simplification."
constraining-during-deployment-is-continuous-learning.md,semantic-review,WARN,3,53,Completeness,"""The extractable, testable subset that constraining handles covers most of what deployed systems need"" (para 6) is a strong quantitative claim (""most"") with no grounding. No cited source supports a proportion estimate. The developer study (Huang et al.) documents control strategies but says nothing about what fraction of deployed-system needs those strategies cover. The note's own prior paragraph acknowledges weight-based learning handles ""distributional knowledge (style, tone, world knowledge)"" — it is not obvious this is the minority case. For a style-sensitive application (marketing copy, creative writing, brand voice), distributional knowledge may be the majority of what the deployed system needs. This claim would benefit from either qualification (""covers a substantial share"") or evidence."
constraining-during-deployment-is-continuous-learning.md,semantic-review,WARN,3,53,Completeness,"The note lists the artifact forms that constitute constraining during deployment as ""prompts, schemas, evals, tools, and deterministic code"" (para 1), and later adds ""agent memory systems (Claude's memory files, Cursor rules, AGENTS.md conventions)"" (para 5). Boundary case: **retrieval-augmented generation (RAG) knowledge bases** — adding documents to a retrieval corpus durably changes the system's behavior distribution during deployment, is inspectable and rollbackable, and is arguably the most widespread form of deploy-time adaptation. RAG document curation does not clearly map to ""constraining"" as defined in the constraining.md foundation note (which defines constraining as narrowing the interpretation space). Adding a new document to a RAG corpus *expands* what the system can answer — it is accumulation, not narrowing. If RAG is excluded, the note's claim that constraining covers ""most of what deployed systems need"" becomes harder to sustain, since RAG-based adaptation is extremely common. If RAG is included, the note's use of ""constraining"" drifts from the foundation note's definition."
constraining.md,semantic-review,WARN,3,53,Completeness,"The constraining spectrum table lists five rows (store output, write description, create convention, add structured sections, extract deterministic function) but the note says ""constraining is a gradient, not a single operation."" The table presents discrete steps without acknowledging cases that sit between them. Specifically: **renaming a file to follow a naming convention** is both ""creating a convention"" and ""storing an output"" (the name is a committed interpretation). **Adding an eval or test harness** constrains behavior significantly (the linked note on methodology-enforcement-is-constraining.md covers hooks, which occupy exactly this middle ground) but does not appear in the spectrum table. The table reads as illustrative rather than exhaustive, but the absence of any qualifier (""e.g.,"" ""such as,"" ""key steps include"") makes it look like a complete enumeration. The linked underspecification note's own constraining discussion includes prompt restructuring and evals, which this note's spectrum table omits."
constraining.md,semantic-review,WARN,3,53,Completeness,"The note claims constraining and distillation are ""the two co-equal learning mechanisms"" (opening line). This is a scope claim (""two"" implies completeness). Boundary case: **pruning** (removing outdated or wrong artifacts from the KB) is a learning operation — the system's behavior changes because knowledge is removed. Pruning is neither distillation (no extraction/compression) nor constraining (no narrowing of interpretation space on a spec). It is closer to ""forgetting"" or ""unlearning."" The methodology-enforcement note itself observes that ""removals (23) and section deletions (2)"" occur, changing system behavior. If pruning is a third mechanism, the ""two co-equal"" framing is incomplete. If pruning is subsumed under one of the two, the note should explain how."
continuous-learning-requires-durability-not-weight-updates.md,semantic-review,WARN,3,53,Completeness,"The note claims ""the important boundary is ephemeral vs durable, not weights vs not-weights"" and that durability is ""the only thing the definition requires."" But Simon's definition says ""more or less permanent change in its capacity for adapting to its environment."" The note operationalizes ""permanent"" as ""durable"" and drops ""capacity for adapting to its environment."" A durable artifact that persists but never actually changes behavior (e.g., a tip that is stored but never retrieved, or a schema that is committed but never loaded into context) satisfies the note's durability criterion but not Simon's full definition. The note acknowledges ""later behavior depends on it"" in paragraph 3 but the title claim and boundary claim (claim 9) reduce the requirement to durability alone. The gap between ""durable"" and ""durable AND causally active"" is elided."
continuous-learning-requires-durability-not-weight-updates.md,semantic-review,WARN,3,53,Completeness,"The enumeration of ""two learning substrates"" (claim 11: weight updates and symbolic artifacts) omits at least one plausible boundary case: learned retrieval/routing configurations that are neither weight updates nor symbolic artifacts in the note's sense. A system that learns to rank documents differently by updating an index or retraining an embedding model has made a durable capacity change, but the result is a hybrid -- it's not an inspectable symbolic artifact and it's not a change to the primary model's weights. The linked note ""Learning substrates, backends, and artifact forms"" actually handles this more carefully by distinguishing ""subsymbolic substrate"" from ""symbolic artifact substrate,"" but the reviewed note's phrasing (""weight updates and symbolic artifacts are two learning substrates"") presents these as exhaustive without qualification."
document-types-should-be-verifiable.md,semantic-review,WARN,3,53,Completeness,"The base types table lists four types: `note`, `spec`, `review`, `index`. But the companion spec (document-classification.md) lists seven: `text`, `note`, `spec`, `review`, `index`, `adr`, `structured-claim`. The note itself later mentions `structured-claim` in the body (""What it called 'insight' becomes `structured-claim`..."") but never adds it to the base types table. A reader relying on the table as the definitive enumeration would miss `text`, `adr`, and `structured-claim` as base types. Since the note presents the table as the solution to the flat-types problem (""Instead of a flat enum, use a base type plus traits""), this looks like an incomplete enumeration rather than a deliberate simplification."
document-types-should-be-verifiable.md,semantic-review,WARN,3,53,Completeness,"The verifiability gradient (Section: The verifiability gradient) references a link to `deploy-time-learning-the-missing-middle.md` with the anchor text ""verifiability gradient,"" suggesting the concept originates there. However, the deploy-time-learning note's verifiability gradient is about grades of artifact hardening (restructured prompts -> structured output schemas -> prompt tests/evals -> deterministic modules). The note's verifiability gradient is about document type maturation (untyped note -> traits accumulate -> base type promoted). These are different gradients applied to different domains. The note frames its gradient as continuous with the deploy-time-learning gradient (""This connects to the verifiability gradient""), but the mapping is loose: document type promotion does not correspond to any specific grade in the deploy-time-learning table. The link implies tighter alignment than the sources support."
ephemeral-computation-prevents-accumulation.md,semantic-review,WARN,3,53,Completeness,"The binary fork (""keep the artifacts or discard them"") omits a significant intermediate: systems that generate artifacts, use them, and then selectively persist some while discarding others within a single run. The note acknowledges this later (""Most practical systems sit somewhere between"") but the opening framing in ""The fork"" section presents it as a clean binary: ""Systems that generate artifacts face a fork: keep the artifacts or discard them. The choice determines whether the system can learn across runs."" The spectrum acknowledgment in ""Ephemerality as anti-codification"" partially rescues this, but the title claim and opening paragraph both assert a binary that the body then softens. A reader who stops at ""The fork"" section gets a stronger claim than the note actually defends."
ephemeral-computation-prevents-accumulation.md,semantic-review,WARN,3,53,Completeness,"The three benefits of ephemerality (""No approval problem,"" ""No state management,"" ""No maintenance burden"") are introduced under a precondition that is easy to miss: ""restricting them to pure computation (no side effects)."" The benefits enumeration conflates two independent choices: (1) ephemeral vs. persistent artifacts and (2) pure computation vs. side-effecting computation. A system could persist artifacts that are pure computations (getting the maintenance burden but not the approval problem), or run ephemeral side-effecting computations (getting the approval problem but not the maintenance burden). The note bundles these as though ephemerality alone buys all three, but the precondition ""combined with restricting them to pure computation"" is doing significant load-bearing work that the enumeration items don't individually acknowledge."
human-writing-structures-transfer-to-llms-because-failure-modes-overlap.md,semantic-review,WARN,3,53,Completeness,"The note enumerates three LLM failure modes that overlap with human ones: ""they get distracted by irrelevant context, they conflate evidence with opinion, they skip qualifications when the argument feels strong."" The Lampinen source cited does not discuss any of these three specific failure modes. Lampinen demonstrates content effects (belief bias, familiarity facilitation) on syllogisms, NLI, and Wason tasks. ""Getting distracted by irrelevant context"" is not among them — the source tests content that supports or conflicts with correct inferences, not irrelevant distractors. ""Conflating evidence with opinion"" and ""skipping qualifications"" are also absent from Lampinen. The enumeration appears to draw on general LLM intuitions rather than the cited evidence, but the note presents it as grounded in observed overlap. The source grounds a different (and arguably stronger) claim: LLMs show belief-bias effects that parallel human belief-bias effects."
learning-is-not-only-about-generality.md,semantic-review,WARN,3,53,Completeness,"The note claims ""accumulation"" is ""the most basic"" learning operation and names it alongside the scope table, but the note also uses ""discovery,"" ""constraining,"" and ""distillation"" as operations elsewhere. The note never enumerates the full set of learning operations; the word ""most basic"" implies a hierarchy of operations, but the hierarchy is only partially visible. A reader could mistake accumulation as the *only* operation discussed under generality, when in fact the scope table mixes accumulation (adding a typo fix, adding a connection) with what might be constraining or methodology improvement. The table rows do not all map cleanly to ""accumulation"" — ""Define structured sections for a type"" and ""Improve methodology"" look more like constraining or discovery than accumulation. If accumulation means ""adding knowledge to the store,"" then methodology improvement is not accumulation of a stored item but a change to how the system operates. The note's own framework strains here."
learning-is-not-only-about-generality.md,semantic-review,WARN,3,53,Completeness,"The compound is defined as reliability, speed, and cost, which ""tend to move together."" Boundary case: there are capacity improvements where these three dimensions diverge rather than co-move. Adding extensive validation checks improves reliability but *decreases* speed and *increases* cost. The note acknowledges the compound ""isn't exclusive to codification"" and gives conventions/caching/distilled-skills as examples, but some of those improve only one dimension (caching improves speed, not necessarily reliability or cost). The claim that the three ""often improve simultaneously"" may overstate the co-movement for non-codification cases. The compound framing works well for codification but becomes strained for the softer cases the note lists."
learning-substrates-backends-and-artifact-forms.md,semantic-review,WARN,3,53,Completeness,"The two-item substrate enumeration (subsymbolic / symbolic artifact) claims to be ""the primary split,"" but hybrid-substrate systems are not accounted for. AgeMem is described in the companion note (memory-management-policy-is-learnable-but-oracle-dependent.md) as a ""split substrate"" — facts in a symbolic store, policy in weights. The taxonomy table in this note lists AgeMem as purely ""Subsymbolic"" with backend ""Model parameters,"" which is inaccurate per the KB's own analysis. The companion note explicitly says: ""AgeMem accepts a substrate split: facts go into a memory store (somewhat inspectable key-value pairs), but the policy for managing them goes into model weights."" If the primary split is binary, hybrid cases must be addressed — either as belonging to one side, or as a third category. Currently the table forces a clean assignment that the KB's own evidence contradicts."
learning-substrates-backends-and-artifact-forms.md,semantic-review,WARN,3,53,Completeness,"The note's artifact-form list (""tips, notes, reflections, rules, prompts, schemas, tests, playbooks, ranked memories"") is presented as illustrative but uses phrasing (""many different artifact forms"") that implies broad coverage. A boundary case that strains the ""symbolic artifact"" framing: learned retrieval indexes, embedding databases, or compiled code. A vector embedding derived from symbolic artifacts is not itself inspectable in the way tips or rules are, yet it is durable and changes future behavior. If a system learns by building a FAISS index from its notes, the index is neither a subsymbolic weight nor a ""discrete, inspectable symbolic object."" The note's two-class split has no place for derived computational artifacts that lose inspectability while remaining non-parametric."
link-contracts-framework.md,semantic-review,WARN,3,53,Completeness,"The ""five questions a reader silently asks"" omit a question that the note's own content elsewhere treats as important: ""How does this relate to what I'm reading?"" The note's own ""Making link decisions obvious"" section recommends ""when to click"" language and contextual placement, which addresses the relationship between the link target and the reader's current task — a question distinct from the five listed. The five questions are framed as destination-oriented (what is it, what will it cost) but the decision also depends on the reader's current state and goal. This is arguably the most important question for an agent (""Is this relevant to my current task?""), and agents-navigate-by-deciding-what-to-read-next makes it the central concern: ""how likely is this pointer to lead somewhere relevant."" The five-question enumeration covers the target but not the reader-target fit."
link-contracts-framework.md,semantic-review,WARN,3,53,Completeness,"The link intent taxonomy lists ""Related: nearby topic, optional expansion"" as a category. However, the KB's own CLAUDE.md convention states: ""'Related' is not a relationship."" The note offers ""Related"" as a valid link intent with a real definition (""nearby topic, optional expansion""), while the broader KB convention treats it as a non-relationship. These serve different purposes (the note is about reader-facing link types; CLAUDE.md is about authoring discipline), but the tension is worth flagging since this note is positioned as reference material for the KB's own linking practices. Adopting this taxonomy as-is would conflict with the existing convention."
memory-management-policy-is-learnable-but-oracle-dependent.md,semantic-review,WARN,3,53,Completeness,"The six-operation decomposition (""Add, Update, Delete (LTM) and Retrieve, Summary, Filter (STM)"") is presented as the complete set of memory operations AgeMem uses, and the note treats them as collectively exhaustive of memory management. But the note's own framing -- ""knowing when to use them is hard"" -- implies the hard part is composition policy, not operations. The ingest file's limitations section flags that the fixed tool set may miss needed operations (""linking two memories, tagging with metadata, or creating hierarchical summaries""). The note itself never raises this limitation from within its own analysis -- a boundary case like ""link this fact to that fact"" (a relational memory operation) falls outside all six items but is central to what the KB does. The note treats the six as given without questioning whether the policy it praises could be learning a suboptimal strategy because the operation set is incomplete."
spec-mining-as-codification.md,semantic-review,WARN,3,53,Completeness,"""The calculator surface grows monotonically"" (Concrete workflow, step 5) overstates the claim. The note's own Risks section acknowledges that mined specs can encode biases or accidents, and the linked relaxing-signals note describes scenarios where mined specs must be relaxed back. If a mined spec is relaxed (removed or loosened because it encoded a vision feature), the calculator surface shrinks. The monotonicity claim holds only if no mined spec is ever reverted, which contradicts the note's own constrain/relax framing. A more precise claim would be ""the calculator surface grows monotonically net of relaxing."""
two-kinds-of-navigation.md,semantic-review,WARN,3,53,Completeness,"The note claims ""two ways to move through a knowledge base"" but the cited source (agents-navigate-by-deciding-what-to-read-next.md) identifies four pointer types: inline links, index entries, skill descriptions, and search tools. Skill descriptions are a navigation mechanism that does not fit cleanly into either ""following links"" or ""search"" as defined here -- they are more like declarative routing hints than either local traversal or keyword query. The note's own acknowledgment that ""indexes sit in between"" already concedes the binary is leaky, but skill-based navigation is a further case that falls outside the two-pole framing entirely."
two-kinds-of-navigation.md,semantic-review,WARN,3,53,Completeness,Direct access by memory/recall -- navigating to a known document by typing its path or recalling its location from a previous session -- is a common navigation mode in practice (especially for agents that accumulate session history). It involves neither following a link in context nor issuing a search query. The note's framing has no place for it.
unified-calling-conventions-enable-bidirectional-refactoring.md,semantic-review,WARN,3,53,Completeness,"The note claims unified calling makes ""each codification step"" no longer a breaking change and that ""each link can be independently refactored without disturbing the rest."" This treats the calling convention as sufficient for local refactoring, but semantic compatibility is a separate concern. If an agent returns free-form text and the codified replacement returns structured JSON, the call site may not change but the caller's downstream handling breaks. The calling convention unifies dispatch, not the contract on return values. The note's own ""typed callables"" section implicitly acknowledges this (typed inputs and outputs), but the body's claims about locality don't qualify on output-type compatibility."
unified-calling-conventions-enable-bidirectional-refactoring.md,semantic-review,WARN,3,53,Completeness,"The four-step progression (start neural, observe patterns, codify, extend via relaxing) is presented as the smooth path enabled by unified calling. Boundary case: what about the reverse entry point — starting with a symbolic tool and relaxing it to an agent? The note mentions relaxing only as ""extend via relaxing"" (step 4), which is adding new LLM capability alongside existing code. The case of wholesale replacement of a tool with an agent (the symmetric counterpart to step 3) is absent. The title claims ""bidirectional refactoring,"" but the worked example is unidirectional (neural-to-symbolic) with relaxing only as extension, not as full reversal. The underspecified-instructions note explicitly describes replacement relaxing (""rigid code is drowning in edge cases, so you swap it for an LLM call""), but this note does not demonstrate that path through the calling convention."
what-cludebot-teaches-us.md,semantic-review,WARN,3,53,Completeness,"The ""What we already have"" section enumerates 4 patterns (typed link semantics, progressive disclosure, hybrid retrieval, evidence linkage) as the set of cludebot ideas ""we've already adopted."" But cludebot also implements explicit memory typing/categorization (episodic, semantic, self-model) which maps closely to the KB's own type system (`note`, `structured-claim`, `adr`, etc.) and to the three-space model the note itself cites later. This is arguably a fifth pattern the KB already has that the note doesn't list. The omission is notable because the note references the three-space model in a later section but doesn't connect it back to the ""already have"" enumeration."
what-cludebot-teaches-us.md,semantic-review,WARN,3,53,Completeness,"The ""Worth adopting now"" section enumerates 3 techniques (active contradiction surfacing, explicit staleness decay, consolidation passes). A boundary case: cludebot's explicit memory-type-dependent behavior — where different memory types trigger different retrieval strategies and lifecycle policies — could be adopted now as type-dependent /connect behavior or type-dependent /review scheduling. The note mentions type-dependent decay rates in the staleness section, but the broader principle (type-dependent behavior across all operations, not just decay) sits between the enumerated items without being explicitly captured."
agent-statelessness-makes-routing-architectural-not-learned.md,semantic-review,WARN,3,16,Grounding,"The note claims ""The [methodology enforcement] gradient describes practices hardening from instruction -> skill -> hook -> script. The *practices* mature. The *agent* stays exactly as raw as it was on day one. This asymmetry is the core of the note: the system learns, the agent doesn't."" The methodology-enforcement note actually describes a constraining gradient for enforcement reliability, not a learning process of the system. The source note explicitly frames it as ""constraining"" — reducing semantic underspecification and execution indeterminism. Calling this ""the system learns"" is a vocabulary mismatch: the source never uses ""learns"" or ""learning"" in this sense. The inference (constraining = a form of system learning) is plausible but is the note's own move, not something grounded in the source."
automated-tests-for-text.md,semantic-review,WARN,3,16,Grounding,"The note claims ""deterministic code has no gap between instructions and output, so only output testing exists."" The linked source (programming-practices-apply-to-prompting.md) says something subtly different: ""In deterministic code there's no gap between what the code says and what it does, so you only test outputs."" The source's claim is about the gap between specification and behavior in deterministic execution. But the note rephrases this as ""instructions and output,"" which shifts the meaning — deterministic code does have a gap between the programmer's intent (the ""instructions"" in the loose sense) and what the code does; that gap is exactly what bugs are. The source's point is narrower: the code-as-specification is unambiguous, so there's no separate spec-testing concern. The note's rephrasing could mislead readers into thinking deterministic code never needs anything but output checks, which would make integration testing, contract testing, and static analysis inexplicable."
