note,review_type,level,note_warn_count,check_warn_count,check,finding
link-following-and-search-impose-different-metadata-requirements.md,frontmatter-review,INFO,0,0,claim-strength,"The claim ""link-following and search impose different metadata requirements"" is a correct structural observation but unlikely to provoke disagreement from anyone who has thought about navigation modes. It sits at the border between a specific insight and a truism. Worth monitoring if the note is ever revised -- sharpening toward the non-obvious part (e.g., that indexes must satisfy both sets of requirements simultaneously) could strengthen the title."
distillation.md,frontmatter-review,CLEAN,1,0,Claim strength,"Title is topical, not phrased as a claim. The note is definitional (term pinning) — topical titles are correct for this purpose per the exceptions list."
distillation.md,frontmatter-review,CLEAN,1,0,Description discrimination,"Description ""Definition — distillation compresses knowledge so a consumer can act on it within bounded context, making operations feasible that raw source material would exceed; co-equal learning mechanism alongside constraining"" adds mechanism (compression for bounded context), implication (feasibility, not just optimization), and positioning (co-equal with constraining). Against 5 search results for ""distillation,"" this clearly identifies the definitional note for the KB-specific sense of the term."
distillation.md,frontmatter-review,CLEAN,1,0,Title-body alignment,"Topical title ""Distillation"" promises a definitional treatment. The body delivers exactly that: a definition, relationship to context engineering, prior work survey, operational mechanics with examples, orthogonality to constraining, and ML terminology disambiguation. No scope or claim drift."
agent-context-is-constrained-by-soft-degradation-not-hard-token-limits.md,frontmatter-review,CLEAN,0,1,Title composability,"""since agent context is constrained by soft degradation, not hard token limits..."" reads naturally as a sentence fragment. The claim structure composes well in link contexts."
agentic-systems-interpret-underspecified-instructions.md,frontmatter-review,CLEAN,0,1,Title composability,"""since agentic systems interpret underspecified instructions, we designed..."" reads naturally as a sentence fragment. The title functions well as a linkable prose element."
agents-md-should-be-organized-as-a-control-plane.md,frontmatter-review,CLEAN,0,1,Title composability,"""since AGENTS.md should be organized as a control plane, we designed the routing table with three layers"" reads naturally as a sentence fragment. The title composes well in linking contexts."
agents-navigate-by-deciding-what-to-read-next.md,frontmatter-review,CLEAN,0,1,Title composability,"""since agents navigate by deciding what to read next, we designed..."" reads naturally as a sentence fragment. Works as inline link text."
bitter-lesson-boundary.md,frontmatter-review,CLEAN,0,1,Title composability,"""since the bitter lesson has a boundary, we need to identify which side each component is on"" reads naturally as a sentence fragment. Composes well in linking contexts."
capability-placement-should-follow-autonomy-readiness.md,frontmatter-review,CLEAN,0,1,Title composability,"""since capability placement should follow autonomy readiness, we designed..."" reads naturally as a linked prose fragment. The claim-as-title pattern composes well."
claim-notes-should-use-toulmin-derived-sections-for-structured-argument.md,frontmatter-review,CLEAN,0,1,Title composability,"""since claim notes should use Toulmin-derived sections for structured argument, we adopted..."" reads naturally as a sentence fragment."
codification-and-relaxing-navigate-the-bitter-lesson-boundary.md,frontmatter-review,CLEAN,0,1,Title composability,"""since codification and relaxing navigate the bitter lesson boundary, we designed..."" reads naturally as a sentence fragment. The title works as a linkable prose phrase."
constraining-and-distillation-both-trade-generality-for-reliability-speed-and-cost.md,frontmatter-review,CLEAN,0,1,Title composability,"""since constraining and distillation both trade generality for reliability, speed, and cost, we designed..."" reads as a natural sentence fragment. The title works as a linkable clause."
constraining-during-deployment-is-continuous-learning.md,frontmatter-review,CLEAN,0,1,Title composability,"""since constraining during deployment is continuous learning, we designed the KB to track artifact evolution as a learning signal"" reads naturally as a linked prose fragment."
context-efficiency-is-the-central-design-concern-in-agent-systems.md,frontmatter-review,CLEAN,0,1,Title composability,"""since context efficiency is the central design concern in agent systems, we designed the loading strategy around..."" reads naturally as a sentence fragment. No awkwardness when linked."
continuous-learning-requires-durability-not-weight-updates.md,frontmatter-review,CLEAN,0,1,Title composability,"""since continuous learning requires durability, not weight updates..."" reads naturally as a sentence fragment. The comma-separated contrast (""durability, not weight updates"") survives inline linking without grammatical friction."
document-classification.md,frontmatter-review,CLEAN,0,1,Title composability,"""Document classification"" is a bare topical title that doesn't compose as a sentence fragment (""since document classification..."" is incomplete). However, the note is type `spec` with status `current` — it is a reference specification defining a taxonomy, not a claim. Topical titles are the correct form for specs and framework definitions."
document-types-should-be-verifiable.md,frontmatter-review,CLEAN,0,1,Title composability,"""since document types should be verifiable, we designed the type system around checkable structural properties"" reads naturally as a sentence fragment. No awkward grammar when linked."
ephemeral-computation-prevents-accumulation.md,frontmatter-review,CLEAN,0,1,Title composability,"""since ephemeral computation prevents accumulation, we designed the persistence layer to..."" reads naturally as a sentence fragment. The title works as a linkable prose clause."
human-writing-structures-transfer-to-llms-because-failure-modes-overlap.md,frontmatter-review,CLEAN,0,1,Title composability,"""since human writing structures transfer to LLMs because failure modes overlap"" reads naturally as a sentence fragment and can be woven into linking prose without grammatical awkwardness."
inspectable-substrate-not-supervision-defeats-the-blackbox-problem.md,frontmatter-review,CLEAN,0,1,Title composability,"""since inspectable substrate, not supervision, defeats the blackbox problem"" reads naturally as a sentence fragment in another note's argument. The parenthetical comma structure is slightly unusual but parses correctly."
instruction-specificity-should-match-loading-frequency.md,frontmatter-review,CLEAN,0,1,Title composability,"""since instruction specificity should match loading frequency, we designed the CLAUDE.md as a slim router"" reads naturally as a sentence fragment. The title functions well as a linkable prose phrase."
maintenance-operations-catalogue-should-stage-distillation-into-instructions.md,frontmatter-review,CLEAN,0,1,Title composability,"""since maintenance operations catalogue should stage distillation into instructions, we capture new operations here first"" reads naturally as a linked prose fragment."
memory-management-policy-is-learnable-but-oracle-dependent.md,frontmatter-review,CLEAN,0,1,Title composability,"""since memory management policy is learnable but oracle-dependent, the KB's automation bottleneck is evaluation, not mechanism"" reads naturally. The claim-form title composes as a sentence fragment without forcing awkward grammar."
periodic-kb-hygiene-should-be-externally-triggered-not-embedded-in-routing.md,frontmatter-review,CLEAN,0,1,Title composability,"""since periodic KB hygiene should be externally triggered, not embedded in routing, we keep the default path lightweight"" reads naturally as a sentence fragment."
specification-level-separation-recovers-scoping-before-it-recovers-error-correction.md,frontmatter-review,CLEAN,0,1,Title composability,"""since specification-level separation recovers scoping before it recovers error correction, we should expect..."" reads naturally as a sentence fragment. The title is long but grammatically complete and composes without awkwardness."
stale-indexes-are-worse-than-no-indexes.md,frontmatter-review,CLEAN,0,1,Title composability,"""since stale indexes are worse than no indexes, we designed maintenance routines that..."" reads naturally as a sentence fragment. The claim-shaped title composes well in linking contexts."
title-as-claim-enables-traversal-as-reasoning.md,frontmatter-review,CLEAN,0,1,Title composability,"""since title as claim enables traversal as reasoning, we designed the link semantics around argumentative connectives"" reads naturally as a sentence fragment. The title composes well as a linkable prose element."
agent-context-is-constrained-by-soft-degradation-not-hard-token-limits.md,frontmatter-review,CLEAN,0,0,Claim strength,The claim is specific and contestable. Many practitioners and providers treat the hard token limit as the primary constraint (it is the marketed metric and the one that drives purchasing decisions). Someone could reasonably argue that for large-codebase agentic tasks the hard limit remains binding. The note takes a real position.
agent-context-is-constrained-by-soft-degradation-not-hard-token-limits.md,frontmatter-review,CLEAN,0,0,Description discrimination,"The description adds mechanism (""silent degradation — undisclosed, unmeasured, and invisible at the point of failure"") and structural scope (""operates across two dimensions (volume and complexity) while the hard bound is volume-only"") beyond what the title carries. An agent seeing five results about context limits would immediately know this note argues invisibility is the critical property and decomposes the soft bound into two dimensions."
agent-context-is-constrained-by-soft-degradation-not-hard-token-limits.md,frontmatter-review,CLEAN,0,0,Title-body alignment,"The body directly supports the title's claim. The two major sections — ""Two dimensions of the soft bound"" and ""The soft bound is invisible and undisclosed"" — develop why soft degradation is the binding constraint. The ""Consequences for practitioners"" section derives actionable implications from that claim. No drift detected between title promise and body delivery."
agent-statelessness-makes-routing-architectural-not-learned.md,frontmatter-review,CLEAN,0,0,claim-strength,"The claim is specific and contestable. One could argue that persistent memory relaxes the statelessness assumption enough to make routing learned (the note itself acknowledges this in its final paragraph), or that routing is always architectural regardless of consumer type. The title names a specific causal mechanism (statelessness) and a specific consequence (architectural vs. learned), which is a non-obvious position."
agent-statelessness-makes-routing-architectural-not-learned.md,frontmatter-review,CLEAN,0,0,description-discrimination,"The description adds mechanism (""agents never develop navigation intuition — every session is day one"") and implication (""permanent architecture, not scaffolding that learners outgrow"") beyond what the title carries. The enumeration of concrete routing artifacts (skills, type templates, routing tables, naming conventions, activation triggers) further discriminates this note from adjacent notes about routing or statelessness in general. An agent searching for ""routing architecture"" would clearly distinguish this from, say, an instruction-specificity note."
agent-statelessness-makes-routing-architectural-not-learned.md,frontmatter-review,CLEAN,0,0,title-body-alignment,"The body directly supports the title's claim through four sections: the statelessness observation (why agents never learn), progressive disclosure (the architectural replacement for navigation intuition), the degradation cliff (what happens when routing is missing), and the source-vs-compiled distinction (the maintenance discipline that follows). All sections develop the title's central argument without drifting into unrelated territory. The design consequences section stays within scope by deriving requirements from the architectural nature of routing."
agent-statelessness-makes-routing-architectural-not-learned.md,frontmatter-review,CLEAN,0,0,title-composability,"""since agent statelessness makes routing architectural, not learned, we designed the progressive disclosure hierarchy as permanent infrastructure"" reads naturally as a sentence fragment. The title works well as a linkable clause."
agentic-systems-interpret-underspecified-instructions.md,frontmatter-review,CLEAN,0,0,Claim strength,"The framing of LLM behavior as ""interpretation of underspecified instructions"" is genuinely contestable. Many practitioners treat LLM outputs as stochastic outputs of a fixed program -- the ""interpret"" and ""underspecified"" framing is a specific theoretical commitment that someone could reasonably argue against (e.g., by arguing LLMs are better modeled as noisy function approximators, not interpreters)."
agentic-systems-interpret-underspecified-instructions.md,frontmatter-review,CLEAN,0,0,Description discrimination,"The description adds mechanism well beyond the title: it names the two distinct properties (semantic underspecification and execution indeterminism), identifies which is deeper, introduces the spec-to-program projection model, and names the obscuring dynamic between the two phenomena. An agent seeing this among 5 search results would immediately know this is the theoretical two-phenomena framing, not a generic note about agentic systems or prompt engineering."
agents-md-should-be-organized-as-a-control-plane.md,frontmatter-review,CLEAN,0,0,Claim strength,"The claim that AGENTS.md should be organized as a ""control plane"" is specific and contestable. Reasonable alternatives exist: organizing it as a comprehensive reference manual, a minimal pointer file, or a flat checklist. The control-plane metaphor carries a non-obvious commitment to functional placement (invariants, routing, escalation) over topical or chronological organization."
agents-md-should-be-organized-as-a-control-plane.md,frontmatter-review,CLEAN,0,0,Description discrimination,"Description ""Theory for deciding what belongs in AGENTS.md using loading frequency and failure cost, with layers, exclusion rules, and migration paths"" adds mechanism (the two decision variables: loading frequency and failure cost) and scope (layers, exclusion rules, migration paths) beyond what the title carries. An agent seeing multiple results about AGENTS.md organization would immediately know this note provides a specific placement framework, not general advice."
agents-md-should-be-organized-as-a-control-plane.md,frontmatter-review,CLEAN,0,0,Title-body alignment,"The body delivers exactly what the title promises. It defines the control-plane model via two placement variables (loading frequency, failure cost), specifies three layers (invariants, routing, escalation boundaries), and adds supporting structure (nested topology, exclusion rules, lifecycle migration, quality tests). No drift in either direction."
agents-navigate-by-deciding-what-to-read-next.md,frontmatter-review,CLEAN,0,0,Claim strength,"The claim that navigation reduces to a per-pointer read/skip decision is a specific framing, not the only one — someone could argue agents navigate via structured plans, exhaustive scanning, or orchestrator routing. The claim is contestable and carries information."
agents-navigate-by-deciding-what-to-read-next.md,frontmatter-review,CLEAN,0,0,Description discrimination,"The description adds mechanism (""context surrounding a pointer ... determines how cheaply an agent can judge relevance without loading the target"") and scope (""inline links carry most context, search results carry least"") beyond the title's general claim. An agent searching for ""pointer context"" or ""navigation cost"" would immediately distinguish this note from others about agent navigation. The prior review's WARN about description restating the title has been addressed — the description now leads with the cost mechanism and names the pointer-type spectrum."
agents-navigate-by-deciding-what-to-read-next.md,frontmatter-review,CLEAN,0,0,Title-body alignment,"The body opens by establishing the per-pointer decision framing, then develops what makes that decision tractable (context richness of different pointer types) and closes with design implications. The title captures the framing; the body delivers on it. The note's deeper contribution (the context-cost analysis) lives in the description, which is the intended division of labor between title and description in this KB."
automated-tests-for-text.md,frontmatter-review,CLEAN,0,0,Claim strength,"The title is topical, not a claim. This is appropriate: the note describes a multi-level testing framework rather than arguing a single point. Topical titles are correct for framework notes per the exceptions list."
automated-tests-for-text.md,frontmatter-review,CLEAN,0,0,Description discrimination,"The description adds mechanism (test pyramid with three named levels: deterministic checks, LLM rubrics, corpus compatibility) and a design principle (""built from real failures not taxonomy"") that the title cannot carry. An agent choosing among search results would easily identify this note from the description alone."
automated-tests-for-text.md,frontmatter-review,CLEAN,0,0,Title-body alignment,"The body delivers exactly what the title promises — a framework for automated testing of text artifacts. It covers the test pyramid, the connection to document types, the design principle, and the current implementation status. No drift detected."
bitter-lesson-boundary.md,frontmatter-review,CLEAN,0,0,Claim strength,"""The bitter lesson has a boundary"" is contestable — many practitioners treat the bitter lesson as universal, so asserting a boundary is a substantive claim that someone knowledgeable could argue against."
bitter-lesson-boundary.md,frontmatter-review,CLEAN,0,0,Description discrimination,"Description adds mechanism (""whether the specification fully captures the problem""), scope (arithmetic vs. vision-feature regimes), and a diagnostic (""composition failure is the diagnostic tell""). None of this is inferable from the title alone. Would clearly distinguish this note from other bitter-lesson-related search results."
bitter-lesson-boundary.md,frontmatter-review,CLEAN,0,0,Title-body alignment,"The body establishes exactly what the title claims: the bitter lesson has a boundary, located at whether the specification fully captures the problem. The body goes further (characterizing the boundary, providing diagnostics, offering a confidence-signal table), but nothing in the body contradicts or drifts from the title's promise."
capability-placement-should-follow-autonomy-readiness.md,frontmatter-review,CLEAN,0,0,Claim strength,"The title asserts a specific, non-obvious organizing variable — autonomy readiness — for capability placement. Someone could reasonably argue placement should follow frequency of use, discoverability, or implementation complexity instead, or that all capabilities should be exposed as skills regardless of readiness level. The claim is genuinely contestable."
capability-placement-should-follow-autonomy-readiness.md,frontmatter-review,CLEAN,0,0,Description discrimination,"The description leads with the three-tier mechanism (""skills for autonomous-ready, instructions for reusable-but-steered, methodology notes for exploratory"") and adds the AGENTS.md consequence and the promotion-path implication. None of this duplicates the title, which names only the organizing principle. An agent seeing five results about AGENTS.md design or capability organization would immediately know this note is the one with the concrete tier decision rule. Strong discrimination."
capability-placement-should-follow-autonomy-readiness.md,frontmatter-review,CLEAN,0,0,Title-body alignment,"The body directly supports the title: it defines autonomy readiness as the organizing variable, gives a three-tier decision rule keyed to it, states the AGENTS.md consequence, and describes the migration path from exploratory notes through instructions to skills. No drift detected."
claim-notes-should-use-toulmin-derived-sections-for-structured-argument.md,frontmatter-review,CLEAN,0,0,Claim strength,"Contestable -- someone could argue Toulmin sections are too rigid for KB notes, that free-form argument is preferable, or that the scaffold creates flow problems (the note itself acknowledges this in Caveats). Not a truism."
claim-notes-should-use-toulmin-derived-sections-for-structured-argument.md,frontmatter-review,CLEAN,0,0,Description discrimination,"Description adds mechanism (""three independent threads converged on Toulmin's argument structure"") and scope (""separates claim-titled notes (any note) from fully argued claims (the type)""). Neither restates the title. An agent searching for ""Toulmin"" or ""structured argument"" would use the convergence detail and the claim-titled vs. type distinction to pick this note from a results list."
codification-and-relaxing-navigate-the-bitter-lesson-boundary.md,frontmatter-review,CLEAN,0,0,Claim strength,"The claim is contestable: someone could argue that systems should commit to one regime rather than maintaining a hybrid codify/relax strategy, or that the boundary isn't navigable (you just guess wrong sometimes). The title names a specific navigational strategy, not a truism."
codification-and-relaxing-navigate-the-bitter-lesson-boundary.md,frontmatter-review,CLEAN,0,0,Description discrimination,"The description adds mechanism (""since you can't identify which side of the bitter lesson boundary you're on until scale tests it"") and implication (""spec mining avoiding the vision-feature failure mode"") beyond what the title carries. An agent seeing five results about the bitter lesson boundary would use the scale-testing condition and spec mining reference to pick this note over neighbors like `bitter-lesson-boundary.md` or `spec-mining-as-codification.md`."
codification-and-relaxing-navigate-the-bitter-lesson-boundary.md,frontmatter-review,CLEAN,0,0,Title-body alignment,"The body establishes the two regimes (arithmetic vs. vision-feature), defines relaxing as codification's complement, explains why every codification is a bet, introduces spec mining as a safer approach, and provides working heuristics. All of this supports the title's claim that codification and relaxing together navigate the boundary. The extended material on epiplexity and induction bias serves as formal evidence for the claim, not scope drift."
codification.md,frontmatter-review,CLEAN,0,0,claim-strength,"The title is topical, not phrased as a claim. Topical titles are the correct form for definitional notes (term pinning), which is what this note is. No weak-claim issue applies."
codification.md,frontmatter-review,CLEAN,0,0,description-discrimination,"The description adds mechanism (""crosses a medium boundary from natural language to a symbolic medium (code), where the consumer changes (LLM → interpreter) and verification becomes exact"") and scope (""the far end of the constraining spectrum"") well beyond what the one-word title carries. In a search returning multiple constraining-related notes, this description clearly identifies this one as the definitional note for the codification concept."
codification.md,frontmatter-review,CLEAN,0,0,title-body-alignment,"The body defines codification, explains when to codify, relates it to distillation, and gives concrete examples — all consistent with a definitional title. No drift detected."
constraining-and-distillation-both-trade-generality-for-reliability-speed-and-cost.md,frontmatter-review,CLEAN,0,0,Claim strength,"The claim that both mechanisms trade generality for the same compound (reliability, speed, cost) is contestable. Someone could argue distillation is pure compression without generality loss, or that constraining's gains are not always in all three compound dimensions simultaneously. The claim is specific enough to carry information."
constraining-and-distillation-both-trade-generality-for-reliability-speed-and-cost.md,frontmatter-review,CLEAN,0,0,Description discrimination,"The description adds mechanism for both concepts (""narrows interpretation,"" ""extracts under a context budget"") and scope for where gains peak (""largest compound gain at codification, where the substrate changes"" vs ""moderate gain from reduced size""). Against a search for ""constraining distillation trade-off,"" this would clearly distinguish this note from related notes like constraining.md or distillation.md which cover individual mechanisms rather than the shared trade-off structure."
constraining-and-distillation-both-trade-generality-for-reliability-speed-and-cost.md,frontmatter-review,CLEAN,0,0,Title-body alignment,"The title claims both mechanisms trade generality for reliability/speed/cost. The body delivers exactly this: defines the capacity decomposition, gives the calculator example to make the trade-off concrete, then shows how constraining and distillation each perform the trade-off through different operations. The comparison table in ""The mechanisms differ in operation"" serves the title's claim by showing the two different paths to the same trade-off, not drifting into unrelated territory."
constraining-during-deployment-is-continuous-learning.md,frontmatter-review,CLEAN,0,0,Claim strength,"Many ML practitioners would argue continuous learning requires weight updates; calling constraining a form of learning is substantive and contestable. The note itself acknowledges this boundary (""not all continuous learning is constraining"") which confirms the claim is doing real work."
constraining-during-deployment-is-continuous-learning.md,frontmatter-review,CLEAN,0,0,Description discrimination,"Description adds mechanism (symbolic artifacts accumulate durable adaptive capacity) and scope (one form among several, specifically outside weights) beyond what the title carries. An agent seeing this among 5 continuous-learning results would immediately identify this as the constraining-specific, non-weight-update argument."
constraining-during-deployment-is-continuous-learning.md,frontmatter-review,CLEAN,0,0,Title-body alignment,"The body directly supports the title: it establishes Simon's definition of learning as capacity change, shows constraining meets every part of that definition, gives concrete examples (format_date, system prompts, validation scripts), and explicitly scopes itself as ""a subset claim, not the umbrella claim."" No drift detected."
constraining.md,frontmatter-review,CLEAN,0,0,Claim strength,"The title is a bare topic, not a claim. This is explicitly a definitional note (term pinning for the KB vocabulary, description prefixed with ""Definition —""), which is a listed exception to the claim-title expectation. A bare concept name is correct here."
constraining.md,frontmatter-review,CLEAN,0,0,Description discrimination,"The description adds mechanism (""narrows the space of valid interpretations an underspecified spec admits""), scope (""from partial narrowing (conventions, structured sections) to full commitment (stored outputs, deterministic code)""), and positioning (""one of two co-equal learning mechanisms alongside distillation""). Against 5 search results for ""constraining,"" this clearly identifies the definitional note covering the full spectrum — strong retrieval value beyond what the bare title carries."
constraining.md,frontmatter-review,CLEAN,0,0,Title-body alignment,"The title ""Constraining"" promises a definitional overview. The body delivers: defines constraining as narrowing the interpretation space, positions it alongside distillation, lays out the constraining spectrum (from conventions to codification), covers the reverse operation (relaxing), and maps the orthogonal relationship to distillation. Scope matches — the note is a comprehensive definition, not a narrower claim."
context-efficiency-is-the-central-design-concern-in-agent-systems.md,frontmatter-review,CLEAN,0,0,Claim strength,"""Central design concern"" is a contestable prioritization claim. Someone could reasonably argue that reliability, tool design, or planning are more central than context efficiency. The note makes a specific argument for why context deserves priority (lowest degree of freedom, unitary channel, soft degradation). Not a truism."
context-efficiency-is-the-central-design-concern-in-agent-systems.md,frontmatter-review,CLEAN,0,0,Description discrimination,"The description adds two discriminators beyond the title: it identifies this note as ""the basis for deriving architectural responses"" (implication) and anchors it to ""the soft-degradation cost model"" (context). The first clause (""Context is the single scarce resource in agent systems"") partially restates the title, but the second clause carries enough retrieval value to distinguish this from sibling notes like ""agent-context-is-constrained-by-soft-degradation-not-hard-token-limits.md"" or ""effective-context-is-task-relative-and-complexity-relative-not-a-fixed-model-constant.md""."
context-efficiency-is-the-central-design-concern-in-agent-systems.md,frontmatter-review,CLEAN,0,0,Title-body alignment,"The body delivers on the title. It establishes context as the single scarce resource (paragraphs 1-2), explains why growing windows do not resolve the problem (section ""Growing windows address volume but not complexity""), and derives six architectural responses from context scarcity (section ""Architectural responses""). The title's claim — that context efficiency is central — is exactly what the body argues and operationalizes."
continuous-learning-requires-durability-not-weight-updates.md,frontmatter-review,CLEAN,0,0,Claim strength,"The claim that continuous learning requires durability rather than weight updates is genuinely contestable -- most ML practitioners would define continuous learning as online or incremental weight updates. The note takes a specific, non-obvious position grounded in Simon's definition. Not a truism."
continuous-learning-requires-durability-not-weight-updates.md,frontmatter-review,CLEAN,0,0,Description discrimination,"Description adds mechanism (Simon's capacity-change definition) and scope (names specific artifact types: tips, prompts, rules, schemas, tests, memory artifacts). It does not restate the title -- the title asserts the durability/weight-update distinction while the description names the theoretical grounding and the concrete artifact classes that count. Would discriminate well in a list of search results about continuous learning."
continuous-learning-requires-durability-not-weight-updates.md,frontmatter-review,CLEAN,0,0,Title-body alignment,"The body directly supports the title's claim. It establishes the ephemeral/durable boundary as the real dividing line (paragraph 3), grounds it in Simon's capacity-change definition (paragraph 2), and closes by treating weight updates and symbolic artifacts as two substrates rather than real vs. metaphorical learning (paragraph 5). No drift detected."
document-classification.md,frontmatter-review,CLEAN,0,0,Claim strength,"Title is topical, not phrased as a claim. The note is a `spec` that defines the type taxonomy — topical titles are explicitly excepted for multi-claim specs and frameworks."
document-classification.md,frontmatter-review,CLEAN,0,0,Description discrimination,"Description ""Taxonomy overview — the base types table and migration from old flat types; global field definitions, status, and traits live in types/note.md"" adds scope (what the note covers: base types table, migration) and a boundary (what it does NOT cover: global fields live in types/note.md). An agent seeing multiple type-system results would distinguish this as the taxonomy overview with migration info, not the design rationale or the field definitions."
document-classification.md,frontmatter-review,CLEAN,0,0,Title-body alignment,"Title promises a classification system; body delivers a base types table with structural tests and verifiability criteria for each type, plus a migration table from old flat types. Scope matches."
document-types-should-be-verifiable.md,frontmatter-review,CLEAN,0,0,Claim strength,"The claim is specific and contestable. Someone could reasonably argue that document types serve as loose human-readable labels and don't need machine-checkable structural assertions, or that subject-matter classification is sufficient. The note argues a non-obvious position."
ephemeral-computation-prevents-accumulation.md,frontmatter-review,CLEAN,0,0,Claim strength,"The claim that ephemeral computation *prevents* accumulation is specific and contestable — one could argue ephemeral systems can still accumulate via logging, selective persistence, or side channels. The note takes a definite architectural stance (the ephemeral/accumulating fork is structural, not incidental), which is non-obvious enough to be worth asserting."
ephemeral-computation-prevents-accumulation.md,frontmatter-review,CLEAN,0,0,Description discrimination,"Description ""Ephemeral computation — discarding generated artifacts after use — trades accumulation for simplicity, making it the inverse of codification"" adds mechanism (""discarding generated artifacts after use""), a trade-off framing (""trades accumulation for simplicity""), and a positioning relationship (""the inverse of codification""). All three go beyond what the title carries, giving strong retrieval discrimination."
ephemeral-computation-prevents-accumulation.md,frontmatter-review,CLEAN,0,0,Title-body alignment,"The body directly supports the title's claim: it defines the ephemeral/accumulating fork, catalogs what ephemerality buys and costs, and frames ephemerality as anti-codification. The broader framing (spectrum between ephemeral and codified, the codification-relaxing dynamic) extends the claim rather than drifting from it — the title's assertion remains the central organizing thesis throughout."
