note,warn_count,info_count,top_warning_checks,sample_warning
structure-activates-higher-quality-training-distributions.md,4,4,"Grounding alignment / domain coverage, Grounding alignment / vocabulary mismatch, Completeness / boundary case","The note claims ""The distribution-selection metaphor is what epiplexity formalises"" (para 4), but this overstates the connection. The epiplexity source (Finzi et al.) formalises why data ordering affects extractable structure for bounded learners -- a result about training data ordering and curriculum design. It does not address inference-time prompting or how context steers generation toward training subsets. The note bridges from ""data ordering affects learning"" (a training-time phenomenon about what structure a learner can extract from sequences) to ""structured templates reorder the generation task"" (an inference-time claim about which training subsets get activated). This is a domain jump: epiplexity operates in the domain of learning/training, while the note's central claim operates in the domain of inference/generation. The note's analogy may be apt, but the source does not formalise the distribution-selection mechanism -- it formalises something adjacent. Readers following the link will find a paper about measuring learnable content, not about how prompt structure selects from learned distributions."
stale-indexes-are-worse-than-no-indexes.md,4,3,"Grounding, Completeness","The note claims the mechanism ""generalises beyond indexes to any authoritative artifact — specs, documentation, plans, curated lists."" The grounding definition is implicit: any artifact an agent treats as exhaustive will suppress fallback discovery when stale. Boundary case: **a non-exhaustive but authoritative artifact** — e.g., a style guide that is clearly partial (""here are some conventions"") rather than exhaustive. Does a stale style guide suppress search in the same way? The note's mechanism depends on the agent treating the artifact as exhaustive, but ""authoritative"" and ""exhaustive"" are conflated. A spec can be authoritative without being treated as a complete enumeration. The note says ""any artifact that an agent treats as exhaustive"" but then lists ""specs, documentation, plans, curated lists"" — not all of which are typically treated as exhaustive enumerations. A plan that goes stale might mislead about direction without suppressing search for additional tasks. The suppression mechanism is strongest for navigational artifacts (indexes, curated lists) and weakest for directional artifacts (plans, specs). The generalization may overextend."
oracle-strength-spectrum.md,3,8,"Completeness, Grounding","The manufacture/amplify/monitor decomposition is missing a **calibration** step. Amplification requires knowing or estimating the oracle's TPR and FPR to determine the number of repetitions needed. The note jumps from ""mine a spec"" (manufacture) to ""vote over it"" (amplify) without addressing how you determine the oracle's discriminative power. Calibration is distinct from all three named steps."
automating-kb-learning-is-an-open-problem.md,3,7,"Completeness, Grounding alignment","The seven-item boiling cauldron enumeration omits **Merge** — the inverse of Split. If Split breaks a two-claim note into two notes, no listed mutation covers the reverse case where two closely overlapping notes should be combined into one. Relink and Regroup change connections, not content. Merge would sit in the medium-scope/judgment cell alongside Synthesise but is operationally distinct: combining existing content into a single note vs producing new content that neither source note contains. This is a gap in the enumeration, not an ambiguous boundary."
short-composable-notes-maximize-combinatorial-discovery.md,3,6,"Completeness, Grounding — domain coverage","The title claim ""short composable notes maximize combinatorial discovery"" and the opening sentence both present shortness and atomicity as sufficient for maximizing discovery surface area. But the note's own second paragraph introduces a different, stronger variable: ""what matters is breadth of *independent* perspectives. Notes from distant domains are more likely to reveal shared structure than additional notes within the same topic."" These two variables pull apart. A library of 100 short notes all within the same subdomain would have high co-loading capacity but low discovery potential by the note's own criterion. The design rule (""one claim, one note"") addresses only the shortness variable; no guidance addresses the independence variable. The note identifies the more important variable but never reconciles it with the title claim or the design rule."
a-functioning-kb-needs-a-workshop-layer-not-just-a-library.md,3,5,"Completeness, Grounding alignment","The six-property table draws a clean binary between library and workshop, and the paragraph that follows correctly acknowledges ""the distinction is useful but not exhaustive"" with the living checklist/runbook example. However, the table itself still forces exclusive categories (value ""Accumulates"" vs. ""Consumed""; end state ""Remains in KB"" vs. ""Archived or deleted""). A document like a recurring retrospective template -- which is consumed during each use but also accumulates refinements across uses -- does not fit either column. The caveat paragraph helps, but the table's clean dichotomy could mislead readers who scan the table and skip the prose. A third column (""Hybrid"") or a note row in the table itself would make the non-exhaustiveness visible at the structural level, not just in surrounding prose."
a-good-agentic-kb-maximizes-contextual-competence-through-discoverable-composable-trustworthy-knowledge.md,3,5,"Completeness, Grounding — domain coverage","The three properties (discoverable, composable, trustworthy) claim to be what knowledge needs ""for knowledge to improve an agent's actions under bounded context."" Boundary case: **timeliness/currency**. The note itself acknowledges that ""a reviewed, validated, `status: current` note can become wrong because the world changed"" and calls currency ""a maintenance concern that the status ladder signals but doesn't enforce."" But currency is not merely a maintenance detail — stale knowledge that passes all three property checks (it is findable, it composes with other notes, it was once trustworthy) actively degrades competence. The note treats currency as a sub-concern of trustworthiness, but a stale note that still *looks* trustworthy (all structural signals intact) is the most dangerous failure mode. This suggests either trustworthiness needs to be defined more broadly (to explicitly include currency) or currency is a fourth property. The note notices this gap but classifies it as out of scope rather than resolving it."
ad-hoc-prompts-extend-the-system-without-schema-changes.md,3,5,"Completeness, Grounding","The two-strata model (""a deterministic base...and a prompt layer on top"") omits a boundary case: what about requirements absorbed by changing configuration files (e.g., YAML, JSON) that are neither code nor prompts? A new environment variable or a feature flag in a config file is not a ""schema change"" or a ""code change,"" but it is also not a natural language prompt. The two-strata framing presents a binary (deterministic base vs. prompt layer) that elides this middle ground of declarative configuration, which is neither deterministic code nor LLM-interpreted prose. The note's central claim still holds for the LLM-specific case, but the universalizing framing (""Any system with an LLM agent layer has two strata"") implies exhaustive coverage that the binary does not deliver."
agent-orchestration-needs-coordination-guarantees-not-just-coordination-channels.md,3,5,"Completeness, Grounding","The four-row enumeration claims to cover uncoordinated composition failures, but **timing/ordering failures** are not clearly covered. Consider a race condition: two agents read the same state, compute independently valid updates, and write back — both writes succeed but the combined result is incoherent. This is not contamination (no scoping failure within a single context), not inconsistency as described (the note's inconsistency is about visibility rules and ""when writes become visible,"" which is close but focuses on the multi-agent memory paradigm from Yu et al. rather than temporal ordering in any shared substrate), not amplification (no merging of outputs), and not accountability vacuum (no delegation chain). It sits between inconsistency and a missing ""serializability"" or ""ordering"" primitive. The note's inconsistency row could arguably absorb this, but the cited source (Yu et al.) frames inconsistency around memory coherence, not execution ordering. This is a boundary case that strains the ""inconsistency"" category."
agent-statelessness-makes-routing-architectural-not-learned.md,3,5,"Completeness, Grounding","The five-level loading hierarchy (CLAUDE.md -> skill descriptions -> skill bodies -> type templates -> methodology notes) omits conversation history / chat context as a loading layer. In practice, the agent's context includes prior turns, tool outputs, and user-provided instructions within the session. These are not routed through the hierarchy but occupy context and influence behavior. The hierarchy claims to be ""our concrete progressive disclosure system"" but describes only pre-authored layers, not runtime-accumulated context. This is a boundary case that sits between the enumerated items."
agent-statelessness-means-the-context-engine-should-inject-context-automatically.md,3,5,"Completeness, Grounding alignment — scope mismatch with ""document types should be verifiable"", Grounding alignment — Harness Engineering link","The four-row injection candidate table (""Beyond definitions"") claims to identify candidate types for auto-injection but the selection criteria are unstated. The note names definitions, area indexes, ADRs, and specs. Boundary case: **instructions and skills themselves**. A note referencing a skill or instruction faces the same problem — the agent does not know the instruction's content unless it follows the link. Instructions are referenced from methodology notes and could benefit from injection when relevant. The omission is notable because the note's own Reasoning section describes the loading hierarchy (which includes skills at the ""on invoke"" layer) but never asks whether the ""on reference"" injection pattern could apply to skills. This may be intentional (skills have their own loading mechanism) but the table presents as covering the injection space without articulating why skills are excluded."
areas-exist-because-useful-operations-require-reading-notes-together.md,3,5,"Grounding alignment — scope mismatch, Grounding alignment — domain drift, Grounding alignment — attribution accuracy","The note claims ""The split threshold of ~40 notes"" is specified in WRITING.md (two links: ""split threshold of ~40 notes"" and ""~40 note threshold"" both point to `../instructions/WRITING.md`). WRITING.md does not contain any mention of a 40-note threshold, a split threshold, or indeed any area-related conventions. The `areas:` frontmatter field has been replaced by `tags:` per ADR 004. WRITING.md now references tags and tag indexes exclusively. A reader following these links will not find the claimed content."
bitter-lesson-boundary.md,3,5,"Completeness, Grounding","The confidence signals table enumerates three signals (specifiability, definition-vs-proxy, local-vs-compositional failures), but the note itself deploys a fourth signal — the **chess hybrid analysis** — that does not map cleanly to any single row. The chess example distinguishes ""rules"" from ""strategy"" within one system by asking whether a component is *algorithmically determined* (move generation from rules) vs. *judgment-dependent* (evaluation of positions). This ""algorithmically determined vs. judgment-dependent"" distinction is related to but not identical with the three table rows. A reader trying to apply the table to classify a new system would lack guidance on how to handle components that are fully specifiable (row 1 says arithmetic) yet computationally intractable (like NP-hard optimization, which the note itself acknowledges has fully specified objectives but learned solution methods). The table's three signals are presented as the confidence framework, but the note's own examples exceed it."
bounded-context-orchestration-model.md,3,5,"Completeness, Grounding — domain coverage","The ""What makes selection hard"" section enumerates three difficulties: sequential dependence, dual cost dimensions, and framing effects. This omits a plausible fourth: **partial observability of LLM capability**. The scheduler does not know how well the sub-agent will handle a given prompt until it tries — selection difficulty is not just about what to include and how to frame it, but about uncertainty regarding the sub-agent's reception. The note's own ""Scope and open questions"" section gestures at this (""the value of including item X depends on the sub-agent's stochastic interpretation""), but that acknowledgment sits outside the enumeration rather than inside it. A reader treating the three-item list as exhaustive would miss this dimension."
commonplace-architecture.md,3,5,"completeness, grounding-alignment","The ""What's missing"" table lists CLAUDE.md as ""Missing"" with status ""Missing,"" but CLAUDE.md exists at the repo root and is actively used (it is the control-plane router loaded every session). This is a factual inaccuracy — the table reflects an earlier state that has since been resolved but the note was never updated. The table also lists `.claude/skills/` as missing; that directory does not exist either, but unlike CLAUDE.md, its absence may still be intentional or unresolved."
context-engineering.md,3,5,"Completeness, Grounding alignment / domain coverage","The four-component decomposition (routing, loading, scoping, maintenance) claims to be the ""operational core"" of context engineering ""within a single bounded call."" A boundary case that strains this framework is **prioritization / attention management** -- deciding not just *what* to include (routing) or *how* to assemble it (loading), but *what emphasis or ordering to give the included material*. The note hints at this in the Loading section (""how to frame it""), but framing is treated as a sub-concern of loading rather than a first-class operation. The linked bounded-context orchestration model note treats framing as a distinct concern: ""the same knowledge, presented differently, has different value to a bounded observer"" appears under ""What makes selection hard"" as its own named problem (""Framing matters, not just selection""), separate from the selection/loading problem. If framing is important enough to be called out separately in the orchestration model, folding it into ""loading"" in this definitional note may undercount the operational components. A reader could reasonably expect a fifth component (""framing"" or ""arrangement"") to sit between loading and scoping."
deploy-time-learning-is-agile-for-human-ai-systems.md,3,5,"Completeness, Grounding — domain coverage","The note claims agile's ""implied end state is fully codified software"" and that ""agile implicitly assumes everything can be codified if you iterate enough"" (claims 6, 8). This overstates the agile position to sharpen the contrast with deploy-time learning. Agile's own literature (e.g. the Agile Manifesto's emphasis on ""working software over comprehensive documentation"" and ""responding to change"") does not claim that all specs eventually become code. Agile accepts permanent backlogs, evolving acceptance criteria, and stories that never get implemented. The ""code wins eventually"" framing is the note's own construction, not a claim grounded in agile sources. The contrast with deploy-time learning would still hold without this overstatement — the difference is that deploy-time learning explicitly theorizes which parts should stay in prose and why, while agile is largely silent on the question."
design-methodology-borrow-widely-filter-by-first-principles.md,3,5,"Completeness, Grounding — domain coverage","The adoption filter implicitly presents a taxonomy of source categories with distinct adoption paths: (1) first-principles derivation, (2) programming fast pass, (3) legal drafting (untested hypothesis), (4) everything else, (5) empirical observation. But category 4 (""Everything else earns its way in... these get adopted when first-principles reasoning supports them"") collapses into category 1 — first-principles derivation applied to non-programming domains. The cognitive science example in category 4 (three-space memory ""because it maps to a real architectural need"") is exactly first-principles reasoning applied to a borrowed pattern. The framework's real structure has three distinct adoption mechanisms: first-principles derivation (the main filter, which also covers ""everything else""), the programming fast pass (reduced evidential bar), and empirical observation (bypasses the filter entirely). Presenting five subsections with parallel headings overstates the framework's dimensionality. Legal drafting and ""everything else"" are not distinct tiers; they are applications of the same filter at different maturity stages."
discovery-is-seeing-the-particular-as-an-instance-of-the-general.md,3,5,"Completeness, Grounding, Grounding / Domain coverage","The three-depths hierarchy (shared feature / shared structure / generative model) claims to be a depth ordering where ""each level subsumes the previous."" Boundary case: **analogical reasoning** — recognizing that electrical circuits and water pipes share relational structure (Gentner's structure mapping) is deeper than shared features but does not propose a generative model that *produces* both phenomena. It sits cleanly at ""shared structure."" However, **metaphor** — e.g., ""argument is war"" (Lakoff) — maps structure across domains in a way that shapes reasoning and generates predictions, yet does not propose a causal mechanism. It falls between shared structure and generative model: it has generative power (produces new inferences) but is not an ""abstract machine that produces both phenomena."" The hierarchy's middle level (""extract a common pattern"") and top level (""propose an abstract machine"") leave a gap for mappings that generate inferences without positing a mechanism. The note's own phrasing — ""Explanatory — explains why the similarity exists and predicts new instances"" — bundles explanation and prediction together, but productive metaphors predict without explaining."
files-not-database.md,3,5,"completeness, grounding-alignment","The ""What actually breaks at scale"" section claims three items: finding things, too many files per directory, and structured queries with scoring. This enumeration omits **concurrent multi-agent write access** — when multiple agents write to overlapping files simultaneously, git merge conflicts become a real coordination problem that databases handle natively with transactions. The note's scope is ""agent-operated knowledge bases"" without restricting to single-agent use, so concurrent writes sit squarely within the claimed domain but are not covered by any of the three listed items."
link-strength-is-encoded-in-position-and-prose.md,3,5,"grounding, completeness","The five-level position taxonomy has a gap between ""inline, parenthetical mention"" (Medium) and ""footer with context phrase"" (Weak). An index entry with a context phrase — e.g., an area index line like ""- [note](./note.md) — extends this by adding the temporal dimension"" — is neither inline prose nor a footer ""Relevant Notes"" section. Index entries with context phrases are a significant link type in this KB (the WRITING.md checklist requires them), and they could plausibly be Medium or Weak. The taxonomy is document-scoped (it classifies positions within a single note) but link strength in a KB is graph-scoped — the same note can be linked from many different positions in many different documents, including indexes that are neither inline prose nor footer sections."
memory-management-policy-is-learnable-but-oracle-dependent.md,3,5,"Completeness, Grounding, Grounding -- domain coverage","The six-operation decomposition (""Add, Update, Delete (LTM) and Retrieve, Summary, Filter (STM)"") is presented as the complete set of memory operations AgeMem uses, and the note treats them as collectively exhaustive of memory management. But the note's own framing -- ""knowing when to use them is hard"" -- implies the hard part is composition policy, not operations. The ingest file's limitations section flags that the fixed tool set may miss needed operations (""linking two memories, tagging with metadata, or creating hierarchical summaries""). The note itself never raises this limitation from within its own analysis -- a boundary case like ""link this fact to that fact"" (a relational memory operation) falls outside all six items but is central to what the KB does. The note treats the six as given without questioning whether the policy it praises could be learning a suboptimal strategy because the operation set is incomplete."
methodology-enforcement-is-constraining.md,3,5,"Completeness, Grounding alignment","The six-tier gradient table presents ""ad hoc prompt"" and ""instruction"" as having different trigger reliability (""indeterministic (caller writes one)"" vs ""indeterministic (LLM remembers)""), but both are indeterministic triggers — the distinction is persistence, not trigger mechanism. A boundary case exposes the gap: a persistent instruction that lives in a file the agent does not always load (e.g., a `kb/instructions/` file that requires manual invocation or search to find). This has the persistence of an instruction but the trigger unreliability closer to an ad hoc prompt. The gradient collapses the trigger dimension into a single reliability axis, but persistence and trigger mechanism are separable properties. The note partially acknowledges this for hooks (deterministic trigger, indeterministic response) but does not apply the same decomposition to the instruction/ad-hoc boundary."
prompt-ablation-converts-human-insight-to-deployable-framing.md,3,5,"Completeness, Grounding — domain coverage, Grounding — scope mismatch","The 8-step pattern (The pattern, steps 1-8) claims to be a complete methodology, but has no step for validating that the deployed framing generalizes beyond the original test case. Step 7 says ""this is what transfers beyond the specific test case,"" but the pattern itself contains no validation of that transfer. You learn which cognitive move worked on one target finding, then deploy it as a general instruction. The boundary case: a framing that reliably surfaces one class of finding (e.g., pointless complexity) but actively suppresses another class (e.g., subtle correctness errors) would score well in this pattern and deploy as a general step, creating a blind spot. The pattern has no mechanism for detecting this — ""bonus findings"" (step 6) partially address it but are not scored or weighted."
rlm-has-the-model-write-ephemeral-orchestrators-over-sub-agents.md,3,5,"Completeness, Grounding — domain coverage","The mapping table claims four correspondences between model components and RLM implementation, but omits `call()` — the bounded-context orchestration model's loop is `select(K) -> call(P) -> K+r`. The table maps K, select, and the inner scheduler, but there is no row for `call`. In RLM, `call` would be the REPL execution engine (or the LLM API invocation that `recursive_llm()` wraps). The omission is notable because the table's implicit claim is a complete mapping (""maps directly onto the symbolic scheduler model""), yet a core loop component is absent."
storing-llm-outputs-is-constraining.md,3,5,"Completeness, Grounding","The ""applies broadly"" enumeration (generated code, generated documents, configuration, accumulated logs) is presented as a broad illustration but omits cases that probe the boundary of the title claim. **Caching and memoization** — storing an LLM output purely for performance (avoiding re-generation cost) without any human selection of quality — is a common case of ""storing LLM outputs"" that does not clearly involve ""resolving semantic underspecification."" The agent is not choosing one interpretation as preferable; it is saving a result to avoid re-computation. This case sits between items: it is constraining in the freezing-against-indeterminism sense (it locks in one run) but the ""semantic commitment"" the note calls ""the deeper operation"" is absent or incidental. The note's framing implies every act of storing is a semantic commitment; caching suggests some storing is purely economic."
systematic-prompt-variation-serves-verification-and-diagnosis-not-explanatory-reach-testing.md,3,5,"Completeness, Grounding — scope mismatch","The note claims to group ""the two main uses of controlled prompt variation as analysis"" (line 11), then identifies a fourth use (ablation) that is also controlled prompt variation — and also analytical in some sense (it learns which framing works). The framing ""two main uses"" followed by a third prompt-variation use and then Deutsch's non-prompt variation makes the claimed scope ambiguous. Is the scope ""uses of prompt variation"" (in which case there are at least three: verification, diagnosis, ablation) or ""uses of controlled variation"" (in which case reach testing is also included, making four)? The title suggests the note is about prompt variation specifically, but the body integrates Deutsch's reach test as a co-equal third operation in the summary table. The note's own table contradicts the ""two main uses of prompt variation"" framing by placing reach testing on the same footing."
the-augmentation-automation-boundary-is-discrimination-not-accuracy.md,3,5,"Grounding alignment, Completeness / boundary case, Grounding alignment / scope mismatch","The note states ""calibration improves but discrimination does not"" and calls discrimination ""empirically stagnant,"" presenting this as a settled finding from Rabanser et al. The source is more nuanced: ""discrimination trends diverge across benchmarks: on tau-bench it has generally improved in recent models, whereas on GAIA it has in fact mostly worsened."" The source finding is benchmark-dependent and mixed, not a clean stagnation result. The note's phrasing (""Rabanser et al. confirm this empirically"") overstates the uniformity of the evidence. The open questions section partially acknowledges uncertainty (""the stagnation finding may be temporary"") but frames this as a scale question, not a benchmark-dependence question the source itself raises."
the-boundary-of-automation-is-the-boundary-of-verification.md,3,5,"Completeness, Grounding alignment","The central framework claims verification cost is ""the boundary"" and ""the primary structural determinant"" of automation. Boundary case: **tasks with cheap verification that still resist automation for non-verification reasons**. The note's own Caveats section acknowledges ""regulatory constraints, trust requirements, liability concerns"" as alternative blockers, and the title uses ""the"" boundary despite the body defending ""the primary structural"" boundary. But the framework offers no mechanism for weighting verification cost against these other factors — it merely acknowledges them as exceptions. A task like automated medical diagnosis may have reasonably cheap verification (compare to expert panel) yet resist automation due to liability and trust requirements. The caveat exists but the framework has no way to predict when these ""other factors"" dominate, which limits the claimed generality."
two-context-boundaries-govern-collection-operations.md,3,5,"Grounding alignment, Completeness, Grounding alignment / domain coverage","The note states ""WRITING.md sets this at ~40 notes"" for the full-text boundary. WRITING.md does not contain a 40-note threshold or any numeric split threshold. The areas note also references ""the [split threshold of ~40 notes](../instructions/WRITING.md)"" but WRITING.md has no such number. The ~40 figure may have been removed from WRITING.md in a later edit, or it may have been inferred rather than stated. Either way, the attribution is currently inaccurate — the note claims a source that does not contain the claimed content."
what-cludebot-teaches-us.md,3,5,"Completeness, Grounding alignment","The ""What we already have"" section enumerates 4 patterns (typed link semantics, progressive disclosure, hybrid retrieval, evidence linkage) as the set of cludebot ideas ""we've already adopted."" But cludebot also implements explicit memory typing/categorization (episodic, semantic, self-model) which maps closely to the KB's own type system (`note`, `structured-claim`, `adr`, etc.) and to the three-space model the note itself cites later. This is arguably a fifth pattern the KB already has that the note doesn't list. The omission is notable because the note references the three-space model in a later section but doesn't connect it back to the ""already have"" enumeration."
a-knowledge-base-should-support-fluid-resolution-switching.md,3,4,"Completeness, Grounding","The note enumerates four mechanisms that serve resolution-switching (titles/bodies, indexes/notes, link semantics, progressive disclosure) and frames them as ""several mechanisms"" the KB ""already has."" However, the note's own description field and frontmatter mention `tags`, which provide a cross-cutting resolution layer not discussed. Tags group notes orthogonally to the index hierarchy and enable resolution switching along a different axis (thematic vs structural). A reader treating this list as comprehensive would miss an existing mechanism."
agent-context-is-constrained-by-soft-degradation-not-hard-token-limits.md,3,4,"grounding, completeness","The note claims the soft bound operates across exactly ""two dimensions"" — volume and complexity — framing this as a complete decomposition. But a boundary case exists that fits neither cleanly: **information arrangement** (position effects). The ""lost in the middle"" finding is cited under volume, but position effects are not about how many tokens there are — they occur at fixed token counts by rearranging content. The note's own Benchmarker subsection acknowledges ""information arrangement"" as a factor that shifts the soft bound, but the two-dimensions framework has no slot for it. Position effects could be forced into ""complexity"" (arrangement changes how hard the tokens are to use), but the note defines complexity as ""compositional depth"" and ""interpretation overhead,"" not spatial layout. This is a gap in the enumeration: a factor the note itself names as relevant but that the framework doesn't cleanly accommodate."
agent-orchestration-occupies-a-multi-dimensional-design-space.md,3,4,"Completeness, Grounding","The five dimensions do not include an **authority/delegation** dimension. The linked note ""agent orchestration needs coordination guarantees, not just coordination channels"" identifies a fourth failure mode -- accountability vacuum in delegation chains -- that is not a coordination guarantee in the same sense as the other three (it is a governance failure, not a semantic one, as that note explicitly says). The guarantee families enumerated in this note (isolation, consistency, adjudication) cover shared-substrate failures but omit delegation-chain governance. Since the guarantees note itself treats accountability vacuum as a distinct row in its table, the three-family enumeration here undercounts its own source. This may be intentional simplification (the note says ""three main guarantee families"") but the word ""main"" obscures a qualitative omission, not a minor variant."
