note,warn_count,info_count,top_warning_checks,sample_warning
agent-context-is-constrained-by-soft-degradation-not-hard-token-limits.md,2,1,"Orphan references, Confidence miscalibration","""Context windows have grown roughly 30x per year since mid-2023"" — this is a specific empirical claim with no source citation. It appears mid-paragraph as if it were common knowledge, but the growth rate is precise enough to need attribution. If the number is approximate, the precision of ""30x per year"" overstates the confidence; if it's sourced, the source should be cited."
agent-statelessness-makes-routing-architectural-not-learned.md,2,1,"Confidence miscalibration, Proportion mismatch","The degradation cliff is presented as a binary fact — ""The agent system has a cliff: KB-augmented → generic"" — but this is the note's own model, not an established result. The claim that agents have no intermediate degradation (no ""something feels off"" signal, no continuum) is plausible but asserted with the same confidence as the relatively uncontroversial statelessness claim. The human side is also simplified: ""expert → competent → novice → uncertain"" is the note's own taxonomy, presented with the grammar of established fact. Both the cliff model and the human continuum model are proposed frameworks that would benefit from hedged framing."
claim-notes-should-use-toulmin-derived-sections-for-structured-argument.md,2,1,"Confidence miscalibration, Proportion mismatch","The note asserts ""The convergence isn't coincidence"" as established fact, but the convergence is the note's own interpretive construction — the three threads could have converged on similar shapes for different reasons, or the mapping to Toulmin could be a post-hoc pattern match. The opening paragraph's ""KB conventions independently converged on Toulmin's argumentation model without naming it"" also presents interpretation as discovery. The Reasoning section is appropriately direct for an argued claim, but the framing of convergence-as-proof (rather than convergence-as-suggestive) overstates the epistemic basis."
constraining-and-distillation-both-trade-generality-for-reliability-speed-and-cost.md,2,1,"Confidence miscalibration, Proportion mismatch","The description says the two mechanisms ""differ in the operation and how much compound they yield,"" asserting that constraining yields more compound than distillation as a general fact. The body's comparison table makes the same assertion: ""Compound yield: Highest at codification (substrate change)"" vs ""Moderate — speed and cost gains from reduced context."" But this comparison holds only when constraining reaches codification. Constraining short of codification (e.g., a naming convention) may yield less compound gain than a well-targeted distillation (e.g., a methodology distilled into a single-load skill that eliminates multiple context-loading rounds). The note presents the codification ceiling as the typical case and the distillation ceiling as the typical case, then compares them — which biases toward constraining."
ephemeral-computation-prevents-accumulation.md,2,1,"Confidence miscalibration, Source residue","""Ephemeral computation is the deliberate refusal to codify. It stays permanently in the stochastic regime, re-deriving solutions each time."" This frames the note's own conceptual construction — positioning ephemerality as the anti-codification endpoint — as established fact. The ephemeral/codification spectrum is the note's own model, yet the language asserts it without hedging (""is the deliberate refusal,"" ""stays permanently""). More precisely, calling ephemerality a ""deliberate refusal"" attributes intentionality to a system design choice that may simply be an unconsidered default — many ephemeral systems are ephemeral not by deliberate refusal but because persistence was never built. The framing loads a claim about design intent that the note does not defend."
files-not-database.md,2,1,"Confidence miscalibration, Proportion mismatch","The title ""Files beat a database for agent-operated knowledge bases"" and opening ""The temptation as a KB grows is to move to a database"" assert a general claim about all agent-operated knowledge bases, but the evidence is drawn from one specific system (this KB) plus one independent practitioner report (Koylanai, 80+ files) and one commercial system (Fintool). The note does hedge later (""This isn't a files-forever position""), but the title and opening present the conclusion as established rather than as a position supported by limited evidence. The note's own Graphiti section demonstrates a genuine counterexample, which further suggests the title overstates."
human-writing-structures-transfer-to-llms-because-failure-modes-overlap.md,2,1,"Confidence miscalibration, Unbridged cross-domain evidence","The note states ""they get distracted by irrelevant context, they conflate evidence with opinion, they skip qualifications when the argument feels strong"" as established fact, but these are informal characterizations rather than cited empirical findings. The Lampinen source establishes content effects on reasoning accuracy, not specifically ""getting distracted"" or ""skipping qualifications."" The note then uses these asserted failures as load-bearing premises for the transfer argument without grounding each one."
inspectable-substrate-not-supervision-defeats-the-blackbox-problem.md,2,1,"Confidence miscalibration, Proportion mismatch","The note presents its own analytical framework — the failure mode mapping table, the claim that substrate inspectability is the decisive property — with the same assertoric force as Chollet's original observation. ""The blackbox analogy holds only if the output substrate is opaque"" is stated as fact, but it is the note's own thesis, not an established finding. Similarly, ""Every mitigation relies on the same property: the artifact is inspectable. You can write a test for a function. You can't write a test for a weight"" presents a contested claim (that inspectability fully defeats the blackbox problem) as a settled conclusion. The title itself — ""defeats the blackbox problem"" — asserts complete resolution where the note only demonstrates that mitigations exist."
scenarios.md,2,1,"Confidence miscalibration, Proportion mismatch","The note presents its two-scenario taxonomy (""Upstream change analysis"" and ""Proposing our own changes"") as if it exhaustively covers what the knowledge system is used for. The opening line asks ""What do we actually use the knowledge system for?"" and the implicit answer is: these two things. But there is no hedge indicating these are the primary or initial scenarios rather than a complete enumeration. If more scenarios exist (e.g., onboarding, audit, knowledge maintenance), the framing overstates coverage."
stale-indexes-are-worse-than-no-indexes.md,2,1,"Source residue, Confidence miscalibration","The Defenses section references system artifacts that are specific to an earlier version of this KB's architecture and no longer exist. ""`areas:` frontmatter field is the first defense — it declares index membership at creation time"" — the `areas:` field has been replaced by `tags:` per ADR 004. ""`docs/indexes.md` serves this purpose"" — no `docs/indexes.md` file exists in the repository. ""The /connect skill's Phase 5 reads `docs/indexes.md`"" — references the same nonexistent file. ""Topics footer"" — removed per ADR 004. These are not illustrative examples; they are presented as the note's concrete defense mechanisms, and they point to infrastructure that doesn't exist."
needs-testing.md,1,3,Proportion mismatch,"The note's two sections are drastically unequal. ""Extract, connect, review cycle"" gets substantial treatment (pipeline description, assessment of where value is created, cross-reference to the aspirational learning loop), while ""Input classification before processing"" gets two sentences with no examples, no elaboration, and no links. The note's purpose is to collect ideas that need testing, so each entry should have enough substance to make the test actionable. Input classification is currently too thin to act on."
agents-navigate-by-deciding-what-to-read-next.md,1,2,Anthropomorphic framing,"The note consistently uses ""she/her"" pronouns and human-like agency language for agents: ""An agent has a task and needs information she doesn't yet have,"" ""lets her judge without paying that cost,"" ""the agent knows both what's there and why it matters before deciding."" While the note's title uses ""agents"" generically, the body reads as if describing a human researcher rather than an LLM-based agent. Verbs like ""knows,"" ""decides,"" and ""judge"" attribute cognitive capacities without qualification."
bitter-lesson-boundary.md,1,2,Confidence miscalibration,"The core framework — ""specs that are the problem"" vs ""theories about the problem"" — is the note's own analytical construction, but it is presented with the language of established fact: ""The difference isn't scope — it's whether the specification fully captures the problem."" The same applies to ""It's irrational to bet on emergent reliability via scale when deterministic code gives you perfect correctness at near-zero cost"" — the word ""irrational"" is very strong, and the note's own later section (""you often can't tell which side of the boundary you're on until scale tests the distinction"") acknowledges the boundary is hard to identify in practice."
document-classification.md,1,2,Confidence miscalibration,"The note states ""A document has exactly one type"" as a hard rule, and describes `structured-claim` as having a ""promotion path"" from `note` — ""when a note's argument matures enough to fill Evidence/Reasoning sections, it earns the type."" The word ""earns"" anthropomorphizes the document and smuggles in an evaluative judgment about maturity without stating the criteria. More importantly, the promotion path framing asserts a process convention as established fact, but it is this note's own construction. No source or ADR is cited for the promotion workflow."
agents-md-should-be-organized-as-a-control-plane.md,1,1,Confidence miscalibration,"The note presents the three-layer model (Invariants / Routing / Escalation boundaries) and the two-variable placement framework (loading frequency x failure cost) as established architecture rather than a proposed decomposition. Phrases like ""Two variables determine placement"" and the definitive ""Placement rule:"" assert a framework the note itself constructs. The layers are the note's own taxonomy, not cited from an external source, yet they receive no hedging."
capability-placement-should-follow-autonomy-readiness.md,1,1,Confidence miscalibration,"The decision rule section presents a three-tier taxonomy (""Ready for autonomous use,"" ""Reusable but not autonomous-ready,"" ""Exploratory or unstable"") as if it were established methodology: ""The organizing variable is **autonomy readiness**."" This is the note's own proposed framework, but nothing flags it as proposed. The language asserts rather than proposes (""Capability placement is a separate decision,"" ""The organizing variable is,"" the imperative arrows in the decision rule)."
codification.md,1,1,Confidence miscalibration,"""It is a phase transition — the nature of the artifact changes fundamentally."" This asserts a strong claim (phase transition) as established fact. The note is defining its own conceptual framework — the constraining spectrum with codification as the far end — so this is the note's own construction. But ""phase transition"" borrows from physics where it has precise meaning (discontinuity in a derivative of a thermodynamic potential). Here it is used metaphorically without flagging that it's a proposed analogy. The sentence reads as a discovered fact rather than a chosen framing."
continuous-learning-requires-durability-not-weight-updates.md,1,1,Confidence miscalibration,"The note presents its own interpretive argument — that Simon's definition extends to symbolic artifacts — using assertive language normally reserved for established findings. ""Simon's definition is satisfied regardless of the medium"" and ""The important boundary is **ephemeral vs durable**, not **weights vs not-weights**"" both state conclusions of the note's own reasoning as settled facts. The reframing is the note's original contribution, but the prose does not signal that it is proposed rather than received."
instruction-specificity-should-match-loading-frequency.md,1,1,Confidence miscalibration,"The four-level loading hierarchy is presented as definitive (""The loading hierarchy"") but it is a design pattern specific to this project's architecture, not an established general framework. The numbered list with bold labels and the definite article reads as a canonical taxonomy rather than one observed decomposition. Compare: ""The loading hierarchy"" (asserts) vs. ""A loading hierarchy this system uses"" (proposes)."
learning-substrates-backends-and-artifact-forms.md,1,1,Confidence miscalibration,"The note introduces its own three-level taxonomy (substrate class / backend / artifact form) and presents it with assertive language throughout: ""The primary split is substrate class,"" ""The three-level split prevents category mistakes that keep recurring,"" ""Conflating the three makes the comparison space blurry."" This is the note's own analytical construction — it is not cited from any source and not flagged as proposed. The taxonomy is defensible, but the phrasing treats it as the definitive decomposition rather than one useful decomposition."
periodic-kb-hygiene-should-be-externally-triggered-not-embedded-in-routing.md,1,1,Confidence miscalibration,"The note asserts ""Routing instructions are loaded every session"" and ""Periodic hygiene checks are different. They are low-frequency operational maintenance and are typically triggered by something external"" as settled facts. These are design choices specific to this KB's architecture, not universal truths, yet they are stated without hedging or attribution. The routing/operations distinction is the note's own construction and could be flagged as a proposed decomposition rather than an established one."
two-kinds-of-navigation.md,1,1,Confidence miscalibration,"""There are two ways to move through a knowledge base"" asserts an exhaustive two-part taxonomy as established fact. This is the note's own decomposition, not a cited framework. The phrasing forecloses other navigation modes (e.g., temporal browsing, tag faceting, backlink traversal) without acknowledging the simplification."
maintenance-operations-catalogue-should-stage-distillation-into-instructions.md,0,1,,
