note,review_type,level,note_warn_count,check_warn_count,check,finding
constraining-during-deployment-is-continuous-learning.md,prose-review,WARN,2,34,Confidence miscalibration,"""covers most of what deployed systems need"" in the final paragraph is an unhedged empirical claim with no supporting evidence. The note is careful elsewhere to scope constraining as a subset (""this note is therefore a subset claim""), but this sentence reasserts dominance over the broader space without grounding."
constraining.md,prose-review,WARN,2,34,Confidence miscalibration,"The note presents its own taxonomy — the constraining spectrum, the orthogonality claim, the constrain/relax cycle as a ""learning cycle"" — with fully assertive language throughout. ""Constraining is a gradient, not a single operation."" ""Constraining and distillation are orthogonal."" ""The cycle isn't maintenance — it's how the system adapts."" These are the note's own theoretical constructions, not cited results. The Prior work section surveys related ideas but explicitly disclaims systematic grounding (""This survey is from the agent's training data, not systematic""). The core framework is proposed, but the prose reads as established."
distillation.md,prose-review,WARN,2,34,Confidence miscalibration,"""Distillation creates something new from something larger"" and ""Most KB learning is distillation"" (section ""The dominant mechanism in knowledge work"") are asserted as fact, but these are the note's own framework claims, not established results. The note introduces a specific decomposition (distillation vs constraining as co-equal, orthogonal mechanisms) that is original to this KB, yet the language throughout treats it as settled — ""one of two co-equal learning mechanisms,"" ""constraining and distillation are orthogonal,"" ""creation matters more than hardening."" No hedging signals that this is a proposed model rather than a consensus position."
document-types-should-be-verifiable.md,prose-review,WARN,2,34,Confidence miscalibration,"The section ""What went wrong with flat types"" asserts ""half the notes were 'design'"" as a factual claim about the KB's historical state. This is presented as established fact but reads as an approximation or recollection — no data is cited. If this is a rough estimate, language like ""a large fraction"" or ""many of the notes"" would better match the epistemic status."
ephemeral-computation-prevents-accumulation.md,prose-review,WARN,2,34,Confidence miscalibration,"""Ephemeral computation is the deliberate refusal to codify. It stays permanently in the stochastic regime, re-deriving solutions each time."" This frames the note's own conceptual construction — positioning ephemerality as the anti-codification endpoint — as established fact. The ephemeral/codification spectrum is the note's own model, yet the language asserts it without hedging (""is the deliberate refusal,"" ""stays permanently""). More precisely, calling ephemerality a ""deliberate refusal"" attributes intentionality to a system design choice that may simply be an unconsidered default — many ephemeral systems are ephemeral not by deliberate refusal but because persistence was never built. The framing loads a claim about design intent that the note does not defend."
files-not-database.md,prose-review,WARN,2,34,Confidence miscalibration,"The title ""Files beat a database for agent-operated knowledge bases"" and opening ""The temptation as a KB grows is to move to a database"" assert a general claim about all agent-operated knowledge bases, but the evidence is drawn from one specific system (this KB) plus one independent practitioner report (Koylanai, 80+ files) and one commercial system (Fintool). The note does hedge later (""This isn't a files-forever position""), but the title and opening present the conclusion as established rather than as a position supported by limited evidence. The note's own Graphiti section demonstrates a genuine counterexample, which further suggests the title overstates."
human-writing-structures-transfer-to-llms-because-failure-modes-overlap.md,prose-review,WARN,2,34,Confidence miscalibration,"The note states ""they get distracted by irrelevant context, they conflate evidence with opinion, they skip qualifications when the argument feels strong"" as established fact, but these are informal characterizations rather than cited empirical findings. The Lampinen source establishes content effects on reasoning accuracy, not specifically ""getting distracted"" or ""skipping qualifications."" The note then uses these asserted failures as load-bearing premises for the transfer argument without grounding each one."
inspectable-substrate-not-supervision-defeats-the-blackbox-problem.md,prose-review,WARN,2,34,Confidence miscalibration,"The note presents its own analytical framework — the failure mode mapping table, the claim that substrate inspectability is the decisive property — with the same assertoric force as Chollet's original observation. ""The blackbox analogy holds only if the output substrate is opaque"" is stated as fact, but it is the note's own thesis, not an established finding. Similarly, ""Every mitigation relies on the same property: the artifact is inspectable. You can write a test for a function. You can't write a test for a weight"" presents a contested claim (that inspectability fully defeats the blackbox problem) as a settled conclusion. The title itself — ""defeats the blackbox problem"" — asserts complete resolution where the note only demonstrates that mitigations exist."
link-contracts-framework.md,prose-review,WARN,2,34,Confidence miscalibration,"The note presents its entire framework — the five ""click decision"" questions, the link intent taxonomy, the annotated link pattern, the five rules — with full assertion: ""Every link needs to earn a 'click decision',"" ""Five rules that work."" None of this is cited from a source. The taxonomy (Definition, How-to, Reference, Example, Rationale, Evidence, Tool, Related, Index/Hub) and the enforcement rules (""Every new term must link to a Definition once,"" ""Every instruction must link to a How-to"") are the note's own construction presented as established best practice. The subtitle ""source material"" and the line ""Received 2026-02-21"" suggest this came from an external source, but the source is never identified — so the reader cannot assess whether the confident framing is earned."
memory-management-policy-is-learnable-but-oracle-dependent.md,prose-review,WARN,2,34,Confidence miscalibration,"The note presents its own analytical frameworks as established fact rather than proposed interpretation. ""Memory management decomposes into selection and distillation"" (takeaway 1) is the note's own mapping of AgeMem operations onto KB vocabulary, but it is stated as a discovery (""What AgeMem teaches us""). Similarly, ""Composition policy is the hard part"" (takeaway 2) asserts a general principle from one system's results. The reach-gradient analysis (""None of this produces knowledge with reach"") and the classification of LTM Add as ""accumulation at the low-reach end"" are the note's own theoretical framing applied to AgeMem, not claims AgeMem itself makes."
scenarios.md,prose-review,WARN,2,34,Confidence miscalibration,"The note presents its two-scenario taxonomy (""Upstream change analysis"" and ""Proposing our own changes"") as if it exhaustively covers what the knowledge system is used for. The opening line asks ""What do we actually use the knowledge system for?"" and the implicit answer is: these two things. But there is no hedge indicating these are the primary or initial scenarios rather than a complete enumeration. If more scenarios exist (e.g., onboarding, audit, knowledge maintenance), the framing overstates coverage."
spec-mining-as-codification.md,prose-review,WARN,2,34,Confidence miscalibration,"""The calculator surface grows monotonically"" (end of Concrete workflow, step 5) asserts a mathematical property — monotonic growth — as fact. This is only true if mined specs are never removed, which the Risks section itself contradicts: specs that ""break under distribution shift"" are ""candidates for relaxing, not permanent codification."" The note's own framework allows the calculator surface to shrink."
specification-level-separation-recovers-scoping-before-it-recovers-error-correction.md,prose-review,WARN,2,34,Confidence miscalibration,"The three-level regime (flat prompting / specification-level separation / architectural separation) is the note's own construction, but it is presented with assertive taxonomy framing: ""This creates an intermediate regime:"" followed by a definitional list. No hedging marks it as a proposed decomposition. Similarly, the claim ""This ordering — scoping first, error correction second — is specific to specification-level approaches"" asserts a general ordering rule derived from a single case."
stale-indexes-are-worse-than-no-indexes.md,prose-review,WARN,2,34,Confidence miscalibration,"The Defenses section presents a specific four-part defense architecture (""At creation time,"" ""At connection time,"" ""Deterministic check,"" ""What remains unjudgeable"") as if it is established and operational. Three of these four defenses reference nonexistent infrastructure (`docs/indexes.md`, the `areas:` field). The note asserts these as active defenses — ""The `areas:` frontmatter field *is* the first defense,"" ""`docs/indexes.md` *serves* this purpose"" — using present tense for mechanisms that either never existed or have been superseded. This reads as an established system description when it is closer to a historical snapshot or a design proposal."
text-testing-framework.md,prose-review,WARN,2,34,Confidence miscalibration,"The note presents a detailed seven-section framework — contracts, test pyramid, metamorphic tests, corpus compatibility, production workflow, failure modes, minimal checklist — entirely with assertive framing (""Software tests work because there's a spec,"" ""Once you have contracts, you can test them,"" the numbered production workflow as a definitive pipeline). The title calls this ""source material"" and the opening says ""Full framework for automated testing of text artifacts, received 2026-02-21,"" but there is no attribution of who produced it or what evidence backs the specific decompositions. The framework reads as authoritative yet its provenance is opaque."
what-cludebot-teaches-us.md,prose-review,WARN,2,34,Confidence miscalibration,"The ""Worth adopting now"" section uses assertive framing for proposals that have not been tested. ""Active contradiction surfacing"" is presented with ""A KB that only surfaces agreement becomes quietly overconfident"" — this states a consequence as fact without evidence. Similarly, ""Consolidation passes"" asserts ""As the KB grows past 300-400 notes, this becomes important to prevent fragmentation"" — a specific threshold presented as established when it is a guess. These are the note's own proposals, not findings from cludebot, but the language does not flag them as proposed."
agent-statelessness-makes-routing-architectural-not-learned.md,prose-review,WARN,2,19,Proportion mismatch,"The core claim is in the title: routing is architectural, not learned. The section that carries the most weight for this claim is the opening (untitled) section plus ""Progressive disclosure replaces navigation intuition"" — together roughly 250 words. ""The degradation cliff"" and ""Source vs. compiled"" each get comparable or greater development (~200 and ~200 words respectively), but they are consequences of the core claim rather than the claim itself. The ""Source vs. compiled"" section in particular develops a source-code/compiled-artifact metaphor at length that, while valuable, is arguably a separate note's worth of content (the compilation pattern, quality criteria for source vs. compiled, the relationship to instruction specificity). The core insight — that the agent never develops navigation intuition — is established quickly and then the note moves on to downstream implications that receive more development than the motivating argument."
agentic-systems-interpret-underspecified-instructions.md,prose-review,WARN,2,19,Proportion mismatch,"The core claim is the two-phenomena distinction (title, opening framing). The section that carries the most weight for this claim — ""Two Distinct Phenomena"" plus ""Indeterminism obscures the real difference"" — is roughly 280 words. The ""Constraining and Relaxing"" section, which is a design consequence rather than the core claim, runs roughly 480 words (including its three subsections). The practical implications of the framework receive nearly twice the space of the framework itself. The ""Why constrain?"" subsection (Cost / Latency / Reliability) is a bullet-point enumeration that could live in the linked constraining.md note rather than being developed at length here."
automated-tests-for-text.md,prose-review,WARN,2,19,Proportion mismatch,"The core claim is that text can be tested like software using a pyramid of checks. The note's most important idea — what each level actually does and how they compose — gets a single bullet list with one-line descriptions per level. Meanwhile, the paragraph on prompt-vs-artifact testing and the doubled testing surface gets substantially more development (the entire second half of the note). The pyramid itself, which is what other notes cite this note for (both `document-types-should-be-verifiable.md` and `programming-practices-apply-to-prompting.md` reference ""the text testing pyramid""), is underdeveloped relative to the secondary testing-surface argument."
claim-notes-should-use-toulmin-derived-sections-for-structured-argument.md,prose-review,WARN,2,19,Proportion mismatch,"The core claim is that Toulmin-derived sections should be adopted as a base type. The section that carries the most weight for this claim is Evidence (showing the convergence) and the first part of Reasoning (explaining why the convergence matters). Evidence gets roughly 120 words across four numbered points. Meanwhile, Reasoning's sub-sections — ""Why a base type, not a trait,"" ""Why structured-claim, not claim,"" ""The promotion path,"" and ""Evidence vs Reasoning (from Toulmin)"" — collectively run to roughly 400 words, and the section template plus the mapping table and check lists add another 250 words. The operational/naming/migration detail substantially outweighs the argument for the core claim."
constraining-and-distillation-both-trade-generality-for-reliability-speed-and-cost.md,prose-review,WARN,2,19,Proportion mismatch,"The note's title claims parity between the two mechanisms — ""both trade generality for reliability, speed, and cost."" But the constraining section gets two substantial paragraphs with a concrete example (LLM validation check → Python script) and a discussion of the full spectrum, while the distillation section gets two shorter paragraphs with a more abstract example (fifteen methodology notes → skill). The constraining section does more argumentative work; the distillation section mostly restates what the distillation definition note already says. Given the title promises equal treatment, the distillation half is underdeveloped."
constraining.md,prose-review,WARN,2,19,Proportion mismatch,"The note's title claim is that constraining narrows the interpretation space. The section that carries the most weight for this claim — the opening paragraph — is roughly 100 words. The ""Relationship to distillation"" section, which is about how constraining relates to a different concept, runs roughly 130 words plus a 2x2 table. The ""Prior work"" section, which is a literature survey, runs roughly 120 words plus a TODO disclaimer. The core mechanism gets one paragraph of development while the relationship to a sibling concept and a self-admittedly unsystematic literature survey each receive comparable or greater space. The constraining spectrum table partially compensates, but the conceptual development of *why* narrowing the interpretation space matters — the mechanism itself — is thin relative to the framing apparatus around it."
distillation.md,prose-review,WARN,2,19,Proportion mismatch,"The core claim is that distillation is ""compressing knowledge for a specific task under a context budget."" The section that carries the most weight for that claim — ""How distillation works"" — is well-developed (~270 words of prose plus a table). However, ""The dominant mechanism in knowledge work"" (~90 words) makes the bold claim that distillation is the primary learning mechanism AND that ""creation matters more than hardening,"" yet gives only a single-cycle sketch as support. This is the note's strongest and most consequential claim and it gets the thinnest treatment."
document-types-should-be-verifiable.md,prose-review,WARN,2,19,Proportion mismatch,"The core claim is in the title: document types should be verifiable. The section that carries the most weight for this claim — ""What 'verifiable' means"" — is the shortest substantive section (two short paragraphs). Meanwhile ""Base types + traits"" and ""Programming language parallels"" together receive significantly more development. The design solution (base types + traits) is important but is an application of the verifiability principle, not the principle itself. The note's center of gravity sits on the solution rather than the argument for the principle."
files-not-database.md,prose-review,WARN,2,19,Proportion mismatch,"The core claim is ""premature schema commitment"" — the note's own framing elevates this as ""the deeper reason"" beyond the practical arguments. Yet the ""Premature schema commitment"" section (~150 words of original argument) is shorter than the ""Where the trade-off tips: Graphiti"" section (~200 words) and roughly equal to the opening bullet list (~130 words of practical arguments that the note itself calls secondary). The load-bearing argument gets the least development."
inspectable-substrate-not-supervision-defeats-the-blackbox-problem.md,prose-review,WARN,2,19,Proportion mismatch,"The core claim is that inspectable substrate (not supervision) is what defeats the blackbox problem. The section that carries this argument — ""Where the framing breaks"" — is a single short paragraph (two paragraphs, ~100 words). The failure mode mapping table and ""The real question"" section together receive roughly equal or greater word count, yet they are supporting material. The load-bearing argument (why inspectability is the decisive property, and why supervision is not) gets thin treatment compared to the downstream consequences."
memory-management-policy-is-learnable-but-oracle-dependent.md,prose-review,WARN,2,19,Proportion mismatch,"The core claim is in the title: memory management policy is learnable but oracle-dependent. The oracle-dependence argument (""Why it works: the oracle"") gets one short paragraph. The substrate comparison (""How it stores what it learns: split substrate"") gets three substantial paragraphs, and the comparison section (""Comparison to KB learning"") gets three more. The oracle section carries the title's load but is the thinnest section in the note. The split-substrate discussion, while valuable, is a secondary observation that dominates the note's real estate."
scenarios.md,prose-review,WARN,2,19,Proportion mismatch,"The first scenario (""Upstream change analysis"") gets substantially more development than the second (""Proposing our own changes""). The upstream section includes a detailed breakdown of what step 4 requires (scan code, read notes, find prior decisions) and poses a concrete evaluation question. The ""Proposing our own changes"" section ends with a single sentence summarizing the knowledge system's role (""what have we already decided, what constraints exist, what prior art is relevant"") without the same depth. Given that the note frames both scenarios as equally important use cases, the second one is underdeveloped relative to the first."
spec-mining-as-codification.md,prose-review,WARN,2,19,Proportion mismatch,"The core claim is that spec mining is codification's operational mechanism — the ""how"" of converting blurry-zone components into calculators. The section that most directly serves this claim is ""The pattern"" (4 steps, ~100 words). Meanwhile ""Why this matters for the bitter lesson boundary"" (~150 words) and ""Concrete workflow"" (~150 words including the extended Lopopolo paragraph) each get comparable or greater treatment, and the Lopopolo production example alone is nearly as long as the core pattern section. The load-bearing section (""The pattern"") is thinner than its downstream applications."
text-testing-framework.md,prose-review,WARN,2,19,Proportion mismatch,"The note's title foregrounds ""framework"" and the description highlights ""contracts per document type, test pyramid, production workflow."" The contracts section (Section 1) and the test pyramid (Section 2) receive the most development, which is appropriate. However, Section 3 (""Testing meaning indirectly"") introduces metamorphic testing and claim extraction — arguably the hardest and most novel part of text testing — in a terse bullet list with no explanation of how any of these techniques actually work. Meanwhile Section 4 (""Compatibility with a collection of texts"") covers corpus-level checks with similar brevity but is less central. The load-bearing novelty (how do you test meaning?) gets thinner treatment than the more familiar structural/rubric layers."
title-as-claim-enables-traversal-as-reasoning.md,prose-review,WARN,2,19,Proportion mismatch,"The core claim — that claim-titled notes enable traversal-as-reasoning — is developed across a brief opening section (~7 lines) and the ""Why it works"" section (~12 lines of prose plus a 3-item bullet list). The boundary analysis in ""Where it breaks: multi-claim documents"" is substantially longer (~20 lines of prose plus a table plus a multi-line discussion of definitional notes and the two-layer coexistence). The exception analysis receives more development than the primary mechanism. The note's title promises a positive claim (""enables traversal as reasoning""), but the longest section is about where it does not work."
unified-calling-conventions-enable-bidirectional-refactoring.md,prose-review,WARN,2,19,Proportion mismatch,"The core claim is that unified calling conventions enable bidirectional refactoring. The section that most directly argues this — ""Why this matters for constraining"" — is roughly equal in length to ""The scheduler layer,"" which addresses an orthogonal concern (imperative vs. declarative orchestration). The scheduler comparison is interesting but doesn't advance the title claim; it's about control-flow style, not calling conventions. It occupies roughly a quarter of the body and dilutes the focus."
what-cludebot-teaches-us.md,prose-review,WARN,2,19,Proportion mismatch,"The note's title is ""What cludebot teaches us,"" implying the core value is what to borrow. The ""Worth adopting now"" section (~180 words) carries the most actionable weight, yet ""What we already have"" (~200 words) and ""Watch for as the KB grows"" (~200 words) are at least as long, and ""What to skip"" (~130 words) is substantial too. The ""already have"" section adds no new capability — it is confirmation, not instruction. Meanwhile ""active contradiction surfacing,"" the most concrete and implementable recommendation, gets only ~70 words of development (less than the ""molecular metaphor"" dismissal in ""What to skip"")."
agentic-systems-interpret-underspecified-instructions.md,prose-review,WARN,2,8,Source residue,"The note claims broad generality (""A theoretical framing for LLM-based agentic systems"") but several examples are narrowly from software engineering without being framed as illustrative: ""Refactor for Readability"" (a coding assistant task), ""sanitize_filename()"" (a file-renaming agent), ""is '2024-03' a date or a version?"" These read as the natural examples of the author's domain rather than chosen illustrations. The ""Refactor for Readability"" section heading and walkthrough (extract helper functions, rename variables, restructure control flow, add comments) are all code-specific. A reader outside software engineering could miss that the framework applies to their domain."
ephemeral-computation-prevents-accumulation.md,prose-review,WARN,2,8,Source residue,"The note claims general scope — its title addresses ""ephemeral computation"" and ""accumulation"" without domain restriction — but the only concrete system named is ""Recursive Language Models (RLMs)."" The fork section introduces RLMs as though they are the canonical example of ephemeral systems, yet RLMs are a niche research construct not widely known. The note never names another ephemeral system (serverless functions, shell pipelines, Jupyter notebooks used without saving, etc.), which makes the general framing lean heavily on a single domain-specific reference. The RLM framing also leaks into the conceptual structure: ""the LLM writes code, the REPL executes it, the result feeds back into the conversation, and the code disappears"" is an RLM-specific workflow presented as though it typifies all ephemeral computation."
learning-is-not-only-about-generality.md,prose-review,WARN,2,8,Source residue,"The table in ""Generality"" (lines 17-24) uses exclusively KB-domain examples: ""Fix a typo,"" ""Sharpen a description,"" ""Add a connection,"" ""Define structured sections for a type,"" ""Every related-system note gets consistent structure,"" ""The verifiability gradient changes how everything constrains."" The title and opening paragraph claim a general insight about learning (""People equate learning with generality...""), but the entire scope table is drawn from knowledge-base operations. A reader arriving from the learning-theory tag would expect domain-neutral or multi-domain illustration. The KB examples are legitimate, but without framing (""In a knowledge base, for instance..."") or at least one non-KB example row, the table reads as a KB-specific taxonomy rather than a general learning claim illustrated through a KB."
learning-is-not-only-about-generality.md,prose-review,WARN,2,8,Source residue,"The opening paragraph's example ""A system that can now multiply without hallucinating has learned"" is an LLM-specific illustration (hallucination is an LLM term) dropped into a paragraph that frames the claim as general. This is mild — most readers in the expected audience will understand it — but it's a domain assumption embedded in what presents as a universal statement."
specification-level-separation-recovers-scoping-before-it-recovers-error-correction.md,prose-review,WARN,2,8,Source residue,"The note claims to identify an intermediate regime applicable to specification-level separation in general, but the entire argument is built through a single concrete system — OpenProse — whose specific artifacts leak into the framing as structural elements rather than illustrative examples. References like ""`.prose` files,"" ""`prose compile`,"" ""`prose.md`,"" ""`compiler.md`,"" ""`**...**` conditions,"" and ""agent memory files"" are OpenProse-specific implementation details presented as the substance of the argument rather than as one instance of a general pattern. The note does not frame these as ""for instance, in OpenProse..."" — it uses them as the primary evidence throughout. A reader unfamiliar with OpenProse gets a case study rather than the general intermediate-regime claim the title promises."
stale-indexes-are-worse-than-no-indexes.md,prose-review,WARN,2,8,Source residue,"The Defenses section references system artifacts that are specific to an earlier version of this KB's architecture and no longer exist. ""`areas:` frontmatter field is the first defense — it declares index membership at creation time"" — the `areas:` field has been replaced by `tags:` per ADR 004. ""`docs/indexes.md` serves this purpose"" — no `docs/indexes.md` file exists in the repository. ""The /connect skill's Phase 5 reads `docs/indexes.md`"" — references the same nonexistent file. ""Topics footer"" — removed per ADR 004. These are not illustrative examples; they are presented as the note's concrete defense mechanisms, and they point to infrastructure that doesn't exist."
title-as-claim-enables-traversal-as-reasoning.md,prose-review,WARN,2,8,Source residue,"The opening example uses a domain-specific claim title — ""approvals guard against LLM mistakes not active attacks"" — that belongs to a security/approval-system domain entirely unrelated to the note's topic (knowledge management, note titling). The example is presented in a blockquote without any framing that identifies it as an illustrative example from a different domain. A reader encountering this note for the first time may wonder what approvals and security boundaries have to do with note-taking conventions."
unified-calling-conventions-enable-bidirectional-refactoring.md,prose-review,WARN,2,8,Source residue,"The note claims to be about a general architectural principle — ""unified calling conventions enable bidirectional refactoring between neural and symbolic"" — but the body is tightly coupled to one implementation. Phrases like ""`.agent` files,"" ""YAML frontmatter (type signature) plus system prompt (implementation),"" ""Python functions with type annotations,"" and the `ticket_classifier` example are all llm-do specifics. The title promises an architectural insight; the body reads closer to an llm-do design document. The ""mechanism"" section especially has no separation between the general principle and the llm-do instance."
agent-context-is-constrained-by-soft-degradation-not-hard-token-limits.md,prose-review,WARN,2,3,Orphan references,"""Context windows have grown roughly 30x per year since mid-2023"" — this is a specific empirical claim with no source citation. It appears mid-paragraph as if it were common knowledge, but the growth rate is precise enough to need attribution. If the number is approximate, the precision of ""30x per year"" overstates the confidence; if it's sourced, the source should be cited."
constraining-during-deployment-is-continuous-learning.md,prose-review,WARN,2,3,Orphan references,"DSPy and ProTeGi are named as systems that ""automate one slice of constraining"" but neither is cited with a source, paper, or link. A reader encountering these names has no way to verify the characterization or follow up."
link-contracts-framework.md,prose-review,WARN,2,3,Orphan references,"The note states ""Received 2026-02-21"" and ""Saved as reference for when we start building concrete link practices."" This implies the content was received from an external source, but no source is identified — no author, no URL, no system, no conversation reference. The entire note is orphaned provenance: it signals that it came from somewhere without saying where."
human-writing-structures-transfer-to-llms-because-failure-modes-overlap.md,prose-review,WARN,2,2,Unbridged cross-domain evidence,"The sentence ""Chain-of-thought prompting reduces content bias by improving performance on abstract/unfamiliar conditions without degrading familiar ones"" is presented as established, and then the note bridges to ""the structured templates in this KB (Toulmin sections, Evidence/Reasoning/Caveats) may work by a similar mechanism."" The bridge assumes that structured templates in a knowledge base operate by the same mechanism as chain-of-thought prompting, but these are quite different interventions — CoT adds intermediate reasoning steps at inference time, while Toulmin templates constrain the shape of stored text. The ""similar mechanism"" claim needs a stronger bridge explaining why constraining written structure would produce the same content-debiasing effect as prompting for step-by-step reasoning."
agents-md-should-be-organized-as-a-control-plane.md,prose-review,WARN,1,34,Confidence miscalibration,"The note presents the three-layer model (Invariants / Routing / Escalation boundaries) and the two-variable placement framework (loading frequency x failure cost) as established architecture rather than a proposed decomposition. Phrases like ""Two variables determine placement"" and the definitive ""Placement rule:"" assert a framework the note itself constructs. The layers are the note's own taxonomy, not cited from an external source, yet they receive no hedging."
bitter-lesson-boundary.md,prose-review,WARN,1,34,Confidence miscalibration,"The core framework — ""specs that are the problem"" vs ""theories about the problem"" — is the note's own analytical construction, but it is presented with the language of established fact: ""The difference isn't scope — it's whether the specification fully captures the problem."" The same applies to ""It's irrational to bet on emergent reliability via scale when deterministic code gives you perfect correctness at near-zero cost"" — the word ""irrational"" is very strong, and the note's own later section (""you often can't tell which side of the boundary you're on until scale tests the distinction"") acknowledges the boundary is hard to identify in practice."
capability-placement-should-follow-autonomy-readiness.md,prose-review,WARN,1,34,Confidence miscalibration,"The decision rule section presents a three-tier taxonomy (""Ready for autonomous use,"" ""Reusable but not autonomous-ready,"" ""Exploratory or unstable"") as if it were established methodology: ""The organizing variable is **autonomy readiness**."" This is the note's own proposed framework, but nothing flags it as proposed. The language asserts rather than proposes (""Capability placement is a separate decision,"" ""The organizing variable is,"" the imperative arrows in the decision rule)."
codification.md,prose-review,WARN,1,34,Confidence miscalibration,"""It is a phase transition — the nature of the artifact changes fundamentally."" This asserts a strong claim (phase transition) as established fact. The note is defining its own conceptual framework — the constraining spectrum with codification as the far end — so this is the note's own construction. But ""phase transition"" borrows from physics where it has precise meaning (discontinuity in a derivative of a thermodynamic potential). Here it is used metaphorically without flagging that it's a proposed analogy. The sentence reads as a discovered fact rather than a chosen framing."
