note,review_type,level,note_warn_count,check_warn_count,check,finding
inspectable-substrate-not-supervision-defeats-the-blackbox-problem.md,prose-review,WARN,6,19,Proportion mismatch,"The core claim is that inspectable substrate (not supervision) is what defeats the blackbox problem. The section that carries this argument — ""Where the framing breaks"" — is a single short paragraph (two paragraphs, ~100 words). The failure mode mapping table and ""The real question"" section together receive roughly equal or greater word count, yet they are supporting material. The load-bearing argument (why inspectability is the decisive property, and why supervision is not) gets thin treatment compared to the downstream consequences."
text-testing-framework.md,prose-review,WARN,6,19,Proportion mismatch,"The note's title foregrounds ""framework"" and the description highlights ""contracts per document type, test pyramid, production workflow."" The contracts section (Section 1) and the test pyramid (Section 2) receive the most development, which is appropriate. However, Section 3 (""Testing meaning indirectly"") introduces metamorphic testing and claim extraction — arguably the hardest and most novel part of text testing — in a terse bullet list with no explanation of how any of these techniques actually work. Meanwhile Section 4 (""Compatibility with a collection of texts"") covers corpus-level checks with similar brevity but is less central. The load-bearing novelty (how do you test meaning?) gets thinner treatment than the more familiar structural/rubric layers."
inspectable-substrate-not-supervision-defeats-the-blackbox-problem.md,semantic-review,WARN,6,16,Grounding,"The note claims ""The verifiability gradient is a candidate answer"" to Chollet's ""Keras of agentic coding"" question. The deploy-time-learning note defines the verifiability gradient as a spectrum from prompt tweaks to deterministic code, describing *what to harden and how much*. But Chollet's question asks for ""the optimal high-level abstractions for steering this process"" — an API/framework question, not a taxonomy question. The verifiability gradient is a conceptual lens for choosing hardness levels, not a set of abstractions that a developer would import and use. The note silently shifts the question from ""what will be the Keras"" (a usable framework) to ""what conceptual model organizes the space"" (a taxonomy). These are different kinds of answers. The gradient may inform the design of such a Keras, but equating the two is a scope mismatch."
inspectable-substrate-not-supervision-defeats-the-blackbox-problem.md,semantic-review,WARN,6,16,Grounding,"The Chollet tweet (https://x.com/fchollet/status/2024519439140737442) is not captured as a source snapshot in `kb/sources/`. The note paraphrases Chollet's argument — ""deployed without ever inspecting its internal logic, just as we ignore individual weights in a neural network"" is presented as a quote — but without the source available for verification, attribution accuracy cannot be fully checked. This is a process gap rather than an identified error."
stale-indexes-are-worse-than-no-indexes.md,semantic-review,WARN,6,16,Grounding,"Claim 6: ""`docs/indexes.md` serves this purpose — a single file listing all indexes with descriptions."" No `docs/indexes.md` file exists in the repository. The note presents this as a current, operational defense mechanism using present tense (""serves this purpose""), but the file has never existed at this path (or has been removed without trace). The /connect skill (SKILL.md) does not reference `docs/indexes.md` in its Phase 5 — Phase 5 is a reflection step that logs observations to `kb/log.md`, not an index-checking step. Claim 7 (""The /connect skill's Phase 5 reads `docs/indexes.md`"") is therefore doubly incorrect: Phase 5 does not check indexes, and the file it supposedly reads does not exist."
stale-indexes-are-worse-than-no-indexes.md,semantic-review,WARN,6,16,Grounding,"Claim 5: ""The `areas:` frontmatter field is the first defense."" The `areas:` field no longer exists anywhere in the KB. ADR 004 (status: proposed) replaced `areas:` with `tags:`. Every note in `kb/notes/` now uses `tags:`, not `areas:`. The defense mechanism described here is a historical artifact. Additionally, claim 8's deterministic check (""For every note with `areas: [X]`, verify it appears in the X index"") references the same superseded field. The entire Defenses section describes infrastructure that does not match the current system."
stale-indexes-are-worse-than-no-indexes.md,semantic-review,WARN,6,16,Grounding,"Claim 9 attributes the core observation to ""arscontexta methodology research"" with the quoted phrase ""stale navigation actively misleads because agents trust curated maps completely."" The arscontexta directory no longer exists in the repository (acknowledged as stale in `kb/notes/related-systems/arscontexta.md`). The arscontexta related-system note does not contain the quoted phrase or a paraphrase of it. The closest related concept found in the KB is the ""confidence trap"" mechanism identified in `kb/sources/what-spec-driven-development-gets-wrong-2025993446633492725.ingest.md`, which describes ""authoritative artifacts suppress fallback discovery when stale"" — but that ingest report was written *after* this note and cites this note, not the other way around. The attribution to arscontexta methodology research is unverifiable from within the current KB. The quoted claim may be accurate to a source that once existed locally but is no longer available."
stale-indexes-are-worse-than-no-indexes.md,prose-review,WARN,6,8,Source residue,"The Defenses section references system artifacts that are specific to an earlier version of this KB's architecture and no longer exist. ""`areas:` frontmatter field is the first defense — it declares index membership at creation time"" — the `areas:` field has been replaced by `tags:` per ADR 004. ""`docs/indexes.md` serves this purpose"" — no `docs/indexes.md` file exists in the repository. ""The /connect skill's Phase 5 reads `docs/indexes.md`"" — references the same nonexistent file. ""Topics footer"" — removed per ADR 004. These are not illustrative examples; they are presented as the note's concrete defense mechanisms, and they point to infrastructure that doesn't exist."
agent-statelessness-makes-routing-architectural-not-learned.md,semantic-review,WARN,5,59,Completeness,"The five-level loading hierarchy (CLAUDE.md -> skill descriptions -> skill bodies -> type templates -> methodology notes) omits conversation history / chat context as a loading layer. In practice, the agent's context includes prior turns, tool outputs, and user-provided instructions within the session. These are not routed through the hierarchy but occupy context and influence behavior. The hierarchy claims to be ""our concrete progressive disclosure system"" but describes only pre-authored layers, not runtime-accumulated context. This is a boundary case that sits between the enumerated items."
agent-statelessness-makes-routing-architectural-not-learned.md,semantic-review,WARN,5,59,Completeness,"The degradation model claims a binary cliff: ""KB-augmented -> generic."" This understates the real degradation landscape. An agent with partial routing loaded (e.g., CLAUDE.md present but a specific skill body missing) degrades into a partially-augmented agent, not a fully generic one. The note acknowledges partial routing produces ""confident execution with systematic errors"" (Design consequences, item 3), which is a third degradation state — neither fully KB-augmented nor fully generic. The cliff metaphor and the ""worse than no routing at all"" observation are in tension: the cliff implies two states, but the partial-routing failure mode implies a continuum (albeit a steep, hard-to-navigate one)."
agentic-systems-interpret-underspecified-instructions.md,semantic-review,WARN,5,59,Completeness,"The two-phenomena model claims to identify the ways ""LLM-based systems differ from traditional programs."" Boundary case: a traditional program given an ambiguous configuration file (e.g., a YAML config with a field that could be interpreted multiple ways) also faces semantic underspecification, and a traditional program using randomized algorithms also exhibits execution indeterminism. The note's implicit claim is that these phenomena are *characteristic* of LLM systems in a way they are not of traditional ones, but the note defines both phenomena in terms that are not exclusive to LLMs. The note partially addresses this by saying underspecification is ""a property of the specification language itself"" — but traditional systems also accept natural language specs (requirements documents) and face the same issue. What is distinctive is that LLMs operate *at runtime* on underspecified specs, whereas traditional systems resolve ambiguity at design time. The note gestures at this but never makes the temporal distinction explicit."
automated-tests-for-text.md,semantic-review,WARN,5,59,Completeness,"The three-level pyramid (Deterministic / LLM rubric / Corpus compatibility) is presented as a test pyramid analogy to software testing, but the analogy is structurally incomplete. A software test pyramid has unit/integration/E2E levels distinguished by scope and cost. The note's three levels mix the basis of distinction: ""deterministic"" is defined by check method (can it be automated without an LLM?), ""LLM rubric"" is defined by executor (needs an LLM), and ""corpus compatibility"" is defined by scope (cross-document). These are three different axes, not three levels of a single pyramid dimension. A deterministic corpus-wide check (e.g., global terminology consistency via grep) would sit at level 1 by method but level 3 by scope. The pyramid framing implies a single ordering dimension (cheap-to-expensive, narrow-to-wide) but the actual items don't consistently track one dimension."
automated-tests-for-text.md,semantic-review,WARN,5,59,Completeness,"The claim ""the pyramid above is all artifact testing"" excludes prompt testing from the pyramid, but the note's own linked source (storing-llm-outputs-is-constraining.md) explicitly describes prompt testing and artifact testing as ""complementary strategies"" and says ""Prompt testing tells you the distribution is worth sampling from. Artifact testing is the filter that makes a high-variance distribution usable."" The note acknowledges the distinction exists but offers no pyramid-equivalent framework for prompt testing. Boundary case: a test that runs the same writing instruction 5 times and checks variance across outputs. This is prompt testing, not artifact testing, and the pyramid has no place for it. The note flags the gap but doesn't resolve it, which leaves the ""test pyramid for text"" incomplete as a framework — it covers only half the testing surface identified by its own linked sources."
constraining-and-distillation-both-trade-generality-for-reliability-speed-and-cost.md,semantic-review,WARN,5,59,Completeness,"The note claims reliability, speed, and cost ""move together because the substrate changes"" (claim 4), but this causal explanation is specific to the calculator/codification case. The note itself provides a counter-pattern two paragraphs later: ""Constraining short of codification (storing outputs, writing conventions) also improves reliability and speed."" In that case the substrate does NOT change -- the artifact stays in natural language. The compound gains in those cases must have a different cause (e.g. removing re-interpretation overhead), but the note offers ""substrate change"" as the general explanation. The foundation note (learning-is-not-only-about-generality.md) is more careful, saying the compound dimensions ""often improve simultaneously"" and that codification is ""the clearest example."" The reviewed note promotes the codification-specific causal mechanism to a general principle."
constraining-and-distillation-both-trade-generality-for-reliability-speed-and-cost.md,semantic-review,WARN,5,59,Completeness,"The note's distillation section claims the distilled artifact is ""narrower than the source (less generality)."" Boundary case: a distilled artifact that reorganizes and synthesizes multiple sources can sometimes INCREASE generality by revealing patterns invisible in any single source. The distillation note itself acknowledges ""Discovery -- positing an abstraction and recognizing particulars as instances of it"" elsewhere in the KB. A distillation that discovers a cross-cutting pattern is narrower in volume but potentially wider in applicability. The claim that distillation always trades generality away is a simplification."
constraining-during-deployment-is-continuous-learning.md,semantic-review,WARN,5,59,Completeness,"""The extractable, testable subset that constraining handles covers most of what deployed systems need"" (para 6) is a strong quantitative claim (""most"") with no grounding. No cited source supports a proportion estimate. The developer study (Huang et al.) documents control strategies but says nothing about what fraction of deployed-system needs those strategies cover. The note's own prior paragraph acknowledges weight-based learning handles ""distributional knowledge (style, tone, world knowledge)"" — it is not obvious this is the minority case. For a style-sensitive application (marketing copy, creative writing, brand voice), distributional knowledge may be the majority of what the deployed system needs. This claim would benefit from either qualification (""covers a substantial share"") or evidence."
constraining-during-deployment-is-continuous-learning.md,semantic-review,WARN,5,59,Completeness,"The note lists the artifact forms that constitute constraining during deployment as ""prompts, schemas, evals, tools, and deterministic code"" (para 1), and later adds ""agent memory systems (Claude's memory files, Cursor rules, AGENTS.md conventions)"" (para 5). Boundary case: **retrieval-augmented generation (RAG) knowledge bases** — adding documents to a retrieval corpus durably changes the system's behavior distribution during deployment, is inspectable and rollbackable, and is arguably the most widespread form of deploy-time adaptation. RAG document curation does not clearly map to ""constraining"" as defined in the constraining.md foundation note (which defines constraining as narrowing the interpretation space). Adding a new document to a RAG corpus *expands* what the system can answer — it is accumulation, not narrowing. If RAG is excluded, the note's claim that constraining covers ""most of what deployed systems need"" becomes harder to sustain, since RAG-based adaptation is extremely common. If RAG is included, the note's use of ""constraining"" drifts from the foundation note's definition."
constraining.md,semantic-review,WARN,5,59,Completeness,"The constraining spectrum table lists five rows (store output, write description, create convention, add structured sections, extract deterministic function) but the note says ""constraining is a gradient, not a single operation."" The table presents discrete steps without acknowledging cases that sit between them. Specifically: **renaming a file to follow a naming convention** is both ""creating a convention"" and ""storing an output"" (the name is a committed interpretation). **Adding an eval or test harness** constrains behavior significantly (the linked note on methodology-enforcement-is-constraining.md covers hooks, which occupy exactly this middle ground) but does not appear in the spectrum table. The table reads as illustrative rather than exhaustive, but the absence of any qualifier (""e.g.,"" ""such as,"" ""key steps include"") makes it look like a complete enumeration. The linked underspecification note's own constraining discussion includes prompt restructuring and evals, which this note's spectrum table omits."
constraining.md,semantic-review,WARN,5,59,Completeness,"The note claims constraining and distillation are ""the two co-equal learning mechanisms"" (opening line). This is a scope claim (""two"" implies completeness). Boundary case: **pruning** (removing outdated or wrong artifacts from the KB) is a learning operation — the system's behavior changes because knowledge is removed. Pruning is neither distillation (no extraction/compression) nor constraining (no narrowing of interpretation space on a spec). It is closer to ""forgetting"" or ""unlearning."" The methodology-enforcement note itself observes that ""removals (23) and section deletions (2)"" occur, changing system behavior. If pruning is a third mechanism, the ""two co-equal"" framing is incomplete. If pruning is subsumed under one of the two, the note should explain how."
context-efficiency-is-the-central-design-concern-in-agent-systems.md,semantic-review,WARN,5,59,Completeness,"The six architectural responses omit tool-call offloading (moving computation out of context entirely), which is arguably the most fundamental response to context scarcity. The bounded-context orchestration model reference gestures at this, but the enumerated list is presented as the set of patterns context scarcity produces, and offloading to deterministic tools is absent as a named pattern. This is notable because the note's own linked bounded-context orchestration model note treats the symbolic-scheduler/bounded-call separation — which IS tool offloading — as the foundational architecture, yet the enumerated responses list does not include it."
document-types-should-be-verifiable.md,semantic-review,WARN,5,59,Completeness,"The base types table lists four types: `note`, `spec`, `review`, `index`. But the companion spec (document-classification.md) lists seven: `text`, `note`, `spec`, `review`, `index`, `adr`, `structured-claim`. The note itself later mentions `structured-claim` in the body (""What it called 'insight' becomes `structured-claim`..."") but never adds it to the base types table. A reader relying on the table as the definitive enumeration would miss `text`, `adr`, and `structured-claim` as base types. Since the note presents the table as the solution to the flat-types problem (""Instead of a flat enum, use a base type plus traits""), this looks like an incomplete enumeration rather than a deliberate simplification."
document-types-should-be-verifiable.md,semantic-review,WARN,5,59,Completeness,"The verifiability gradient (Section: The verifiability gradient) references a link to `deploy-time-learning-the-missing-middle.md` with the anchor text ""verifiability gradient,"" suggesting the concept originates there. However, the deploy-time-learning note's verifiability gradient is about grades of artifact hardening (restructured prompts -> structured output schemas -> prompt tests/evals -> deterministic modules). The note's verifiability gradient is about document type maturation (untyped note -> traits accumulate -> base type promoted). These are different gradients applied to different domains. The note frames its gradient as continuous with the deploy-time-learning gradient (""This connects to the verifiability gradient""), but the mapping is loose: document type promotion does not correspond to any specific grade in the deploy-time-learning table. The link implies tighter alignment than the sources support."
ephemeral-computation-prevents-accumulation.md,semantic-review,WARN,5,59,Completeness,"The binary fork (""keep the artifacts or discard them"") omits a significant intermediate: systems that generate artifacts, use them, and then selectively persist some while discarding others within a single run. The note acknowledges this later (""Most practical systems sit somewhere between"") but the opening framing in ""The fork"" section presents it as a clean binary: ""Systems that generate artifacts face a fork: keep the artifacts or discard them. The choice determines whether the system can learn across runs."" The spectrum acknowledgment in ""Ephemerality as anti-codification"" partially rescues this, but the title claim and opening paragraph both assert a binary that the body then softens. A reader who stops at ""The fork"" section gets a stronger claim than the note actually defends."
ephemeral-computation-prevents-accumulation.md,semantic-review,WARN,5,59,Completeness,"The three benefits of ephemerality (""No approval problem,"" ""No state management,"" ""No maintenance burden"") are introduced under a precondition that is easy to miss: ""restricting them to pure computation (no side effects)."" The benefits enumeration conflates two independent choices: (1) ephemeral vs. persistent artifacts and (2) pure computation vs. side-effecting computation. A system could persist artifacts that are pure computations (getting the maintenance burden but not the approval problem), or run ephemeral side-effecting computations (getting the approval problem but not the maintenance burden). The note bundles these as though ephemerality alone buys all three, but the precondition ""combined with restricting them to pure computation"" is doing significant load-bearing work that the enumeration items don't individually acknowledge."
files-not-database.md,semantic-review,WARN,5,59,Completeness,"The four-dimension tool-chain enumeration (versioning, browsing, agent access, infrastructure) claims ""a database migration doesn't just change storage — it replaces the entire tool chain"" then lists exactly four dimensions. This framing reads as exhaustive. But the note's own ""What actually breaks at scale"" section later identifies **query expressiveness** (""structured queries with scoring — the real gap"") as the dimension where files are weakest. That dimension is absent from the opening comparison, which means a reader who takes the bullet list as the full picture gets a biased framing — the strongest database advantage is introduced only later and in the defensive position of ""what breaks"" rather than in the balanced comparison frame. The note would be more honest if the opening enumeration acknowledged the query dimension where databases win."
files-not-database.md,semantic-review,WARN,5,59,Completeness,"The ""What actually breaks at scale"" section presents a closed list of three items. Boundary case: **concurrent multi-agent writes**. When multiple agents or processes write to the same file-based KB simultaneously, file locking, git merge conflicts, and race conditions become practical problems. Databases handle concurrent writes with transactions natively. The note never scopes its argument to single-agent use, yet concurrent write coordination is a real scaling pain that files handle poorly compared to databases. This is an omitted fourth scaling problem that falls within the note's own claimed scope (agent-operated knowledge bases can have multiple agents)."
human-writing-structures-transfer-to-llms-because-failure-modes-overlap.md,semantic-review,WARN,5,59,Completeness,"The note enumerates three LLM failure modes that overlap with human ones: ""they get distracted by irrelevant context, they conflate evidence with opinion, they skip qualifications when the argument feels strong."" The Lampinen source cited does not discuss any of these three specific failure modes. Lampinen demonstrates content effects (belief bias, familiarity facilitation) on syllogisms, NLI, and Wason tasks. ""Getting distracted by irrelevant context"" is not among them — the source tests content that supports or conflicts with correct inferences, not irrelevant distractors. ""Conflating evidence with opinion"" and ""skipping qualifications"" are also absent from Lampinen. The enumeration appears to draw on general LLM intuitions rather than the cited evidence, but the note presents it as grounded in observed overlap. The source grounds a different (and arguably stronger) claim: LLMs show belief-bias effects that parallel human belief-bias effects."
learning-is-not-only-about-generality.md,semantic-review,WARN,5,59,Completeness,"The note claims ""accumulation"" is ""the most basic"" learning operation and names it alongside the scope table, but the note also uses ""discovery,"" ""constraining,"" and ""distillation"" as operations elsewhere. The note never enumerates the full set of learning operations; the word ""most basic"" implies a hierarchy of operations, but the hierarchy is only partially visible. A reader could mistake accumulation as the *only* operation discussed under generality, when in fact the scope table mixes accumulation (adding a typo fix, adding a connection) with what might be constraining or methodology improvement. The table rows do not all map cleanly to ""accumulation"" — ""Define structured sections for a type"" and ""Improve methodology"" look more like constraining or discovery than accumulation. If accumulation means ""adding knowledge to the store,"" then methodology improvement is not accumulation of a stored item but a change to how the system operates. The note's own framework strains here."
learning-is-not-only-about-generality.md,semantic-review,WARN,5,59,Completeness,"The compound is defined as reliability, speed, and cost, which ""tend to move together."" Boundary case: there are capacity improvements where these three dimensions diverge rather than co-move. Adding extensive validation checks improves reliability but *decreases* speed and *increases* cost. The note acknowledges the compound ""isn't exclusive to codification"" and gives conventions/caching/distilled-skills as examples, but some of those improve only one dimension (caching improves speed, not necessarily reliability or cost). The claim that the three ""often improve simultaneously"" may overstate the co-movement for non-codification cases. The compound framing works well for codification but becomes strained for the softer cases the note lists."
link-contracts-framework.md,semantic-review,WARN,5,59,Completeness,"The ""five questions a reader silently asks"" omit a question that the note's own content elsewhere treats as important: ""How does this relate to what I'm reading?"" The note's own ""Making link decisions obvious"" section recommends ""when to click"" language and contextual placement, which addresses the relationship between the link target and the reader's current task — a question distinct from the five listed. The five questions are framed as destination-oriented (what is it, what will it cost) but the decision also depends on the reader's current state and goal. This is arguably the most important question for an agent (""Is this relevant to my current task?""), and agents-navigate-by-deciding-what-to-read-next makes it the central concern: ""how likely is this pointer to lead somewhere relevant."" The five-question enumeration covers the target but not the reader-target fit."
link-contracts-framework.md,semantic-review,WARN,5,59,Completeness,"The link intent taxonomy lists ""Related: nearby topic, optional expansion"" as a category. However, the KB's own CLAUDE.md convention states: ""'Related' is not a relationship."" The note offers ""Related"" as a valid link intent with a real definition (""nearby topic, optional expansion""), while the broader KB convention treats it as a non-relationship. These serve different purposes (the note is about reader-facing link types; CLAUDE.md is about authoring discipline), but the tension is worth flagging since this note is positioned as reference material for the KB's own linking practices. Adopting this taxonomy as-is would conflict with the existing convention."
memory-management-policy-is-learnable-but-oracle-dependent.md,semantic-review,WARN,5,59,Completeness,"The six-operation decomposition (""Add, Update, Delete (LTM) and Retrieve, Summary, Filter (STM)"") is presented as the complete set of memory operations AgeMem uses, and the note treats them as collectively exhaustive of memory management. But the note's own framing -- ""knowing when to use them is hard"" -- implies the hard part is composition policy, not operations. The ingest file's limitations section flags that the fixed tool set may miss needed operations (""linking two memories, tagging with metadata, or creating hierarchical summaries""). The note itself never raises this limitation from within its own analysis -- a boundary case like ""link this fact to that fact"" (a relational memory operation) falls outside all six items but is central to what the KB does. The note treats the six as given without questioning whether the policy it praises could be learning a suboptimal strategy because the operation set is incomplete."
spec-mining-as-codification.md,semantic-review,WARN,5,59,Completeness,"""The calculator surface grows monotonically"" (Concrete workflow, step 5) overstates the claim. The note's own Risks section acknowledges that mined specs can encode biases or accidents, and the linked relaxing-signals note describes scenarios where mined specs must be relaxed back. If a mined spec is relaxed (removed or loosened because it encoded a vision feature), the calculator surface shrinks. The monotonicity claim holds only if no mined spec is ever reverted, which contradicts the note's own constrain/relax framing. A more precise claim would be ""the calculator surface grows monotonically net of relaxing."""
unified-calling-conventions-enable-bidirectional-refactoring.md,semantic-review,WARN,5,59,Completeness,"The note claims unified calling makes ""each codification step"" no longer a breaking change and that ""each link can be independently refactored without disturbing the rest."" This treats the calling convention as sufficient for local refactoring, but semantic compatibility is a separate concern. If an agent returns free-form text and the codified replacement returns structured JSON, the call site may not change but the caller's downstream handling breaks. The calling convention unifies dispatch, not the contract on return values. The note's own ""typed callables"" section implicitly acknowledges this (typed inputs and outputs), but the body's claims about locality don't qualify on output-type compatibility."
unified-calling-conventions-enable-bidirectional-refactoring.md,semantic-review,WARN,5,59,Completeness,"The four-step progression (start neural, observe patterns, codify, extend via relaxing) is presented as the smooth path enabled by unified calling. Boundary case: what about the reverse entry point — starting with a symbolic tool and relaxing it to an agent? The note mentions relaxing only as ""extend via relaxing"" (step 4), which is adding new LLM capability alongside existing code. The case of wholesale replacement of a tool with an agent (the symmetric counterpart to step 3) is absent. The title claims ""bidirectional refactoring,"" but the worked example is unidirectional (neural-to-symbolic) with relaxing only as extension, not as full reversal. The underspecified-instructions note explicitly describes replacement relaxing (""rigid code is drowning in edge cases, so you swap it for an LLM call""), but this note does not demonstrate that path through the calling convention."
what-cludebot-teaches-us.md,semantic-review,WARN,5,59,Completeness,"The ""What we already have"" section enumerates 4 patterns (typed link semantics, progressive disclosure, hybrid retrieval, evidence linkage) as the set of cludebot ideas ""we've already adopted."" But cludebot also implements explicit memory typing/categorization (episodic, semantic, self-model) which maps closely to the KB's own type system (`note`, `structured-claim`, `adr`, etc.) and to the three-space model the note itself cites later. This is arguably a fifth pattern the KB already has that the note doesn't list. The omission is notable because the note references the three-space model in a later section but doesn't connect it back to the ""already have"" enumeration."
what-cludebot-teaches-us.md,semantic-review,WARN,5,59,Completeness,"The ""Worth adopting now"" section enumerates 3 techniques (active contradiction surfacing, explicit staleness decay, consolidation passes). A boundary case: cludebot's explicit memory-type-dependent behavior — where different memory types trigger different retrieval strategies and lifecycle policies — could be adopted now as type-dependent /connect behavior or type-dependent /review scheduling. The note mentions type-dependent decay rates in the staleness section, but the broader principle (type-dependent behavior across all operations, not just decay) sits between the enumerated items without being explicitly captured."
agent-context-is-constrained-by-soft-degradation-not-hard-token-limits.md,prose-review,WARN,5,34,Confidence miscalibration,"""LLMs pay interpretation overhead proportional to context complexity"" — the word ""proportional"" asserts a specific functional relationship (linear scaling) that the note does not establish or cite. The ConvexBench reference supports complexity-driven collapse, but collapse is not proportionality. The claim is stronger than the evidence offered for it."
agent-statelessness-makes-routing-architectural-not-learned.md,prose-review,WARN,5,34,Confidence miscalibration,"The degradation cliff is presented as a binary fact — ""The agent system has a cliff: KB-augmented → generic"" — but this is the note's own model, not an established result. The claim that agents have no intermediate degradation (no ""something feels off"" signal, no continuum) is plausible but asserted with the same confidence as the relatively uncontroversial statelessness claim. The human side is also simplified: ""expert → competent → novice → uncertain"" is the note's own taxonomy, presented with the grammar of established fact. Both the cliff model and the human continuum model are proposed frameworks that would benefit from hedged framing."
